prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,fase,situacao_descricao_situacao,evento,data_audiencia,local,global
129808,senado,2017-10-04T12:00:00Z,1,"Matéria não apreciada na sessão de 04/10/2017, transferida para a sessão deliberativa de 05/10/2017.",SLSF,NA,NA,Discussão e votação,NA,NA,NA,CCJ, - Origem (Senado)
129808,senado,2017-10-05T12:00:00Z,1,"Matéria não apreciada na sessão de 05/10/2017, transferida para a sessão deliberativa de 10/10/2017.",SLSF,78,INCLUÍDA EM ORDEM DO DIA,Discussão e votação,incluída_em_ordem_do_dia,NA,NA,CCJ, - Origem (Senado)
129808,senado,2017-10-05T12:00:00Z,2,"Recebida, na Secretaria-Geral da Mesa, a Emenda nº 2-PLEN.",SLSF,NA,NA,Discussão e votação,NA,NA,NA,CCJ, - Origem (Senado)
129808,senado,2017-10-06T12:00:00Z,1,Encaminhado ao Plenário para comunicação do término de prazo para apresentação de emendas.,SLSF,NA,NA,Discussão e votação,NA,NA,NA,CCJ, - Origem (Senado)
129808,senado,2017-10-09T12:00:00Z,1,"Encerrou-se em 5 de outubro o prazo para apresentação de emendas a presente matéria.       Encaminhada à publicação a Emenda nº2-PLEN, do Senador Randolfe Rodrigues, apresentada à presente matéria.      A matéria está incluída na Ordem do Dia de 10 de outubro.",SEADI,8,PRONTO PARA DELIBERAÇÃO DO PLENÁRIO,Discussão e votação,pronto_para_deliberação_do_plenário,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-10-09T12:00:00Z,2,"Incluído na Ordem do Dia da sessão deliberativa de 10.10.2017.      Discussão, em turno único.      Recebidas, na Secretaria-Geral da Mesa, as Emendas nºs 3 a 5-PLEN, da Senadora Lídice da Mata.",PLEN,NA,NA,Discussão e votação,NA,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-10-10T12:00:00Z,1,"Matéria não apreciada na sessão de 10/10/2017, transferida para a sessão deliberativa de 17/10/2017.",SLSF,NA,NA,Discussão e votação,NA,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-10-17T12:00:00Z,1,"Matéria não apreciada na sessão de 17/10/2017, transferida para a sessão deliberativa de 18/10/2017.",SLSF,NA,NA,Discussão e votação,NA,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-10-18T12:00:00Z,1,"Matéria não apreciada na sessão de 18/10/2017, transferida para a sessão deliberativa de 24/10/2017.      Recebido na Secretaria Legislativa do Senado Federal, Parecer de Plenário, de autoria do Senador Armando Monteiro.",SLSF,78,INCLUÍDA EM ORDEM DO DIA,Recebimento,incluída_em_ordem_do_dia,recebimento_comissao,NA,Plenário, - Origem (Senado)
129808,senado,2017-10-24T12:00:00Z,1,"Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60.      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***      Encaminhadas à publicação as Emendas nºs 3, 4 e 5-PLEN, subscritas pela Senadora Lídice da Mata.      Encaminhados à publicação os seguintes requerimentos:      - Requerimento nº 912, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para reexame pela CCJ; e      - Requerimento nº 913, de 2017, de autoria do Senador Randolfe Rodrigues, solicitando o adiamento da discussão do projeto para audiência da CTFC.      Estando a matéria em regime de urgência, os Requerimentos nºs 912 e 913, de 2017, deixam de ter prosseguimento.       Proferido pelo Senador Armando Monteiro o Parecer nº 186, de 2017-PLEN, em substituição à CCJ, sobre as Emendas nºs 2 a 5-PLEN, concluindo pela rejeição de todas.      Discussão encerrada.      Encaminhados à publicação os seguintes requerimentos:      - Requerimento nº 914, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 2-PLEN;      - Requerimento nº 915, de 2017, subscrito pelo Líder da Bancada do PT, Senador Lindbergh Farias, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 4-PLEN; e      - Requerimento nº 916, de 2017, subscrito pela Líder da Bancada do PSB, Senadora Lídice da Mata, e também pela Senadora Vanessa Grazziotin, solicitando, nos termos do art. 312, inciso II, parágrafo único, inciso II, do RISF, destaque para votação em separado da Emenda nº 5-PLEN.       Os destaques de bancada, solicitados pelos Requerimentos nºs 914, 915 e 916, de 2017, serão votados oportunamente.      Aprovado o Substitutivo (Emenda nº 1-CCJ), ressalvados os destaques de bancada, com o seguinte resultado: Sim 59, Presidente 1, Total 60. (Fica prejudicada a Emenda nº 3-PLEN, não destacada)      A matéria constará da Ordem do Dia de amanhã para prosseguimento da votação.",PLEN,NA,NA,Recebimento,NA,aprovacao_substitutivo,NA,Plenário, - Origem (Senado)
129808,senado,2017-10-25T12:00:00Z,1,Encaminhado ao Plenário.,PLEN,NA,NA,Recebimento,NA,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-10-25T12:00:00Z,2,"(Continuação da apreciação iniciada na sessão do dia 24/10/2017)      Rejeitadas as Emendas nºs 2, 4 e 5 – PLEN, destacadas, com o seguinte resultado: Sim – 19;  Não – 45;  Presidente -1;  Total – 65.      Encaminhado à publicação o Parecer nº 187, de 2017-PLEN-SF, da Comissão Diretora, oferecendo redação do vencido para turno suplementar.      (Estando a matéria em regime de urgência, passa-se à imediata apreciação em turno suplementar)      Encerrada a discussão, em turno suplementar, sem apresentação de emendas, o substitutivo é dado como definitivamente adotado, nos termos do art. 284 do RISF.      À Câmara dos Deputados.",SEADI,113,APROVADO O SUBSTITUTIVO,Recebimento,aprovado_o_substitutivo,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-11-07T12:00:00Z,1,Encaminhado ao Expediente.,PLEN,NA,NA,Recebimento,NA,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-11-07T12:00:00Z,2,Anexado o texto revisado (fls. 54 a 58).,SEXPE,NA,NA,Recebimento,NA,NA,NA,Plenário, - Origem (Senado)
129808,senado,2017-11-08T12:00:00Z,1,"Remetido Ofício SF n.º 1.203, de 07/11/17, ao Senhor Primeiro-Secretário da Câmara dos Deputados, encaminhando autógrafos do projeto para revisão, nos termos do art. 65 da Constituição Federal (fl. 59 a 64.).",SEXPE,52,REMETIDA À CÂMARA DOS DEPUTADOS,Recebimento,remetida_à_câmara_dos_deputados,virada_de_casa,NA,Mesa - Câmara, - Revisão (Câmara)
