prop_id,casa,data_hora,sequencia,texto_tramitacao,sigla_local,id_situacao,descricao_situacao,fase,situacao_descricao_situacao,evento,data_audiencia,local,global
126084,senado,2016-08-23T12:00:00Z,1,"O relator, senador Ricardo Ferraço, apresentou relatório reformulado, mantendo o voto contrário ao projeto (fls. 85-102).",CAE,138,INCLUÍDA NA PAUTA DA REUNIÃO,Análise do relator,incluída_na_pauta_da_reunião,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-08-23T12:00:00Z,2,O senador Valdir Raupp apresentou voto em separado favorável ao projeto. Cópia anexada ao processado às fls. 103-106.,CAE,138,INCLUÍDA NA PAUTA DA REUNIÃO,Análise do relator,incluída_na_pauta_da_reunião,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-08-23T12:00:00Z,3,"Em reunião realizada nesta data, lidos o relatório e o voto em separado, foi concedida vista coletiva, nos termos do art. 132 do Regimento Interno do Senado Federal.",CAE,90,PEDIDO DE VISTA CONCEDIDO,Discussão e votação,pedido_de_vista_concedido,pedido_de_vista,NA,CAE, - Revisão (Senado)
126084,senado,2016-08-31T12:00:00Z,1,"À SLSF, a pedido.",CAE,NA,NA,Discussão e votação,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-08-31T12:00:00Z,2,Encaminhado ao Plenário.,SLSF,NA,NA,Discussão e votação,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-08-31T12:00:00Z,3,"Encaminhado à publicação o Requerimento nº 639, de 2016, de iniciativa dos Líderes, que solicitam, nos termos do art. 336, inciso III, combinado com o art. 338, inciso III do Regimento Interno do Senado Federal, urgência para inclusão na Ordem do Dia o Projeto de Lei da Câmara nº 27, de 2016.",SEADI,NA,NA,Discussão e votação,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-09-09T12:00:00Z,1,"Incluído o Requerimento nº 639, de 2016, de urgência para a matéria, na Ordem do Dia da sessão deliberativa de 12.09.2016.      Votação, em turno único.",SLSF,114,INCLUÍDO REQUERIMENTO EM ORDEM DO DIA DA SESSÃO DELIBERATIVA,Discussão e votação,incluído_requerimento_em_ordem_do_dia_da_sessão_deliberativa,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-11-07T12:00:00Z,1,"Encaminhado à Assessoria Técnica, por solicitação.",SLSF,NA,NA,Discussão e votação,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-11-07T12:00:00Z,2,"Juntado original de manifestação encaminhada pelo Senhor Zenildo Garcia de Castro, e cópia da carta resposta remetida pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 109/112).",ATRSGM,NA,NA,Discussão e votação,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-11-07T12:00:00Z,3,"Incluído o Requerimento nº 639, de 2016, de urgência para a matéria, na Ordem do Dia da sessão deliberativa de 12.09.2016.      Votação, em turno único.",PLEN,114,INCLUÍDO REQUERIMENTO EM ORDEM DO DIA DA SESSÃO DELIBERATIVA,Discussão e votação,incluído_requerimento_em_ordem_do_dia_da_sessão_deliberativa,NA,NA,CAE, - Revisão (Senado)
126084,senado,2016-11-16T12:00:00Z,1,"Requerimento de urgência não apreciado. Aguarda nova inclusão em Ordem do Dia.      Votação, em turno único.",PLEN,8,PRONTO PARA DELIBERAÇÃO DO PLENÁRIO,Discussão e votação,pronto_para_deliberação_do_plenário,NA,NA,Plenário, - Revisão (Senado)
126084,senado,2017-02-15T12:00:00Z,1,Encaminhado ao Plenário.,PLEN,NA,NA,Discussão e votação,NA,NA,NA,Plenário, - Revisão (Senado)
126084,senado,2017-02-15T12:00:00Z,2,"A Presidência comunica que, nos termos do art. 352, I, do RISF, a presente matéria retorna à CAE, para proferir parecer sobre a matéria.",PLEN,NA,NA,Discussão e votação,NA,NA,NA,Plenário, - Revisão (Senado)
126084,senado,2017-02-16T12:00:00Z,1,Recebido nesta Comissão nesta data.,CAE,9,AGUARDANDO INSTALAÇÃO DA COMISSÃO,Recebimento,aguardando_instalação_da_comissão,NA,NA,CAE, - Revisão (Senado)
126084,senado,2017-03-16T12:00:00Z,1,"O presidente da Comissão, senador Tasso Jereissati, designa o senador Ricardo Ferraço relator da matéria.",CAE,91,MATÉRIA COM A RELATORIA,Análise do relator,matéria_com_a_relatoria,designado_relator,NA,CAE, - Revisão (Senado)
126084,senado,2018-09-05T12:00:00Z,1,"Anexada carta de Ouro Fino - MG, com manifestação acerca da matéria (fls. 114-115).",CAE,91,MATÉRIA COM A RELATORIA,Análise do relator,matéria_com_a_relatoria,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-09-24T12:00:00Z,1,"Anexado ofício da Câmara Municipal de Hortolândia - SP, encaminhando a moção nº 168/2018, contendo manifestação acerca da matéria  (fls. 116-119).",CAE,91,MATÉRIA COM A RELATORIA,Análise do relator,matéria_com_a_relatoria,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-09-25T12:00:00Z,1,"Anexado ofício da Câmara Municipal de São José do Rio Pardo- SP, encaminhando a moção nº 69/2018, contendo manifestação acerca da matéria (fls. 120-122).",CAE,91,MATÉRIA COM A RELATORIA,Análise do relator,matéria_com_a_relatoria,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-11-06T12:00:00Z,1,"À SLSF, a pedido.",CAE,NA,NA,Análise do relator,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-11-06T12:00:00Z,2,Encaminhado ao Plenário.,PLEN,NA,NA,Análise do relator,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-11-06T12:00:00Z,3,"Encaminhado à publicação e aprovado o Requerimento nº 508, de 2018, de autoria do Senador José Maranhão, solicitando a inclusão da matéria na Ordem do Dia. (Art. 172, inciso I, RISF).",PLEN,NA,NA,Análise do relator,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-11-07T12:00:00Z,1,Matéria incluída na pauta da sessão deliberativa de 07.11.2018.,PLEN,78,INCLUÍDA EM ORDEM DO DIA,Discussão e votação,incluída_em_ordem_do_dia,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-11-07T12:00:00Z,2,"Aprovados o projeto e a Emenda de redação apresentada nesta oportunidade, com o seguinte resultado: Sim 41, Não 16, Abst. 1, Presidente 1, Total 59.      À sanção.      ***DETALHAMENTO DA AÇÃO LEGISLATIVA***      Proferido pelo Senador Fernando Bezerra Coelho o Parecer nº 186, de 2018-PLEN/SF, em substituição à CAE, concluindo favoravelmente ao projeto com a apresentação da Emenda nº 1-PLEN, de redação.       Discussão encerrada.      Aprovados o projeto e a Emenda nº 1-PLEN, de redação, com o seguinte resultado: Sim 41, Não 16, Abst 1, Presidente 1, Total 59. (Verificação de votação solicitada pelo Senador Cristovam Buarque, com apoiamento regimental)       Aprovada a redação final da matéria. (Parecer nº 187, de 2018-PLEN/SF, da CDIR)      À sanção.",PLEN,25,APROVADA,Discussão e votação,aprovada,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-11-08T12:00:00Z,1,Anexado o texto revisado (fl. 132).,SEXPE,NA,NA,Discussão e votação,NA,NA,NA,CAE, - Revisão (Senado)
126084,senado,2018-11-08T12:00:00Z,2,"Remetido Ofício SF n.º 1.205, de 07/11/18, ao Senhor Ministro de Estado Chefe da Casa Civil, encaminhando a Mensagem SF n.º 182/18, ao Excelentíssimo Senhor Presidente da República, submetendo à sanção presidencial autógrafos do Projeto (fls. 133 a 135).            Remetido Ofício SF n.º 1.206, de 07/11/18, ao Senhor Primeiro-Secretário da Câmara dos Deputados, comunicando que o Projeto foi encaminhado à sanção presidencial (fl. 136).",SEXPE,57,REMETIDA À SANÇÃO,Discussão e votação,remetida_à_sanção,remetida_a_sancao,NA,CAE,- Sanção/Veto
126084,senado,2018-11-26T12:00:00Z,1,"À ATRSGM, a pedido",SEXPE,NA,NA,Discussão e votação,NA,NA,NA,CAE,- Sanção/Veto
126084,senado,2018-11-26T12:00:00Z,2,"Juntados aos autos do processo os originais de manifestação do Of. 186/2018, da Câmara Municipal de Aguaí/SP, e Of. nº 298/2018 - A, da Câmara Municipal de Presidente Venceslau/SP, e as cópias das respectivas cartas-respostas encaminhadas pelo Secretário-Geral da Mesa, Luiz Fernando Bandeira de Mello. (fls. 137/143)",ATRSGM,NA,NA,Discussão e votação,NA,NA,NA,CAE,- Sanção/Veto
126084,senado,2018-11-27T12:00:00Z,1,(PR) PRESIDÊNCIA DA REPÚBLICA.      SANCIONADA. LEI 13752 DE 2018.      DOU (Diário Oficial da União) - 27/11/2018 - Seção I - págs. 1 e 1.      Sancionada em 26/11/2018.,SEXPE,64,TRANSFORMADA EM NORMA JURÍDICA,Discussão e votação,transformada_em_norma_jurídica,NA,NA,CAE,- Sanção/Veto
126084,senado,2018-11-28T12:00:00Z,1,"À SLSF, a pedido.",SEXPE,NA,NA,Discussão e votação,NA,NA,NA,CAE,- Sanção/Veto
126084,senado,2018-11-28T12:00:00Z,2,Encaminhado ao Plenário.,PLEN,NA,NA,Discussão e votação,NA,NA,NA,CAE,- Sanção/Veto
126084,senado,2018-11-28T12:00:00Z,3,"Encaminhado à publicação a Mensagem nº 680, de 2018, na origem, do Presidente da República, restituindo autógrafo do presente projeto sancionado e convertido na Lei nº 13.752, de 2018.      Será encaminhado um exemplar do autógrafo à Câmara dos Deputados.",SEADI,NA,NA,Discussão e votação,NA,NA,NA,CAE,- Sanção/Veto
126084,senado,2018-11-29T12:00:00Z,1,"Remetido Ofício SF nº 1268 , de 28/11/2018, ao Senhor Primeiro-Secretário da Câmara dos Deputados, encaminhando, para os devidos fins, o incluso autógrafo do Projeto de Lei da Câmara nº 27/2016, sancionado pelo Excelentíssimo Senhor Presidente da República e transformado na Lei nº 13.752, de 26 de novembro de 2018. (fl. 150).      À COARQ.",SEXPE,NA,NA,Discussão e votação,NA,NA,NA,CAE,- Sanção/Veto
