casa,genero,id_parlamentar,nome_completo,nome_eleitoral,partido,uf
senado,Masculino,1350,Aarão Steinbruch,Aarão Steinbruch,NA,NA
senado,Masculino,4865,Abdala Karin Nabut,Abdala Karin Nabut,NA,NA
senado,Masculino,168,Abdias do Nascimento,Abdias Nascimento,NA,NA
senado,Masculino,5573,Abel Rebouças São José,Abel Rebouças,PDT,NA
senado,Masculino,2832,Abelardo de Araújo Jurema,Abelardo Jurema,NA,NA
senado,Masculino,5154,Abiancy Cadoso Rosa,Abiancy Cadoso Rosa,CIDADANIA,NA
senado,Masculino,1648,Francisco Accioly Rodrigues da Costa Filho,Accioly Filho,NA,NA
senado,Masculino,2833,Achiles Almeida Cruz,Achiles Cruz,NA,NA
senado,Masculino,4981,Acir Marcos Gurgacz,Acir Gurgacz,PDT,RO
senado,Masculino,2834,Acrísio Fúlvio de Miranda Corrêa,Acrísio Corrêa,NA,NA
senado,Feminino,4815,Ada Mercedes de Mello Marques Luz,Ada Mello,PTB,NA
senado,Masculino,1357,Adalberto Correia Sena,Adalberto Sena,NA,NA
senado,Feminino,3591,Adalgisa Carvalho Moraes Sousa,Adalgisa Carvalho,NA,NA
senado,Masculino,3622,Adelmir Santana,Adelmir Santana,DEM,NA
senado,Masculino,1,Ademir Galvão Andrade,Ademir Andrade,PSB,NA
senado,Masculino,1359,Aderbal de Araújo Jurema,Aderbal Jurema,NA,NA
senado,Masculino,5918,Adilson Gomes Silva,Adilson Gomes,NA,NA
senado,Masculino,5625,Adilson Silva dos Santos,Adilson Silva dos Santos,PEN,NA
senado,Masculino,3132,Adir Cardoso Gentil,Adir Gentil,NA,NA
senado,Masculino,1052,Adir Nichio,Adir Nichio,NA,NA
senado,Masculino,1361,Adolpho de Oliveira Franco,Adolpho Franco,NA,NA
senado,Masculino,1091,Aelton José de Freitas,Aelton Freitas,PL,NA
senado,Masculino,1362,Affonso Arinos de Mello Franco,Affonso Arinos,NA,NA
senado,Masculino,346,Affonso Alves de Camargo Neto,Affonso Camargo,NA,NA
senado,Masculino,6026,Afonso Valter Parente Pinto,Afonso Parente,NA,NA
senado,Masculino,4881,Afonso Sérgio Fernandes Ribeiro,Afonso Sérgio Fernandes Ribeiro,NA,NA
senado,Masculino,131,Afrânio Augusto Figueiredo,Afrânio Augusto Figueiredo,NA,NA
senado,Masculino,1366,Afrânio Salgado Lages,Afrânio Lages,NA,NA
senado,Masculino,1367,Agenor Nunes de Maria,Agenor Maria,NA,NA
senado,Masculino,5170,Agimiro Dias da Costa,Agimiro Dias da Costa,PSDB,NA
senado,Masculino,1053,Agnelo Alves,Agnelo Alves,MDB,NA
senado,Masculino,3573,Ailton Araújo Sepúlveda,Ailton Araújo,NA,NA
senado,Masculino,123,Aires Marques,Aires Marques,NA,NA
senado,Masculino,95,Airton Chaves Rocha,Airton Chaves Rocha,NA,NA
senado,Masculino,5140,Airton Sandoval Santana,Airton Sandoval,MDB,NA
senado,Masculino,89,Albano do Prado Pimentel Franco,Albano Franco,PSDB,NA
senado,Masculino,5923,Alberto da Silva David,Alberto David,NA,NA
senado,Masculino,2838,Alberto Lavinas,Alberto Lavinas,NA,NA
senado,Masculino,1370,Alberto Pasqualini,Alberto Pasqualini,NA,NA
senado,Masculino,946,Alberto Tavares Silva,Alberto Silva,MDB,NA
senado,Masculino,209,Albino Gonçalves Boaventura,Albino Boaventura,NA,NA
senado,Masculino,124,Albino Mendes,Albino Mendes,NA,NA
senado,Masculino,2839,Albino Silva da Fonseca,Albino Silva da Fonseca,NA,NA
senado,Masculino,98,Alcides Muniz Falcão,Alcides Falcão,NA,NA
senado,Masculino,2136,Napoleão de Alencastro Guimarães,Alencastro Guimarães,NA,NA
senado,Masculino,5982,Alessandro Vieira,Alessandro Vieira,CIDADANIA,SE
senado,Masculino,2,Alexandre Alves Costa,Alexandre Costa,NA,NA
senado,Masculino,4967,Alexandre Honore Marie Thioillier Filho,Alexandre Honore Marie Thioillier Filho,NA,NA
senado,Masculino,4610,Alexandre Silveira de Oliveira,Alexandre Silveira,PSD,NA
senado,Masculino,4794,Alfredo Antonio Goulart Sade,Alfredo Antonio Goulart Sade,NA,NA
senado,Masculino,1383,Alfredo José de Campos Melo,Alfredo Campos,NA,NA
senado,Masculino,3651,Alfredo Cotait Neto,Alfredo Cotait Neto,DEM,NA
senado,Masculino,2841,Alfredo Salim Duailibe,Alfredo Duailibe,NA,NA
senado,Masculino,4527,Alfredo Pereira do Nascimento,Alfredo Nascimento,PL,NA
senado,Masculino,5962,Alisson Taveira Rocha Leal,Alisson Taveira,NA,NA
senado,Masculino,3433,José Almeida Lima,Almeida Lima,MDB,NA
senado,Masculino,1387,Almir José de Oliveira Gabriel,Almir Gabriel,NA,NA
senado,Masculino,1388,Almir Santos Pinto,Almir Pinto,NA,NA
senado,Masculino,845,Aloizio Mercadante Oliva,Aloizio Mercadante,PT,NA
senado,Masculino,1390,Aloysio da Costa Chaves,Aloysio Chaves,NA,NA
senado,Masculino,846,Aloysio Nunes Ferreira Filho,Aloysio Nunes Ferreira,PSDB,NA
senado,Masculino,1391,Aloysio Lopes de Carvalho Filho,Aloysio de Carvalho,NA,NA
senado,Masculino,1392,Altevir Leal,Altevir Leal,NA,NA
senado,Masculino,4853,Aluisio Augusto de Queiroz Braga,Aluisio Augusto de Queiroz Braga,NA,NA
senado,Masculino,222,Aluizio Bezerra de Oliveira,Aluízio Bezerra,NA,NA
senado,Masculino,1393,Alvaro Adolpho da Silveira,Alvaro Adolpho,NA,NA
senado,Masculino,945,Alvaro Fernandes Dias,Alvaro Dias,PODEMOS,PR
senado,Feminino,5607,Maria Alzenir Porto da Costa,Alzenir Porto,PTB,NA
senado,Masculino,5042,Alzira Ferreira Barros,Alzira Ferreira Barros,PCdoB,NA
senado,Masculino,1389,Alô Ticoulat Guimarães,Alô Guimarães,NA,NA
senado,Masculino,1459,Antonio Oswaldo do Amaral Furlan,Amaral Furlan,NA,NA
senado,Masculino,1602,Ernani do Amaral Peixoto,Amaral Peixoto,NA,NA
senado,Masculino,1401,Amaury de Oliveira e Silva,Amaury Silva,NA,NA
senado,Masculino,82,Amazonino Armando Mendes,Amazonino Mendes,NA,NA
senado,Masculino,1025,Amir Francisco Lando,Amir Lando,MDB,NA
senado,Feminino,4988,Ana Amélia de Lemos,Ana Amélia,PP,NA
senado,Feminino,3363,Ana Júlia de Vasconcelos Carepa,Ana Júlia Carepa,PT,NA
senado,Feminino,5989,Ana Maria de Resende Vieira,Ana Maria,NA,NA
senado,Feminino,5950,Ana Paula Tongo da Silva,Ana Paula Tongo,NA,NA
senado,Feminino,4869,Ana Rita Esgario,Ana Rita,PT,NA
senado,Masculino,4851,Ana Virgínia Rego Gama,Ana Virgínia Rego Gama,NA,NA
senado,Masculino,5969,Andre Felipe de Oliveira da Silva,Andre Filipe,NA,NA
senado,Masculino,5046,Andrelina Barbosa da Cunha,Andrelina Barbosa da Cunha,PSOL,NA
senado,Masculino,1048,Álvaro Celeste Barbosa Cardoso,Angelo Celeste,NA,NA
senado,Masculino,5967,Angelo Mario Coronel de Azevedo Martins,Angelo Coronel,PSD,BA
senado,Masculino,4837,Anibal Diniz,Anibal Diniz,PT,NA
senado,Masculino,1002,Antero Paes de Barros Neto,Antero Paes de Barros,PSDB,NA
senado,Masculino,5529,Antonio Augusto Junho Anastasia,Antonio Anastasia,PSDB,MG
senado,Masculino,4897,Antônio Aureliano Sanches de Mendonça,Antonio Aureliano,PSDB,NA
senado,Masculino,1415,Antônio Balbino de Carvalho Filho,Antonio Balbino,NA,NA
senado,Masculino,2850,Antonio Bezerra Baltar,Antonio Baltar,NA,NA
senado,Masculino,118,Antonio Carlos Peixoto de Magalhães Júnior,Antonio Carlos Júnior,DEM,NA
senado,Masculino,4,Antonio Carlos Peixoto de Magalhães,Antonio Carlos Magalhães,NA,NA
senado,Masculino,5150,Antonio Carlos Rodrigues,Antonio Carlos Rodrigues,PL,NA
senado,Masculino,3,Antonio Carlos Valadares,Antonio Carlos Valadares,PSB,NA
senado,Masculino,3625,Antonio Faleiros Filho,Antonio Faleiros,NA,NA
senado,Masculino,1424,Antônio da Silva Fernandes,Antonio Fernandes,NA,NA
senado,Masculino,3533,Antonio Ferreira da Silva,Antonio Ferreira,NA,NA
senado,Masculino,4516,Antonio João Hugo Rodrigues,Antonio João,PTB,NA
senado,Masculino,1443,Antônio Jorge de Queiroz Jucá,Antonio Jucá,NA,NA
senado,Masculino,115,Antonio Kato,Antonio Kato,NA,NA
senado,Masculino,1451,Antonio Luiz Maya,Antonio Luiz Maya,NA,NA
senado,Masculino,84,Antônio Marques da Silva Mariz,Antonio Mariz,NA,NA
senado,Masculino,4907,Antonio Porcino Sobrinho,Antonio Porcino Sobrinho,NA,NA
senado,Masculino,4891,Antonio Russo Netto,Antonio Russo,PL,NA
senado,Masculino,2853,Antonio Emygdio de Barros Filho,Antônio Barros Filho,NA,NA
senado,Masculino,326,Antônio Carlos Konder Reis,Antônio Carlos Konder Reis,NA,NA
senado,Masculino,1413,Antônio Arruda de Farias,Antônio Farias,NA,NA
senado,Masculino,1163,Antônio Leite Andrade,Antônio Leite,MDB,NA
senado,Masculino,5134,Antônio Marcos Gavazzoni,Antônio Marcos Gavazzoni,DEM,NA
senado,Masculino,5032,Antônio Milton Pessoa Falcão Filho,Antônio Milton Pessoa Falcão Filho,PP,NA
senado,Masculino,163,Antônio Rufino,Antônio Rufino,NA,NA
senado,Masculino,1471,Apolônio Jorge de Farias Salles,Apolônio Salles,NA,NA
senado,Masculino,164,Aquiles Nogueira,Aquiles Nogueira,NA,NA
senado,Masculino,126,Archimedes Pedreira Franco,Archimedes Pedreira Franco,NA,NA
senado,Masculino,1473,Argemiro de Figueiredo,Argemiro de Figueiredo,NA,NA
senado,Masculino,1097,Aristorides Vieira Stadler,Ari Stadler,NA,NA
senado,Masculino,4965,Ari Vicente Fernandes,Ari Vicente Fernandes,NA,NA
senado,Masculino,5168,Aristavora de Souza Santos,Aristavora de Souza Santos,PTB,NA
senado,Masculino,5,Arlindo Porto Neto,Arlindo Porto,PTB,NA
senado,Masculino,1476,Arlindo Rodrigues,Arlindo Rodrigues,NA,NA
senado,Masculino,6001,Arlindo Penha da Silva,Arlindo Silva,NA,NA
senado,Masculino,1477,Armando Pereira Correa da Câmara,Armando Câmara,NA,NA
senado,Masculino,92,Armando Dantas do Nascimento,Armando Dantas do Nascimento,NA,NA
senado,Masculino,5028,Armando José de Oliveira,Armando José de Oliveira,PSC,NA
senado,Masculino,715,Armando de Queiroz Monteiro Neto,Armando Monteiro,PTB,NA
senado,Masculino,2863,Armando de Miranda Storni,Armando Storni,NA,NA
senado,Masculino,2612,Arnaldo Pinto Guedes de Paiva,Arnaldo Paiva,NA,NA
senado,Masculino,1479,Arnon Affonso de Farias Mello,Arnon de Mello,NA,NA
senado,Masculino,1480,Arnor Damiani,Arnor Damiani,NA,NA
senado,Masculino,751,Arolde de Oliveira,Arolde de Oliveira,PSD,RJ
senado,Masculino,170,Aroldo Azevedo,Aroldo Azevedo,NA,NA
senado,Masculino,4292,Arthur Leite da Silveira,Arthur Leite,NA,NA
senado,Masculino,551,Arthur Virgílio do Carmo Ribeiro Neto,Arthur Virgílio,PSDB,NA
senado,Masculino,1487,Arthur Virgílio do Carmo Ribeiro Filho,Arthur Virgílio,NA,NA
senado,Masculino,157,Artur Valente,Artur Valente,NA,NA
senado,Masculino,6,Paulo Alberto Artur da Tavola Moretzsonh Monteiro de Barros,Artur da Tavola,PSDB,NA
senado,Masculino,1490,Ary de Siqueira Vianna,Ary Vianna,NA,NA
senado,Masculino,2205,Raimundo da Arêa Leão (Melo),Arêa (Melo) Leão,NA,NA
senado,Masculino,3620,Assis Almeida,Assis Almeida,NA,NA
senado,Masculino,1658,Francisco de Assis Chateaubriand Bandeira de Mello,Assis Chateaubriand,NA,NA
senado,Masculino,4983,Assis Gurgacz,Assis Gurgacz,PDT,NA
senado,Masculino,6009,Marcos Cesar Pontes,Astronauta Marcos Pontes,NA,NA
senado,Masculino,5164,Ataídes de Oliveira,Ataídes Oliveira,PSDB,NA
senado,Masculino,5138,Athos de Almeida Lopes,Athos de Almeida Lopes,MDB,NA
senado,Masculino,5633,Atilio Francisco da Silva,Atilio Francisco,PRB,NA
senado,Masculino,1491,Attílio Francisco Xavier Fontana,Attílio Fontana,NA,NA
senado,Masculino,1492,Attílio Vivacqua,Attílio Vivacqua,NA,NA
senado,Masculino,3432,Augusto Affonso Botelho Neto,Augusto Botelho,S/Partido,NA
senado,Masculino,1496,Augusto do Prado Franco,Augusto Franco,NA,NA
senado,Masculino,1503,Aureo Bringel de Mello,Aureo Mello,NA,NA
senado,Masculino,1502,Aurélio Vianna da Cunha Lima,Aurélio Vianna,NA,NA
senado,Masculino,5631,Genésio Ayres Marchetti,Ayres Marchetti,PSD,NA
senado,Masculino,391,Aécio Neves da Cunha,Aécio Neves,PSDB,NA
senado,Masculino,3074,Raimundo Bandeira Vaughan,Bandeira Vaughan,NA,NA
senado,Masculino,1427,Antônio de Barros Carvalho,Barros Carvalho,NA,NA
senado,Masculino,5554,Adalberto Souza Galvão,Bebeto,PSB,NA
senado,Masculino,3642,Belini Meurer,Belini Meurer,PT,NA
senado,Masculino,185,Luís Carlos Bello Parga,Bello Parga,NA,NA
senado,Masculino,4979,Bene André Camacho Araújo,Bene Camacho,PTB,NA
senado,Feminino,7,Benedita Souza da Silva Sampaio,Benedita da Silva,PT,NA
senado,Masculino,208,Benedito Aparecido da Silva,Benedito Aparecido da Silva,NA,NA
senado,Masculino,1887,José Benedito Canellas,Benedito Canellas,NA,NA
senado,Masculino,1054,Benedito Walter Damasceno,Benedito Damasceno,NA,NA
senado,Masculino,1508,Benedito Vicente Ferreira,Benedito Ferreira,NA,NA
senado,Masculino,1507,Benedito Valladares Ribeiro,Benedito Valladares,NA,NA
senado,Masculino,3823,Benedito de Lira,Benedito de Lira,PP,NA
senado,Masculino,8,Benedito Clayton Veras Alcântara,Beni Veras,NA,NA
senado,Masculino,5896,Benjamin Beze Junior,Benjamin Beze Junior,NA,NA
senado,Masculino,1510,Benjamin Miguel Farah,Benjamin Farah,NA,NA
senado,Masculino,5952,Bento Adeodato Porto,Bento,NA,NA
senado,Masculino,162,Benício Parente de Sampaio,Benício Sampaio,NA,NA
senado,Masculino,188,Berenice Luz da Silva,Berenice Luz da Silva,NA,NA
senado,Masculino,1481,Arthur Bernardes Filho,Bernardes Filho,NA,NA
senado,Masculino,1514,Bernardino Soares Viana,Bernardino Viana,NA,NA
senado,Masculino,9,José Bernardo Cabral,Bernardo Cabral,NA,NA
senado,Masculino,6011,Jose Roberto Martins,Beto Martins,NA,NA
senado,Masculino,5932,Gilberto Eglair Possamai,Beto Possamai,NA,NA
senado,Masculino,2266,Vicente de Bezerra Neto,Bezerra Neto,NA,NA
senado,Masculino,5559,José Afonso Teixeira,Bispo José,PSC,NA
senado,Masculino,111,Blairo Borges Maggi,Blairo Maggi,PL,NA
senado,Masculino,1801,João dos Santos Braga Júnior,Braga Júnior,NA,NA
senado,Masculino,2776,Brazílio Celestino de Oliveira,Brazílio Celestino,NA,NA
senado,Masculino,3073,Bráulio Côrte Coelho,Bráulio Coelho,NA,NA
senado,Masculino,1368,Aguinaldo Caiado de Castro,Caiado de Castro,NA,NA
senado,Masculino,3594,Carlos Alberto de Oliveira Torres,Carlos Alberto,NA,NA
senado,Masculino,6013,Carlos Alberto de Castro Almeida,Carlos Alberto,NA,NA
senado,Masculino,4841,Carlos Augusto Coelho de Faria,Carlos Augusto Coelho de Faria,NA,NA
senado,Masculino,5603,Carlos Augusto Lopes da Costa,Carlos Augusto Costa,PV,NA
senado,Masculino,10,Carlos Gomes Bezerra,Carlos Bezerra,MDB,NA
senado,Masculino,1537,Carlos Alberto De' Carli,Carlos De' Carli,NA,NA
senado,Masculino,704,Carlos Marques Dunga,Carlos Dunga,PTB,NA
senado,Masculino,3584,Carlos Eduardo Fioravanti da Costa,Carlos Eduardo,NA,NA
senado,Masculino,1551,Carlos Jereissati,Carlos Jereissati,NA,NA
senado,Masculino,1548,Carlos Fernando Monteiro Lindenberg,Carlos Lindenberg,NA,NA
senado,Masculino,1044,Carlos Lupi,Carlos Lupi,NA,NA
senado,Masculino,6020,Carlos Milton Morais,Carlos Milton Morais,NA,NA
senado,Masculino,11,Carlos do Patrocinio Silveira,Carlos Patrocínio,PTB,NA
senado,Masculino,4963,Carlos Ramiro de Castro (Falecido Em 05/09/2013),Carlos Ramiro de Castro (Falecido Em 05/09/2013),NA,NA
senado,Masculino,2874,Carlos Viriato de Saboya,Carlos Saboya,NA,NA
senado,Masculino,5990,Carlos Alberto Dias Viana,Carlos Viana,PSD,MG
senado,Masculino,12,Carlos Wilson Rocha de Queiroz Campos,Carlos Wilson,PT,NA
senado,Masculino,1536,Carlos Alberto Alves de Carvalho Pinto,Carvalho Pinto,NA,NA
senado,Masculino,13,Casildo João Maldaner,Casildo Maldaner,MDB,NA
senado,Masculino,5991,Castellar Modesto Guimarães Neto,Castellar Guimarães Neto,NA,NA
senado,Masculino,1593,Edward Cattete Pinheiro,Cattete Pinheiro,NA,NA
senado,Masculino,1100,Celis Santin Borges,Celis Santin,NA,NA
senado,Masculino,2875,Celso Ramos Branco,Celso Branco,NA,NA
senado,Masculino,5593,Celso Dal Lago Rodrigues,Celso Dal Lago Rodrigues,MDB,NA
senado,Masculino,1557,Celso Ramos,Celso Ramos,NA,NA
senado,Masculino,5136,Cesar Antonio de Souza,Cesar Antonio de Souza,DEM,NA
senado,Masculino,1657,Francisco das Chagas Caldas Rodrigues,Chagas Rodrigues,PSDB,NA
senado,Masculino,6000,João Chamon Neto,Chamon,NA,NA
senado,Masculino,470,Francisco de Assis Rodrigues,Chico Rodrigues,DEM,RR
senado,Masculino,3072,Francisco Luiz Sartori,Chico Sartori,PSDB,NA
senado,Masculino,611,Francisco Feitosa de Albuquerque Lima,Chiquinho Feitosa,PSDB,NA
senado,Masculino,5623,Christopher Belchior Goulart,Christopher Goulart,PDT,NA
senado,Masculino,5973,Cid Ferreira Gomes,Cid Gomes,PDT,CE
senado,Masculino,1562,Cid Sabóia de Carvalho,Cid Sabóia de Carvalho,MDB,NA
senado,Masculino,5108,José Aparecido dos Santos,Cidinho Santos,PL,NA
senado,Feminino,191,Cilene Lago Salomão,Cilene Lago Salomão,NA,NA
senado,Masculino,739,Ciro Nogueira Lima Filho,Ciro Nogueira,PP,PI
senado,Masculino,192,Claudomiro Lima Pinheiro,Claudomiro Lima Pinheiro,NA,NA
senado,Feminino,6017,Cleonice Fabiane Back,Cleonice Back,NA,NA
senado,Masculino,5933,Clérie Fabiana Mendes,Clerie Fabiana,NA,NA
senado,Masculino,154,Clodoaldo da Silva Torres Filho,Clodoaldo Torres,NA,NA
senado,Masculino,1567,Clodomir Teixeira Millet,Clodomir Millet,NA,NA
senado,Masculino,3881,Clovis Antônio Chaves Fecury,Clovis Fecury,DEM,NA
senado,Masculino,3601,Cláudio Antonio Manfroi,Cláudio Antonio,NA,NA
senado,Masculino,5044,Clécio Luis Vilhena Vieira,Clécio Luis Vilhena Vieira,PSOL,NA
senado,Masculino,4895,Clésio Soares de Andrade,Clésio Andrade,MDB,NA
senado,Masculino,3032,Clóvis de Azevedo Maia,Clóvis Maia,NA,NA
senado,Masculino,1772,Jeronymo Coimbra Bueno,Coimbra Bueno,NA,NA
senado,Masculino,475,Confúcio Aires Moura,Confúcio Moura,MDB,RO
senado,Masculino,5963,Margarida Brandão Fernandes de Araújo,Coronel Margarida,NA,NA
senado,Masculino,2951,José Cortez Pereira de Araújo,Cortez Pereira,NA,NA
senado,Masculino,2952,José da Costa Paranhos,Costa Paranhos,NA,NA
senado,Masculino,1906,José da Costa Pereira,Costa Pereira,NA,NA
senado,Masculino,14,Fernando Coutinho Jorge,Coutinho Jorge,NA,NA
senado,Masculino,3398,Cristovam Ricardo Cavalcanti Buarque,Cristovam Buarque,CIDADANIA,NA
senado,Masculino,1757,Ivandro Moura Cunha Lima,Cunha Lima,NA,NA
senado,Masculino,2013,Leopoldo Tavares Cunha Mello,Cunha Mello,NA,NA
senado,Masculino,4877,Cyro Miranda Gifford Júnior,Cyro Miranda,PSDB,NA
senado,Masculino,5197,Cássio Rodrigues da Cunha Lima,Cássio Cunha Lima,PSDB,NA
senado,Masculino,5960,Cândida dos Santos Farias,Cândida Farias,NA,NA
senado,Masculino,3395,César Augusto Rabello Borges,César Borges,PL,NA
senado,Masculino,1558,César Cals de Oliveira Filho,César Cals,NA,NA
senado,Masculino,88,César Augusto de Souza Dias,César Dias,MDB,NA
senado,Masculino,1559,César Lacerda de Vergueiro,César Vergueiro,NA,NA
senado,Masculino,4529,Cícero de Lucena Filho,Cícero Lucena,PSDB,NA
senado,Masculino,5132,Dalírio José Beber,Dalirio Beber,PSDB,NA
senado,Masculino,99,Dalmácio Lúcio,Dalmácio Lúcio,NA,NA
senado,Masculino,1569,Daniel Krieger,Daniel Krieger,NA,NA
senado,Feminino,5998,Daniella Velloso Borges Ribeiro,Daniella Ribeiro,PP,PB
senado,Masculino,5992,Danilo Martins de Oliveira,Danilo Martins de Oliveira,NA,NA
senado,Feminino,3637,Danimar Cristina Pereira da Silva,Danimar Cristina,PL,NA
senado,Masculino,5987,Danny Fabricio Cabral Gomes,Danny Fabricio,NA,NA
senado,Masculino,1570,Danton Pinheiro Jobim,Danton Jobim,NA,NA
senado,Masculino,15,Darcy Ribeiro,Darcy Ribeiro,NA,NA
senado,Masculino,1572,Dario Pereira de Macêdo,Dario Pereira,NA,NA
senado,Masculino,3830,David Samuel Alcolumbre Tobelem,Davi Alcolumbre,DEM,AP
senado,Masculino,112,David Ruas,David Ruas,NA,NA
senado,Masculino,5837,Davidson de Magalhães Santos,Davidson Magalhães,PCdoB,NA
senado,Masculino,5199,José Gonzaga Sobrinho,Deca,PSDB,NA
senado,Masculino,2879,Dejandir Dalpasquale,Dejandir Dalpasquale,NA,NA
senado,Masculino,3598,Delacir de Melo Lima,Delacir de Melo,NA,NA
senado,Masculino,3360,Delcídio do Amaral Gomez,Delcídio do Amaral,S/Partido,NA
senado,Masculino,4901,Demétrius Fernandes Ribeiro,Demétrius Fernandes Ribeiro,NA,NA
senado,Masculino,3399,Demóstenes Lazaro Xavier Torres,Demóstenes Torres,S/Partido,NA
senado,Feminino,6012,Denise Antunes dos Santos,Denise dos Santos,NA,NA
senado,Masculino,2774,Desiré Guarani e Silva,Desiré Guarani,NA,NA
senado,Masculino,5996,Marcio Diego Fernandes Tavares de Albuquerque,Diego Tavares,NA,NA
senado,Masculino,197,Dilso Cechin,Dilso Cechin,NA,NA
senado,Masculino,1573,Dinarte de Medeiros Mariz,Dinarte Mariz,NA,NA
senado,Masculino,1580,Dirceu Mendes Arcoverde,Dirceu Arcoverde,NA,NA
senado,Masculino,1578,Dirceu Cardoso,Dirceu Cardoso,NA,NA
senado,Masculino,1579,Dirceu José Carneiro,Dirceu Carneiro,PSDB,NA
senado,Masculino,1581,Divaldo Suruagy,Divaldo Suruagy,NA,NA
senado,Masculino,1767,Jerônimo Dix-Huit Rosado Maia,Dix-Huit Rosado,NA,NA
senado,Masculino,120,Djalma Alves Bessa,Djalma Bessa,NA,NA
senado,Masculino,96,Djalma Marinho Muniz Falcão,Djalma Falcão,NA,NA
senado,Masculino,1585,Domingos Netto de Vellasco,Domingos de Vellasco,NA,NA
senado,Masculino,1582,Domício Gondim Barreto,Domício Gondim,NA,NA
senado,Masculino,137,Donato Cardoso,Donato Cardoso,NA,NA
senado,Masculino,5637,Divino Donizeti Borges Nogueira,Donizeti Nogueira,PT,NA
senado,Masculino,5178,Douglas Mauricio Ramos Cintra,Douglas Cintra,PTB,NA
senado,Masculino,167,Doutel de Andrade,Doutel de Andrade,NA,NA
senado,Masculino,5975,Francisco José Alves Guimaraes,Dr. Guimarães,NA,NA
senado,Masculino,5565,Francisco Helder Cavalcante Sousa,Dr. Helder Cavalcante,PL,NA
senado,Feminino,6016,Adriana de Lucena Francisco,Drica de Lucena,NA,NA
senado,Masculino,1680,Francisco Duarte Filho,Duarte Filho,NA,NA
senado,Masculino,3412,Duciomar Gomes da Costa,Duciomar Costa,PTB,NA
senado,Feminino,2812,Dulce Salles Cunha Braga,Dulce Braga,NA,NA
senado,Feminino,203,Dulce Pereira Cardoso,Dulce Pereira Cardoso,NA,NA
senado,Masculino,2885,Dylton Augusto Rodrigues da Costa,Dylton Costa,NA,NA
senado,Masculino,5537,Dário Elias Berger,Dário Berger,MDB,SC
senado,Masculino,176,Edir Pedro Domeneghini,Edir Domeneghini,PTB,NA
senado,Masculino,16,Edison Lobão,Edison Lobão,MDB,NA
senado,Masculino,5160,Edivaldo Edilson Pantoja da Silva,Edivaldo Edilson Pantoja da Silva,PSOL,NA
senado,Masculino,3596,Edivan Secundo Lopes,Edivan Secundo,NA,NA
senado,Masculino,1590,Edmundo Fernandes Levi,Edmundo Levi,NA,NA
senado,Masculino,109,Edson Gomes da Silva,Edson Gomes da Silva,NA,NA
senado,Masculino,2887,Edson Pitombo Cavalcanti,Edson Pitombo Cavalcanti,NA,NA
senado,Masculino,4721,Eduardo Alves do Amorim,Eduardo Amorim,PSDB,NA
senado,Masculino,2889,Eduardo Assmar,Eduardo Assmar,NA,NA
senado,Masculino,3400,Eduardo Brandão de Azeredo,Eduardo Azeredo,PSDB,NA
senado,Masculino,4994,Carlos Eduardo de Souza Braga,Eduardo Braga,MDB,AM
senado,Masculino,2891,Eduardo Catalão,Eduardo Catalão,NA,NA
senado,Masculino,5976,Luis Eduardo Grangeiro Girão,Eduardo Girão,PODEMOS,CE
senado,Masculino,3777,Carlos Eduardo Torres Gomes,Eduardo Gomes,MDB,NA
senado,Masculino,4767,Eduardo Benedito Lopes,Eduardo Lopes,PRB,NA
senado,Masculino,3630,Eduardo Otávio Teixeira Marcondes,Eduardo Otávio Teixeira Marcondes,NA,NA
senado,Masculino,1024,José Eduardo Siqueira Campos,Eduardo Siqueira Campos,PSDB,NA
senado,Masculino,17,Eduardo Matarazzo Suplicy,Eduardo Suplicy,PT,NA
senado,Masculino,5902,Eduardo Ovídio Borges de Velloso Vianna,Eduardo Velloso,NA,NA
senado,Masculino,707,Efraim de Araújo Morais,Efraim Morais,DEM,NA
senado,Masculino,5587,Eladio Barbosa Carneiro,Eladio Carneiro,MDB,NA
senado,Masculino,5146,Elaine Matozinhos Ribeiro,Elaine Matozinhos Ribeiro,PTB,NA
senado,Masculino,4969,Elber Batalha de Goes,Elber Batalha,PSB,NA
senado,Masculino,4953,Elcide Alberto Lanzarin,Elcide Alberto Lanzarin,NA,NA
senado,Masculino,18,Élcio Alvares,Elcio Alvares,NA,NA
senado,Feminino,1088,Eliana Cunha,Eliana Cunha,NA,NA
senado,Feminino,5898,Eliane e Silva Nogueira Lima,Eliane Nogueira,NA,NA
senado,Feminino,5605,Eliane Rodrigues de Andrade Ferreira,Eliane Rodrigues,PSB,NA
senado,Masculino,4855,Eliel Lima Santana,Eliel Lima Santana,NA,NA
senado,Masculino,394,Eliseu Resende,Eliseu Resende,DEM,NA
senado,Feminino,5718,Eliziane Pereira Gama Melo,Eliziane Gama,CIDADANIA,MA
senado,Masculino,5531,Elmano Férrer de Almeida,Elmano Férrer,PODEMOS,PI
senado,Masculino,5148,Elmiro Alves do Nascimento,Elmiro Alves do Nascimento,DEM,NA
senado,Masculino,110,Eloi Almeida,Eloi Almeida,NA,NA
senado,Masculino,4941,Elói Francisco Pedroso Guimarães,Elói Francisco Pedroso Guimarães,NA,NA
senado,Masculino,159,Eloi Portella Nunes Sobrinho,Elói Portela,NA,NA
senado,Masculino,4971,Emanuel Messias Oliveira Cacho,Emanuel Messias Oliveira Cacho,NA,NA
