data_hora,descricao_situacao,descricao_tramitacao,despacho,id_prop,id_situacao,id_tipo_tramitacao,regime,sequencia,sigla_orgao,uri_orgao,url,fase,evento,local,casa
2016-12-15T10:39:00Z,NA,Notificações,Notificação à Sinopse de Despacho Chancelado,2121442,NA,1005,"Prioridade (Art. 151, II, RICD)",10,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,encaminhamento,NA,CD-MESA-PLEN,Apresentação
2016-12-15T10:39:00Z,NA,Distribuição ,"Às Comissões de Trabalho, de Administração e Serviço Público; Finanças e Tributação (Mérito e Art. 54, RICD) e Constituição e Justiça e de Cidadania (Art. 54 RICD)Proposição Sujeita à Apreciação do Plenário. Regime de Tramitação: Prioridade (Art. 151, II, RICD)",2121442,NA,110,"Prioridade (Art. 151, II, RICD)",11,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1517992,encaminhamento,NA,CD-MESA-PLEN,Apresentação
2016-12-15T10:39:00Z,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,2121442,NA,604,"Prioridade (Art. 151, II, RICD)",12,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,encaminhamento,NA,CD-MESA-PLEN,Apresentação
2016-12-15T10:40:00Z,NA,Encaminhamento,Encaminhado à(ao) CCP através da guia de Remessa (GR/SECAP(SGM)) nº 859/2016.,2121442,NA,180,"Prioridade (Art. 151, II, RICD)",13,SECAP(SGM),https://dadosabertos.camara.leg.br/api/v2/orgaos/100001,NA,encaminhamento,NA,CD-MESA-PLEN,Apresentação
2016-12-15T10:46:00Z,NA,Recebimento,Recebimento pela CCP.,2121442,NA,500,"Prioridade (Art. 151, II, RICD)",14,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,recebimento,NA,CD-MESA-PLEN,Apresentação
2016-12-15T12:16:00Z,NA,Encaminhamento,Encaminhado à(ao) CTASP através da guia de Remessa (GR/CCP) nº 8638/2016.,2121442,NA,180,"Prioridade (Art. 151, II, RICD)",16,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,encaminhamento,NA,CD-MESA-PLEN,Apresentação
2016-12-15T15:33:00Z,NA,Recebimento,Recebimento pela CTASP.,2121442,NA,500,"Prioridade (Art. 151, II, RICD)",17,CTASP,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,NA,recebimento,NA,CTASP,Comissões
2017-03-13T16:02:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Apensação n. 6060/2017, pelo Deputado Pastor Eurico (PHS-PE), que: ""Requer a apensação do PL nº 3.123, de 2015, ao PL nº 6.726 de 2016, para que tramitem em conjunto"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",18,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1532625,recebimento,requerimento_apensacao,CTASP,Comissões
2017-03-16T00:00:00Z,NA,Apresentação de Proposição,"Apresentação da Reclamação n. 2/2016, pelo Deputado Arnaldo Faria de Sá (PTB-SP), que: ""Solicita, com fundamento no parágrafo único do art. 130 do Regimento Interno, a devolução à Comissão de Constituição e Justiça e de Cidadania - CCJC - do parecer por ela proferido ao apreciar o PL 3.123 (teto remuneratório dos agentes políticos e públicos), pois a manifestação da Comissão não foi feita de forma objetiva acarretando dúvida sobre o posicionamento da CCJC acerca da constitucionalidade de alguns dos dispositivos.
"".",2121442,NA,100,"Prioridade (Art. 151, II, RICD)",19,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,iniciativa,NA,CTASP,Comissões
2017-03-21T00:00:00Z,NA,Notificação de Despacho,"Indeferido o Requerimento n. 6.060/2017, conforme despacho do seguinte teor: ""Indefiro o Requerimento n. 6.060/2017, com fundamento no parágrafo único do art. 142 do RICD, por ser intempestivo. Publique-se. Oficie-se"".",2121442,NA,203,"Prioridade (Art. 151, II, RICD)",20,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,iniciativa,NA,CTASP,Comissões
2017-04-18T15:07:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Redistribuição n. 6274/2017, pelo Deputado Pastor Eurico (PHS-PE), que: ""Requer a redistribuição do Projeto de Lei nº 6.726, de 2016, para a Comissão de Seguridade Social e Família"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",21,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1545781,iniciativa,requerimento_redistribuicao,CTASP,Comissões
2017-05-04T00:00:00Z,NA,Notificação de Despacho,"Indeferido o Requerimento nº 6.274/2017, conforme despacho do seguinte teor: ""Indefiro o Requerimento n. 6.274/2017, porque a matéria versada no Projeto de Lei n. 6.726/2016 não se enquadra no campo temático da Comissão de Seguridade Social e Família, delimitado no inciso XVII do art. 32 do RICD. Publique-se. Oficie-se"".",2121442,NA,203,"Prioridade (Art. 151, II, RICD)",22,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,iniciativa,NA,CTASP,Comissões
2017-05-09T11:55:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Redistribuição n. 6408/2017, pelo Deputado Subtenente Gonzaga (PDT-MG), que: ""Requer a redistribuição do Projeto de Lei nº 6.726, de 2016, para a Comissão Segurança Pública e Combate ao Crime Organizado.

"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",23,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1555092,iniciativa,requerimento_redistribuicao,CTASP,Comissões
2017-05-19T00:00:00Z,NA,Notificação de Despacho,"Indeferido o Requerimento n. 6.408/2017, conforme despacho do seguinte teor: ""Indefiro o Requerimento n. 6.408/2017, porque a matéria versada no Projeto de Lei n. 6.726/2016 não se enquadra no campo temático da Comissão de Segurança Pública e Combate ao Crime Organizado, delimitado no inciso XVI do art. 32 do RICD. Publique-se. Oficie-se."".",2121442,NA,203,"Prioridade (Art. 151, II, RICD)",24,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,iniciativa,NA,CTASP,Comissões
2017-07-19T00:00:00Z,NA,Notificações,À CTASP cópia do Ofício n. 395/2017 - Ministério Público de São Paulo,2121442,NA,1005,"Prioridade (Art. 151, II, RICD)",25,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1580675,iniciativa,NA,CTASP,Comissões
2017-08-15T00:00:00Z,NA,Distribuição ,Despacho a Confirmar.,2121442,NA,110,"Prioridade (Art. 151, II, RICD)",27,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1586738,iniciativa,NA,CTASP,Comissões
2017-08-15T00:00:00Z,NA,Distribuição ,"Despacho exarado no PL n. 6.726,2016, conforme o seguinte teor: Revejo o despacho inicial aposto ao Projeto de Lei n. 6.726/2016, para incluir o exame de mérito pelas Comissões de Seguridade Social e Família e de Constituição e Justiça e de Cidadania. Por versar a referida proposição matéria de competência de mais de três Comissões de mérito, consoante o disposto no art. 34, II, do RICD, decido pela criação de Comissão Especial. Publique-se. [ATUALIZAÇÃO DO DESPACHO DO PL n. 6.726/2016: À CSSF, à CTASP, à CFT (mérito e art. 54 do RICD) e à CCJC (mérito e art. 54 do RICD) – Proposição sujeita à 
apreciação do Plenário. Regime de tramitação: Prioridade]"".
DCD de 16/08/17 PÁG 540 COL 01.",2121442,NA,110,"Prioridade (Art. 151, II, RICD)",29,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1586738,iniciativa,NA,CTASP,Comissões
2017-08-15T00:00:00Z,NA,Criação de Comissão Temporária,"Ato da Presidência: Cria Comissão Especial, nos termos do inciso II do art. 34 do Regimento Interno.",2121442,NA,120,"Prioridade (Art. 151, II, RICD)",31,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1586793,iniciativa,criacao_comissao_temporaria,CTASP,Comissões
2017-08-15T16:49:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 7015/2017, pelo Deputado Rubens Bueno (PPS-PR), que: ""Requer regime de urgência para apreciação do Projeto de Lei nº 6726, de 2016, que 'Regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 da Constituição Federal' - extrateto"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",26,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1586530,iniciativa,requerimento_urgencia,CTASP,Comissões
2017-08-15T19:01:00Z,NA,Encaminhamento,Despacho Chancelado,2121442,NA,180,"Prioridade (Art. 151, II, RICD)",28,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,encaminhamento,NA,CTASP,Comissões
2017-08-15T19:02:00Z,NA,Publicação de Proposição,Encaminhamento de Despacho de Distribuição à CCP para publicação.,2121442,NA,604,"Prioridade (Art. 151, II, RICD)",30,MESA,https://dadosabertos.camara.leg.br/api/v2/orgaos/4,NA,encaminhamento,NA,CTASP,Comissões
2017-08-16T00:00:00Z,NA,Notificações,"À CTASP, o Memo nº 162/2017, solicitando a devolução deste.",2121442,NA,1005,"Prioridade (Art. 151, II, RICD)",32,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1587261,encaminhamento,NA,CTASP,Comissões
2017-08-22T00:00:00Z,NA,Devolução à CCP,"Devolução à CCP, em razão do MEMO nº 162/17 - COPER",2121442,NA,1010,"Prioridade (Art. 151, II, RICD)",33,CTASP,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,NA,encaminhamento,NA,CTASP,Comissões
2017-08-22T12:26:00Z,NA,Encaminhamento,Encaminhado à(ao) CCP através da guia de Remessa (GR/CTASP) nº 535/2017.,2121442,NA,180,"Prioridade (Art. 151, II, RICD)",34,CTASP,https://dadosabertos.camara.leg.br/api/v2/orgaos/2015,NA,encaminhamento,NA,CTASP,Comissões
2017-08-23T08:59:00Z,NA,Recebimento,Recebimento pela CCP.,2121442,NA,500,"Prioridade (Art. 151, II, RICD)",35,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,recebimento,NA,CTASP,Comissões
2017-08-29T00:00:00Z,NA,Constituição de Comissão Temporária,"Ato da Presidência : Constitui Comissão Especial, nos termos do inciso II do art. 34 do Regimento Interno.
DCD de 29/08/17 PÁG 03 COL 01. Suplemento ao 148-A Edição Extra.",2121442,NA,121,"Prioridade (Art. 151, II, RICD)",36,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1592447,recebimento,NA,CTASP,Comissões
2017-08-29T00:00:00Z,NA,Notificação de Encaminhamento Fora de Fluxo,Realizar o Encaminhamento para PL672616,2121442,NA,910,"Prioridade (Art. 151, II, RICD)",37,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,recebimento,NA,CTASP,Comissões
2017-08-29T17:06:00Z,Pronta para Pauta,Recebimento,Recebimento pela PL672616.,2121442,924,500,"Prioridade (Art. 151, II, RICD)",39,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,recebimento,NA,Comissão Especial,Comissões
2017-08-29T18:59:00Z,NA,Encaminhamento,Encaminhado à(ao) PL672616 através da guia de Remessa (GR/CCP) nº 11226/2017.,2121442,NA,180,"Prioridade (Art. 151, II, RICD)",38,CCP,https://dadosabertos.camara.leg.br/api/v2/orgaos/186,NA,encaminhamento,NA,Comissão Especial,Comissões
2017-09-12T00:00:00Z,Pronta para Pauta,Designação de Relator,"Designado Relator, Dep. Rubens Bueno (PPS-PR)",2121442,924,320,"Prioridade (Art. 151, II, RICD)",40,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,designado_relator,Comissão Especial,Comissões
2017-09-12T18:00:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 1/2017, pelo Deputado Sergio Vidigal (PDT-ES), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",41,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1596488,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-12T18:53:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 2/2017, pelo Deputado Rubens Bueno (PPS-PR), que: ""Requer a realização das audiências públicas que especifica"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",42,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1596629,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-13T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,"Aprovado requerimento do Sr. Sergio Vidigal que requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016. ",2121442,924,195,"Prioridade (Art. 151, II, RICD)",46,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-09-13T14:30:00Z,Pronta para Pauta,Aprovação de Requerimento,Aprovado requerimento do Sr. Rubens Bueno que requer a realização das audiências públicas que especifica. ,2121442,924,195,"Prioridade (Art. 151, II, RICD)",47,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,NA,analise_relator,aprovacao_audiencia_publica,Comissão Especial,Comissões
2017-09-13T14:53:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 3/2017, pelo Deputado Marcos Rogério (DEM-RO), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016.


"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",43,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1597108,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-13T14:53:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 4/2017, pelo Deputado Marcos Rogério (DEM-RO), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",44,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1597111,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-13T15:54:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 5/2017, pelo Deputado Evair Vieira de Melo (PV-ES), que: ""Requer a realização de Audiência Pública com presença de representantes do BNDES e do TCU para apresentar o plano de cargos e salários do banco e apresentar posição quanto aos pagamentos que excedem o teto constitucional"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",45,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1597147,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-14T11:29:00Z,NA,Apresentação de Requerimento,"Apresentação do Requerimento de Prorrogação de prazo de Comissão Temporária n. 7259/2017, pela Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que ""regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal"", que: ""Requer a prorrogação de prazo da Comissão Especial destinada a proferir parecer ao Projeto de Lei nº 6726, de 2016, do Senado Federal, que 'regulamenta o limite remuneratório de que tratam o inciso XI e os §§ 9º e 11 do art. 37 da Constituição Federal' - PL672616"".",2121442,NA,194,"Prioridade (Art. 151, II, RICD)",48,PLEN,https://dadosabertos.camara.leg.br/api/v2/orgaos/180,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1597812,analise_relator,requerimento_prorrogacao,Comissão Especial,Comissões
2017-09-14T11:49:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 6/2017, pelo Deputado Lincoln Portela (PRB-MG), que: ""Requer a inclusão de convidado em audiência pública nesta Comissão para discutir o impacto e as consequências do Projeto de Lei n.º 6726, de 2016 na sociedade"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",49,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1597829,analise_relator,NA,Comissão Especial,Comissões
2017-09-20T10:22:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 7/2017, pelo Deputado Goulart (PSD-SP), que: ""Requer a realização de Audiência Pública para discutir o PL nº 6.726, de 2016"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",50,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1599726,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-20T10:57:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 8/2017, pelo Deputado Carlos Henrique Gaguim (PODE-TO), que: ""Requer a inclusão de participante à audiência pública solicitada pelo requerimento 2/2017, apresentado à esta Comissão"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",51,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1599745,analise_relator,NA,Comissão Especial,Comissões
2017-09-26T16:08:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 9/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",52,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1601656,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-26T16:08:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 10/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",53,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1601657,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-26T16:09:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 11/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de Audiência Pública para discutir o PL nº 6726 de 2016"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",54,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1601659,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-26T16:09:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 12/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",55,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1601660,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-26T16:09:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 13/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",56,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1601661,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-26T16:10:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 14/2017, pela Deputada Alice Portugal (PCdoB-BA), que: ""Requer a realização de audiência pública destinada a debater o Projeto de Lei n.º 6726, de 2016, referente ao teto remuneratório no Serviço Público"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",57,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1601662,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
2017-09-27T15:27:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento n. 15/2017, pelo Deputado Rogério Rosso (PSD-DF), que: ""Requer a inclusão de convidado em audiência pública nesta Comissão para discutir o Projeto de Lei nº 6.726, de 2016 e seu impacto na sociedade"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",58,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1602295,analise_relator,NA,Comissão Especial,Comissões
2017-09-27T18:38:00Z,Pronta para Pauta,Apresentação de Requerimento,"Apresentação do Requerimento de Audiência Pública n. 16/2017, pelo Deputado Goulart (PSD-SP), que: ""Requer a realização de Audiência Pública para discutir o PL nº 6.726, de 2016"".",2121442,924,194,"Prioridade (Art. 151, II, RICD)",59,PL672616,https://dadosabertos.camara.leg.br/api/v2/orgaos/538067,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1602627,analise_relator,requerimento_audiencia_publica,Comissão Especial,Comissões
