legislatura,id_entidade,id_entidade_parlametria,casa,nome,sexo,partido,uf,situacao,em_exercicio,is_parlamentar
54,74688,174688,camara,Luiz Sérgio,M,PT,RJ,Titular,0,1
54,74784,174784,camara,Luiza Erundina,F,PSOL,SP,Titular,1,1
54,166402,1166402,camara,Magda Mofatto,F,PL,GO,Titular,1,1
54,74802,174802,camara,Magela,M,PT,DF,Titular,0,1
54,149327,1149327,camara,Major Fábio,M,PROS,PB,Efetivado,0,1
54,160633,1160633,camara,Mandetta,M,DEM,MS,Titular,0,1
54,179382,1179382,camara,Manoel Antunes,M,PDT,SP,Suplente,0,1
54,141490,1141490,camara,Manoel Junior,M,MDB,PB,Titular,0,1
54,74456,174456,camara,Manoel Salviano,M,PSD,CE,Titular,0,1
54,171622,1171622,camara,Manuel Rosa Neca,M,PR,RJ,Efetivado,0,1
54,141492,1141492,camara,Manuela D'ávila,F,PCdoB,RS,Titular,0,1
54,160565,1160565,camara,Mara Gabrilli,F,PSDB,SP,Titular,0,1
54,74124,174124,camara,Marçal Filho,M,MDB,MS,Suplente,0,1
54,178821,1178821,camara,Marcelinho Carioca,M,PSB,SP,Efetivado,0,1
54,160660,1160660,camara,Marcelo Aguiar,M,DEM,SP,Efetivado,0,1
54,146613,1146613,camara,Marcelo Almeida,M,PMDB,PR,Efetivado,0,1
54,74460,174460,camara,Marcelo Castro,M,MDB,PI,Titular,0,1
54,74143,174143,camara,Marcelo Guimarães Filho,M,PMDB,BA,Suplente,0,1
54,76287,176287,camara,Marcelo Matos,M,PSD,RJ,Titular,0,1
54,74363,174363,camara,Marcio Bittar,M,PSDB,AC,Titular,0,1
54,141497,1141497,camara,Márcio França,M,PSB,SP,Titular,0,1
54,141496,1141496,camara,Marcio Junqueira,M,PROS,RR,Efetivado,0,1
54,160542,1160542,camara,Márcio Macêdo,M,PT,SE,Titular,0,1
54,150418,1150418,camara,Márcio Marinho,M,REPUBLICANOS,BA,Titular,1,1
54,74744,174744,camara,Marcio Reinaldo Moreira,M,PP**,MG,Titular,0,1
54,133373,1133373,camara,Marco Maia,M,PT,RS,Titular,0,1
54,160536,1160536,camara,Marco Tebaldi,M,PSDB,SC,Titular,0,1
54,160535,1160535,camara,Marcon,M,PT,RS,Titular,1,1
54,74745,174745,camara,Marcos Lima,M,PMDB,MG,Suplente,0,1
54,74634,174634,camara,Marcos Medrado,M,PODE,BA,Suplente,0,1
54,141500,1141500,camara,Marcos Montes,M,PSD,MG,Titular,0,1
54,167722,1167722,camara,Marcos Rogério,M,DEM,RO,Titular,0,1
54,159238,1159238,camara,Marcus Pestana,M,PSDB,MG,Suplente,0,1
54,74235,174235,camara,Marcus Vicente,M,PP,ES,Titular,0,1
54,171619,1171619,camara,Margarida Salomão,F,PT,MG,Titular,1,1
54,74398,174398,camara,Maria Do Rosário,F,PT,RS,Titular,1,1
54,176794,1176794,camara,Maria Lucia Prandi,F,PT,SP,Suplente,0,1
54,164361,1164361,camara,Marina Santanna,F,PT,GO,Suplente,0,1
54,74177,174177,camara,Marinha Raupp,F,MDB,RO,Titular,0,1
54,74747,174747,camara,Mário De Oliveira,M,PSC,MG,Titular,0,1
54,168447,1168447,camara,Mário Feitoza,M,PMDB,CE,Efetivado,0,1
54,74158,174158,camara,Mário Heringer,M,PDT,MG,Titular,1,1
54,74635,174635,camara,Mário Negromonte,M,PP**,BA,Titular,0,1
54,121759,1121759,camara,Marllos Sampaio,M,PMDB,PI,Titular,0,1
54,179880,1179880,camara,Massami Miki,M,PSL,AM,Suplente,0,1
54,179386,1179386,camara,Maurício Almeida,M,PSB,MA,Suplente,0,1
54,75431,175431,camara,Maurício Dziedricki,M,PTB,RS,Titular,1,1
54,74050,174050,camara,Maurício Quintella Lessa,M,PR,AL,Titular,0,1
54,74045,174045,camara,Maurício Rands,M,PT,PE,Titular,0,1
54,141506,1141506,camara,Maurício Trindade,M,PROS,BA,Titular,0,1
54,73588,173588,camara,Mauro Benevides,M,MDB,CE,Suplente,0,1
54,74749,174749,camara,Mauro Lopes,M,MDB,MG,Titular,1,1
54,141507,1141507,camara,Mauro Mariani,M,MDB,SC,Titular,0,1
54,141508,1141508,camara,Mauro Nazif,M,PSB,RO,Titular,1,1
54,178827,1178827,camara,Max Filho,M,PSDB,ES,Titular,0,1
54,73904,173904,camara,Mendes Ribeiro Filho,M,PMDB,RS,Titular,0,1
54,74428,174428,camara,Mendonça Filho,M,DEM,PE,Titular,0,1
54,74056,174056,camara,Mendonça Prado,M,DEM,SE,Suplente,0,1
54,141509,1141509,camara,Miguel Corrêa,M,PT,MG,Titular,0,1
54,74787,174787,camara,Milton Monti,M,PR,SP,Titular,0,1
54,160644,1160644,camara,Miriquinho Batista,M,PT,PA,Titular,0,1
54,74862,174862,camara,Miro Teixeira,M,REDE,RJ,Titular,0,1
54,160561,1160561,camara,Missionário José Olimpio,M,DEM,SP,Titular,0,1
54,74238,174238,camara,Moacir Micheletto,M,PMDB,PR,Titular,0,1
54,141537,1141537,camara,Moreira Mendes,M,PSD,RO,Titular,0,1
54,74108,174108,camara,Narcio Rodrigues,M,PSDB,MG,Titular,0,1
54,133372,1133372,camara,Natan Donadon,M,S.PART.,RO,Titular,0,1
54,74491,174491,camara,Nazareno Fonteles,M,PT,PI,Suplente,0,1
54,141510,1141510,camara,Neilton Mulim,M,PR,RJ,Titular,0,1
54,73416,173416,camara,Nelson Bornier,M,PMDB,RJ,Suplente,0,1
54,160567,1160567,camara,Nelson Marchezan Junior,M,PSDB,RS,Titular,0,1
54,73553,173553,camara,Nelson Marquezelli,M,PTB,SP,Titular,0,1
54,73781,173781,camara,Nelson Meurer,M,PP,PR,Titular,0,1
54,160566,1160566,camara,Nelson Padovani,M,PSDB,PR,Suplente,0,1
54,74571,174571,camara,Nelson Pellegrino,M,PT,BA,Titular,0,1
54,146307,1146307,camara,Neri Geller,M,PP,MT,Titular,1,1
54,74750,174750,camara,Newton Cardoso,M,PMDB,MG,Titular,0,1
54,160657,1160657,camara,Newton Lima,M,PT,SP,Titular,0,1
54,74447,174447,camara,Nice Lobão,F,PSD,MA,Titular,0,1
54,160564,1160564,camara,Nilda Gondim,F,PMDB,PB,Titular,0,1
54,73594,173594,camara,Nilmar Ruiz,F,PEN,TO,Suplente,0,1
54,74751,174751,camara,Nilmário Miranda,M,PT,MG,Suplente,0,1
54,166401,1166401,camara,Nilson Leitão,M,PSDB,MT,Titular,0,1
54,74352,174352,camara,Nilson Pinto,M,PSDB,PA,Titular,1,1
54,74359,174359,camara,Nilton Capixaba,M,PTB,RO,Titular,0,1
54,74159,174159,camara,Odair Cunha,M,PT,MG,Titular,1,1
54,73782,173782,camara,Odílio Balbinotti,M,PMDB,PR,Efetivado,0,1
54,73464,173464,camara,Oliveira Filho,M,PRB,PR,Suplente,0,1
54,160563,1160563,camara,Onofre Santo Agostini,M,PSD,SC,Titular,0,1
54,74399,174399,camara,Onyx Lorenzoni,M,DEM,RS,Titular,0,1
54,141514,1141514,camara,Osmar Júnior,M,PCdoB,PI,Titular,0,1
54,73463,173463,camara,Osmar Serraglio,M,PP,PR,Titular,0,1
54,73692,173692,camara,Osmar Terra,M,MDB,RS,Titular,1,1
54,74430,174430,camara,Osvaldo Coelho,M,DEM,PE,Efetivado,0,1
54,74191,174191,camara,Osvaldo Reis,M,PMDB,TO,Efetivado,0,1
54,141515,1141515,camara,Otavio Leite,M,PSDB,RJ,Titular,0,1
54,160540,1160540,camara,Otoniel Lima,M,PRB,SP,Titular,0,1
54,160650,1160650,camara,Oziel Oliveira,M,PDT,BA,Titular,0,1
54,160556,1160556,camara,Padre João,M,PT,MG,Titular,1,1
54,160670,1160670,camara,Padre Ton,M,PT,RO,Titular,0,1
54,74319,174319,camara,Paes Landim,M,PTB,PI,Suplente,0,1
54,160642,1160642,camara,Pastor Eurico,M,PATRIOTA,PE,Titular,1,1
54,160601,1160601,camara,Pr. Marco Feliciano,M,REPUBLICANOS,SP,Titular,1,1
54,74095,174095,camara,Pauderney Avelino,M,DEM,AM,Titular,0,1
54,171617,1171617,camara,Paulão,M,PT,AL,Titular,1,1
54,141516,1141516,camara,Paulo Abi-Ackel,M,PSDB,MG,Titular,1,1
54,73883,173883,camara,Paulo Bornhausen,M,PSB,SC,Titular,0,1
54,160668,1160668,camara,Paulo Cesar Quartiero,M,DEM,RR,Titular,0,1
54,74017,174017,camara,Paulo Feijó,M,PR,RJ,Titular,0,1
54,109372,1109372,camara,Paulo Ferreira,M,PT,RS,Suplente,0,1
54,160517,1160517,camara,Paulo Foletto,M,PSB,ES,Titular,0,1
54,160558,1160558,camara,Paulo Freire Costa,M,PL,SP,Titular,1,1
54,141517,1141517,camara,Paulo Henrique Lustosa,M,PP,CE,Suplente,0,1
54,74574,174574,camara,Paulo Magalhães,M,PSD,BA,Suplente,1,1
54,132056,1132056,camara,Paulo Maluf,M,PP,SP,Titular,0,1
54,128760,1128760,camara,Paulo Marinho Jr,M,PL,MA,Suplente,1,1
54,141518,1141518,camara,Paulo Pereira Da Silva,M,SOLIDARIEDADE,SP,Titular,1,1
54,141519,1141519,camara,Paulo Piau,M,PMDB,MG,Titular,0,1
54,74400,174400,camara,Paulo Pimenta,M,PT,RS,Titular,1,1
54,74047,174047,camara,Paulo Rubem Santiago,M,PDT,PE,Efetivado,0,1
54,160658,1160658,camara,Paulo Tadeu,M,PT,DF,Titular,0,1
54,141488,1141488,camara,Paulo Teixeira,M,PT,SP,Titular,1,1
54,160593,1160593,camara,Paulo Wagner,M,PV,RN,Titular,0,1
54,74812,174812,camara,Pedro Chaves,M,MDB,GO,Titular,0,1
54,74556,174556,camara,Pedro Eugênio,M,PT,PE,Titular,0,1
54,74449,174449,camara,Pedro Fernandes,M,PTB,MA,Titular,0,1
54,174314,1174314,camara,Pedro Guerra,M,PSD,PR,Suplente,0,1
54,74111,174111,camara,Pedro Henry,M,PP**,MT,Titular,0,1
54,74207,174207,camara,Pedro Novais,M,PMDB,MA,Titular,0,1
54,122158,1122158,camara,Pedro Paulo,M,DEM,RJ,Titular,1,1
54,160604,1160604,camara,Pedro Uczai,M,PT,SC,Titular,1,1
54,80920,180920,camara,Penna,M,PV,SP,Suplente,0,1
54,141445,1141445,camara,Pepe Vargas,M,PT,RS,Titular,0,1
54,73943,173943,camara,Perpétua Almeida,F,PCdoB,AC,Titular,1,1
54,179384,1179384,camara,Pinto De Luna,M,PT,AL,Efetivado,0,1
54,141465,1141465,camara,Pinto Itamaraty,M,PSDB,MA,Titular,0,1
54,172711,1172711,camara,Plínio Valério,M,PSDB,AM,Suplente,0,1
54,162174,1162174,camara,Policarpo,M,PT,DF,Suplente,0,1
54,170673,1170673,camara,Professor Sérgio De Oliveira,M,PSD,PR,Suplente,0,1
54,141543,1141543,camara,Professor Setimo,M,PMDB,MA,Titular,0,1
54,148134,1148134,camara,Professor Victório Galli,M,PSL,MT,Titular,0,1
54,160639,1160639,camara,Professora Dorinha Seabra Rezende,F,DEM,TO,Titular,1,1
54,160641,1160641,camara,Professora Marcivania,F,PCdoB,AP,Titular,1,1
54,160516,1160516,camara,Raimundão,M,PMDB,CE,Titular,0,1
54,74216,174216,camara,Raimundo Gomes De Matos,M,PSDB,CE,Titular,0,1
54,141403,1141403,camara,Ratinho Junior,M,PSC,PR,Titular,0,1
54,141523,1141523,camara,Raul Henry,M,MDB,PE,Titular,1,1
54,160656,1160656,camara,Raul Lima,M,PP**,RR,Titular,0,1
54,141525,1141525,camara,Rebecca Garcia,F,PP**,AM,Titular,0,1
54,74161,174161,camara,Reginaldo Lopes,M,PT,MG,Titular,1,1
54,89282,189282,camara,Reguffe,M,PDT,DF,Titular,0,1
54,160615,1160615,camara,Reinaldo Azambuja,M,PSDB,MS,Titular,0,1
54,73786,173786,camara,Reinhold Stephanes,M,PSD,PR,Suplente,0,1
54,160623,1160623,camara,Renan Filho,M,PMDB,AL,Titular,0,1
54,171620,1171620,camara,Renato Andrade,M,PP,MG,Efetivado,0,1
54,141527,1141527,camara,Renato Molling,M,PP,RS,Titular,0,1
54,175212,1175212,camara,Renato Simões,M,PT,SP,Suplente,0,1
54,160654,1160654,camara,Renzo Braz,M,PP,MG,Titular,0,1
54,74027,174027,camara,Ribamar Alves,M,PSB,MA,Titular,0,1
54,169553,1169553,camara,Ricardo Archer,M,PMDB,MA,Suplente,0,1
54,172945,1172945,camara,Ricardo Arruda,M,PSC,PR,Suplente,0,1
54,74793,174793,camara,Ricardo Berzoini,M,PT,SP,Titular,0,1
54,160655,1160655,camara,Ricardo Izar,M,PP,SP,Titular,1,1
54,150634,1150634,camara,Ricardo Quirino,M,PRB,DF,Suplente,0,1
54,141472,1141472,camara,Ricardo Tripoli,M,PSDB,SP,Titular,0,1
54,73674,173674,camara,Roberto Balestra,M,PP,GO,Titular,0,1
54,141529,1141529,camara,Roberto Britto,M,PP,BA,Titular,0,1
54,160653,1160653,camara,Roberto De Lucena,M,PODE,SP,Titular,1,1
54,161903,1161903,camara,Roberto Dorner,M,PSD,MT,Efetivado,0,1
54,73805,173805,camara,Roberto Freire,M,PPS,SP,Suplente,0,1
54,141473,1141473,camara,Roberto Santiago,M,PSD,SP,Titular,0,1
54,160652,1160652,camara,Roberto Teixeira,M,PP,PE,Suplente,0,1
54,152865,1152865,camara,Rodrigo Bethlem,M,PMDB,RJ,Titular,0,1
54,141531,1141531,camara,Rodrigo De Castro,M,PSDB,MG,Titular,1,1
54,88950,188950,camara,Rodrigo Garcia,M,DEM,SP,Titular,0,1
54,74693,174693,camara,Rodrigo Maia,M,DEM,RJ,Titular,1,1
54,160568,1160568,camara,Rogério Carvalho,M,PT,SE,Titular,0,1
54,141535,1141535,camara,Rogério Marinho,M,PSDB,RN,Titular,0,1
54,160651,1160651,camara,Rogério Peninha Mendonça,M,MDB,SC,Titular,1,1
54,167707,1167707,camara,Romanna Remor,F,PMDB,SC,Suplente,0,1
54,160597,1160597,camara,Romário,M,PSB,RJ,Titular,0,1
54,160629,1160629,camara,Romero Rodrigues,M,PSDB,PB,Titular,0,1
54,160515,1160515,camara,Ronaldo Benedet,M,MDB,SC,Titular,0,1
54,74813,174813,camara,Ronaldo Caiado,M,DEM,GO,Titular,0,1
54,160637,1160637,camara,Ronaldo Fonseca,M,PODE,DF,Titular,0,1
54,163321,1163321,camara,Ronaldo Nogueira,M,PTB,RS,Titular,0,1
54,160594,1160594,camara,Ronaldo Zulke,M,PT,RS,Titular,0,1
54,160614,1160614,camara,Rosane Ferreira,F,PV,PR,Titular,0,1
54,73507,173507,camara,Rose De Freitas,F,PMDB,ES,Titular,0,1
54,146949,1146949,camara,Rosinha Da Adefal,F,AVANTE,AL,Suplente,0,1
54,179379,1179379,camara,Rosy De Sousa,F,PV,RN,Efetivado,0,1
54,73466,173466,camara,Rubens Bueno,M,CIDADANIA,PR,Titular,1,1
54,74371,174371,camara,Rubens Otoni,M,PT,GO,Titular,1,1
54,104254,1104254,camara,Rui Costa,M,PT,BA,Titular,0,1
54,76420,176420,camara,Rui Palmeira,M,PSDB,AL,Titular,0,1
54,160635,1160635,camara,Ruy Carneiro,M,PSDB,PB,Titular,1,1
54,141522,1141522,camara,Sabino Castelo Branco,M,PTB,AM,Efetivado,0,1
54,160630,1160630,camara,Ságuas Moraes,M,PT,MT,Titular,0,1
54,73559,173559,camara,Salvador Zimbaldi,M,PROS,SP,Titular,0,1
54,74372,174372,camara,Sandes Júnior,M,PP,GO,Suplente,0,1
54,74039,174039,camara,Sandra Rosado,F,PSB,RN,Titular,0,1
54,160621,1160621,camara,Sandro Alex,M,PSD,PR,Titular,0,1
54,73676,173676,camara,Sandro Mabel,M,PMDB,GO,Titular,0,1
54,74762,174762,camara,Saraiva Felipe,M,MDB,MG,Titular,0,1
54,74210,174210,camara,Sarney Filho,M,PV,MA,Titular,0,1
54,141539,1141539,camara,Sebastião Bala Rocha,M,SD,AP,Titular,0,1
54,74533,174533,camara,Sérgio Barradas Carneiro,M,PT,BA,Efetivado,0,1
54,73808,173808,camara,Sérgio Brito,M,PSD,BA,Titular,1,1
54,74435,174435,camara,Sergio Guerra,M,PSDB,PE,Titular,0,1
54,141542,1141542,camara,Sérgio Moraes,M,PTB,RS,Titular,0,1
54,160612,1160612,camara,Sergio Zveiter,M,DEM,RJ,Titular,0,1
54,167614,1167614,camara,Severino Ninho,M,PSB,PE,Suplente,0,1
54,160613,1160613,camara,Sibá Machado,M,PT,AC,Titular,0,1
54,74765,174765,camara,Silas Brasileiro,M,MDB,MG,Suplente,0,1
54,74356,174356,camara,Silas Câmara,M,REPUBLICANOS,AM,Titular,1,1
54,4930,14930,camara,Silvio Costa,M,AVANTE,PE,Titular,0,1
54,73560,173560,camara,Silvio Torres,M,PSDB,SP,Titular,0,1
54,73424,173424,camara,Simão Sessim,M,PP,RJ,Titular,0,1
54,168175,1168175,camara,Simplício Araújo,M,SOLIDARIEDADE,MA,Suplente,0,1
54,141547,1141547,camara,Solange Almeida,F,PMDB,RJ,Suplente,0,1
54,92776,192776,camara,Stefano Aguiar,M,PSD,MG,Titular,1,1
54,160627,1160627,camara,Stepan Nercessian,M,PPS,RJ,Titular,0,1
54,177282,1177282,camara,Subtenente Gonzaga,M,PDT,MG,Titular,1,1
54,141548,1141548,camara,Sueli Vidigal,F,PDT,ES,Titular,0,1
54,74385,174385,camara,Takayama,M,PSC,PR,Titular,0,1
54,160679,1160679,camara,Taumaturgo Lima,M,PT,AC,Titular,0,1
54,169711,1169711,camara,Telma Pinheiro,F,PSDB,MA,Efetivado,0,1
54,160608,1160608,camara,Teresa Surita,F,PMDB,RR,Titular,0,1
54,160617,1160617,camara,Thiago Peixoto,M,PSD,GO,Titular,0,1
54,160976,1160976,camara,Tiririca,M,PL,SP,Titular,1,1
54,160611,1160611,camara,Toninho Pinheiro,M,PP,MG,Titular,0,1
54,141551,1141551,camara,Urzeni Rocha,M,PSD,RR,Efetivado,0,1
54,141384,1141384,camara,Valadares Filho,M,PSB,SE,Titular,0,1
54,73565,173565,camara,Valdemar Costa Neto,M,PR,SP,Titular,0,1
54,74010,174010,camara,Valdir Colatto,M,MDB,SC,Titular,0,1
54,162490,1162490,camara,Valdivino De Oliveira,M,PSDB,GO,Suplente,0,1
54,160610,1160610,camara,Valmir Assunção,M,PT,BA,Titular,1,1
54,169868,1169868,camara,Valry Morais,M,PRP,PA,Suplente,0,1
54,141552,1141552,camara,Valtenir Pereira,M,MDB,MT,Suplente,0,1
54,74376,174376,camara,Vander Loubet,M,PT,MS,Titular,1,1
54,141553,1141553,camara,Vanderlei Macris,M,PSDB,SP,Titular,1,1
54,167617,1167617,camara,Vanderlei Siraque,M,PT,SP,Efetivado,0,1
54,160595,1160595,camara,Vaz De Lima,M,PSDB,SP,Titular,0,1
54,74308,174308,camara,Vicente Arruda,M,PR,CE,Efetivado,0,1
54,160622,1160622,camara,Vicente Candido,M,PT,SP,Titular,0,1
54,159258,1159258,camara,Vicente Selistre,M,PSB,RS,Suplente,0,1
54,74283,174283,camara,Vicentinho,M,PT,SP,Titular,1,1
54,141400,1141400,camara,Vieira Da Cunha,M,PDT,RS,Titular,0,1
54,163322,1163322,camara,Vilalba,M,PP**,PE,Efetivado,0,1
54,73677,173677,camara,Vilmar Rocha,M,PSD,GO,Titular,0,1
54,141870,1141870,camara,Vilson Covatti,M,PP**,RS,Titular,0,1
54,160591,1160591,camara,Vinicius Gurgel,M,PL,AP,Titular,1,1
54,92355,192355,camara,Vitor Paulo,M,PRB,DF,Suplente,0,1
54,141557,1141557,camara,Vitor Penido,M,DEM,MG,Efetivado,0,1
54,137853,1137853,camara,Wadson Ribeiro,M,PCdoB,MG,Suplente,0,1
54,160569,1160569,camara,Waldenor Pereira,M,PT,BA,Titular,1,1
54,141558,1141558,camara,Waldir Maranhão,M,PSDB,MA,Titular,0,1
54,160631,1160631,camara,Walney Rocha,M,PATRI,RJ,Efetivado,0,1
54,74284,174284,camara,Walter Feldman,M,PSB,SP,Suplente,0,1
54,141560,1141560,camara,Walter Ihoshi,M,PSD,SP,Efetivado,0,1
54,160609,1160609,camara,Walter Tosta,M,PSD,MG,Suplente,0,1
54,141561,1141561,camara,Wandenkolk Gonçalves,M,PSDB,PA,Titular,0,1
54,160620,1160620,camara,Washington Reis,M,MDB,RJ,Titular,0,1
54,160518,1160518,camara,Weliton Prado,M,PROS,MG,Titular,1,1
54,73653,173653,camara,Wellington Fagundes,M,PR,MT,Titular,0,1
54,74043,174043,camara,Wellington Roberto,M,PL,PB,Titular,1,1
54,179387,1179387,camara,Wellington Salgado,M,PMDB,MG,Suplente,0,1
54,167493,1167493,camara,Weverton Rocha,M,PDT,MA,Titular,0,1
54,160586,1160586,camara,William Dib,M,PSDB,SP,Titular,0,1
54,160636,1160636,camara,Wilson Filho,M,PTB,PB,Titular,0,1
54,73930,173930,camara,Wladimir Costa,M,SOLIDARIEDADE,PA,Titular,0,1
54,74439,174439,camara,Wolney Queiroz,M,PDT,PE,Titular,1,1
54,168253,1168253,camara,Ze Carlos Da Pesca,M,PP**,BA,Suplente,0,1
54,73931,173931,camara,Zé Geraldo,M,PT,PA,Titular,0,1
54,160632,1160632,camara,Zé Silva,M,SOLIDARIEDADE,MG,Titular,1,1
54,152607,1152607,camara,Zé Vieira,M,PROS,MA,Titular,0,1
54,160592,1160592,camara,Zeca Dirceu,M,PT,PR,Titular,1,1
54,74354,174354,camara,Zenaldo Coutinho,M,PSDB,PA,Titular,0,1
54,73933,173933,camara,Zequinha Marinho,M,PSC,PA,Titular,0,1
54,74145,174145,camara,Zezéu Ribeiro,M,PT,BA,Titular,0,1
54,160625,1160625,camara,Zoinho,M,PR,RJ,Titular,0,1
54,74392,174392,camara,Zonta,M,PSB,SC,Suplente,0,1
54,4981,24981,senado,Acir Gurgacz,M,PDT,RO,Titular,1,1
54,4527,24527,senado,Alfredo Nascimento,M,PL,AM,Titular,0,1
54,846,2846,senado,Aloysio Nunes Ferreira,M,PSDB,SP,Titular,0,1
54,945,2945,senado,Alvaro Dias,M,PODEMOS,PR,Titular,1,1
54,4988,24988,senado,Ana Amélia,F,PP,RS,Titular,0,1
54,3,23,senado,Antonio Carlos Valadares,M,PSB,SE,Titular,0,1
54,715,2715,senado,Armando Monteiro,M,PTB,PE,Titular,0,1
54,391,2391,senado,Aécio Neves,M,PSDB,MG,Titular,0,1
54,3823,23823,senado,Benedito de Lira,M,PP,AL,Titular,0,1
54,111,2111,senado,Blairo Maggi,M,PL,MT,Titular,0,1
54,13,213,senado,Casildo Maldaner,M,MDB,SC,1º Suplente,0,1
54,739,2739,senado,Ciro Nogueira,M,PP,PI,Titular,1,1
54,3398,23398,senado,Cristovam Buarque,M,CIDADANIA,DF,Titular,0,1
54,5197,25197,senado,Cássio Cunha Lima,M,PSDB,PB,Titular,0,1
54,4529,24529,senado,Cícero Lucena,M,PSDB,PB,Titular,0,1
54,3360,23360,senado,Delcídio do Amaral,M,S/Partido,MS,Titular,0,1
54,3399,23399,senado,Demóstenes Torres,M,S/Partido,GO,Titular,0,1
54,16,216,senado,Edison Lobão,M,MDB,MA,Titular,0,1
54,4721,24721,senado,Eduardo Amorim,M,PSDB,SE,Titular,0,1
54,4994,24994,senado,Eduardo Braga,M,MDB,AM,Titular,1,1
54,17,217,senado,Eduardo Suplicy,M,PT,SP,Titular,0,1
54,394,2394,senado,Eliseu Resende,M,DEM,MG,Titular,0,1
54,20,220,senado,Epitácio Cafeteira,M,PTB,MA,Titular,0,1
54,612,2612,senado,Eunício Oliveira,M,MDB,CE,Titular,0,1
54,1189,21189,senado,Expedito Júnior,M,PSDB,RO,Titular,0,1
54,4525,24525,senado,Fernando Collor,M,PROS,AL,Titular,1,1
54,3634,23634,senado,Flexa Ribeiro,M,PSDB,PA,Titular,0,1
54,765,2765,senado,Francisco Dornelles,M,PP,RJ,Titular,0,1
54,87,287,senado,Garibaldi Alves Filho,M,MDB,RN,Titular,0,1
54,30,230,senado,Gilvam Borges,M,MDB,AP,Titular,0,1
54,5006,25006,senado,Gleisi Hoffmann,F,PT,PR,Titular,0,1
54,5008,25008,senado,Humberto Costa,M,PT,PE,Titular,1,1
54,613,2613,senado,Inácio Arruda,M,PCdoB,CE,Titular,0,1
54,1754,21754,senado,Itamar Franco,M,NA,MG,Titular,0,1
54,5004,25004,senado,Ivo Cassol,M,PP,RO,Titular,0,1
54,35,235,senado,Jader Barbalho,M,MDB,PA,Titular,1,1
54,4545,24545,senado,Jarbas Vasconcelos,M,MDB,PE,Titular,1,1
54,4531,24531,senado,Jayme Campos,M,DEM,MT,Titular,1,1
54,4533,24533,senado,Joaquim Roriz,M,MDB,DF,Titular,0,1
54,4990,24990,senado,Jorge Viana,M,PT,AC,Titular,0,1
54,40,240,senado,José Agripino,M,DEM,RN,Titular,0,1
54,43,243,senado,José Eduardo Dutra,M,PT,SE,1º Suplente,0,1
54,615,2615,senado,José Pimentel,M,PT,CE,Titular,0,1
54,47,247,senado,José Sarney,M,MDB,AP,Titular,0,1
54,950,2950,senado,João Alberto Souza,M,MDB,MA,Titular,0,1
54,3394,23394,senado,João Capiberibe,M,PSB,AP,Titular,0,1
54,4537,24537,senado,João Durval,M,PDT,BA,Titular,0,1
54,916,2916,senado,João Ribeiro,M,PL,TO,Titular,0,1
54,4541,24541,senado,João Vicente Claudino,M,PTB,PI,Titular,0,1
54,1249,21249,senado,Kátia Abreu,F,PP,TO,Titular,1,1
54,3695,23695,senado,Lindbergh Farias,M,PT,RJ,Titular,0,1
54,5002,25002,senado,Luiz Henrique,M,MDB,SC,Titular,0,1
54,4575,24575,senado,Lídice da Mata,F,PSB,BA,Titular,0,1
54,643,2643,senado,Lúcia Vânia,F,PSB,GO,Titular,0,1
54,631,2631,senado,Magno Malta,M,PL,ES,Titular,0,1
54,3366,23366,senado,Marcelo Crivella,M,REPUBLICANOS,RJ,Titular,0,1
54,4535,24535,senado,Marconi Perillo,M,PSDB,GO,Titular,0,1
54,1023,21023,senado,Maria do Carmo Alves,F,DEM,SE,Titular,1,1
54,4998,24998,senado,Marinor Brito,F,PSOL,PA,Titular,0,1
54,527,2527,senado,Marisa Serrano,F,PSDB,MS,Titular,0,1
54,5000,25000,senado,Marta Suplicy,F,MDB,SP,Titular,0,1
54,952,2952,senado,Mozarildo Cavalcanti,M,PTB,RR,Titular,0,1
54,4539,24539,senado,Mário Couto,M,PSDB,PA,Titular,0,1
54,64,264,senado,Odacir Soares,M,PP,RO,2º Suplente,0,1
54,3741,23741,senado,Paulo Bauer,M,PSDB,SC,Titular,0,1
54,825,2825,senado,Paulo Paim,M,PT,RS,Titular,1,1
54,68,268,senado,Pedro Simon,M,MDB,RS,Titular,0,1
54,5010,25010,senado,Pedro Taques,M,PDT,MT,Titular,0,1
54,1206,21206,senado,Raimundo Colombo,M,DEM,SC,Titular,0,1
54,2207,22207,senado,Raimundo Lira,M,PSD,PB,1º Suplente,0,1
54,5012,25012,senado,Randolfe Rodrigues,M,REDE,AP,Titular,1,1
54,70,270,senado,Renan Calheiros,M,MDB,AL,Titular,1,1
54,3868,23868,senado,Renato Casagrande,M,PSB,ES,Titular,0,1
54,635,2635,senado,Ricardo Ferraço,M,PSDB,ES,Titular,0,1
54,71,271,senado,Roberto Freire,M,CIDADANIA,PE,1º Suplente,0,1
54,72,272,senado,Roberto Requião,M,MDB,PR,Titular,0,1
54,4593,24593,senado,Rodrigo Rollemberg,M,PSB,DF,Titular,0,1
54,73,273,senado,Romero Jucá,M,MDB,RR,Titular,0,1
54,4543,24543,senado,Rosalba Ciarlini,F,DEM,RN,Titular,0,1
54,4560,24560,senado,Sérgio Petecão,M,PSD,AC,Titular,1,1
54,982,2982,senado,Tião Viana,M,PT,AC,Titular,0,1
54,3372,23372,senado,Valdir Raupp,M,MDB,RO,Titular,0,1
