cargo,id_parlamentar,partido,uf,nome,situacao,sigla,casa,foto
TITULAR,205476,PSD,BA,Charles Fernandes,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg
TITULAR,204378,PSL,RO,Coronel Chrisóstomo,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
SUPLENTE,135054,PL,PA,Cristiano Vale,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/135054.jpg
TITULAR,160528,PSB,PE,Danilo Cabral,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/160528.jpg
TITULAR,204569,PSL,AM,Delegado Pablo,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204569.jpg
TITULAR,204434,SOLIDARI,AC,Dra. Vanda Milani,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204434.jpg
TITULAR,134812,PSOL,PA,Edmilson Rodrigues,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/134812.jpg
TITULAR,204500,PTB,PA,Eduardo Costa,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204500.jpg
TITULAR,74075,MDB,PA,Elcione Barbalho,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg
SUPLENTE,92699,PP,PE,Fernando Monteiro,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/92699.jpg
SUPLENTE,204393,PT,PB,Frei Anastacio Ribeiro,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204393.jpg
SUPLENTE,204465,PSD,RR,Haroldo Cathedral,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204465.jpg
SUPLENTE,74848,PCdoB,RJ,Jandira Feghali,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/74848.jpg
TITULAR,178839,MDB,AC,Jéssica Sales,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/178839.jpg
SEGUNDO VICE-PRESIDENTE,204435,PDT,AC,Jesus Sérgio,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204435.jpg
SUPLENTE,178970,PT,SE,João Daniel,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/178970.jpg
TITULAR,204555,PT,AM,José Ricardo,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204555.jpg
SUPLENTE,204497,PSD,PA,Júnior Ferrari,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204497.jpg
TITULAR,204556,PL,AM,Marcelo Ramos ,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204556.jpg
SUPLENTE,204475,SOLIDARI,RR,Otaci Nascimento,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204475.jpg
TITULAR,204492,PT,MG,Paulo Guedes,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204492.jpg
SUPLENTE,204416,PSL,RS,Sanderson,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204416.jpg
TERCEIRO VICE-PRESIDENTE,204557,PSD,AM,Sidney Leite,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204557.jpg
TITULAR,74356,PRB,AM,Silas Câmara,Titular,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/74356.jpg
SUPLENTE,204360,PDT,RO,Silvia Cristina,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/204360.jpg
SUPLENTE,74044,PTB,PB,Wilson Santiago,Suplente,CINDRA,camara,https://www.camara.leg.br/internet/deputado/bandep/74044.jpg
SUPLENTE,204501,PT,SP,Alencar Santana Braga,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/204501.jpg
TITULAR,160553,PSD,BA,Antonio Brito,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/160553.jpg
TITULAR,93083,PP,BA,Cacá Leão,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/93083.jpg
SUPLENTE,134812,PSOL,PA,Edmilson Rodrigues,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/134812.jpg
PRIMEIRO VICE-PRESIDENTE,160575,PT,DF,Erika Kokay,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg
SUPLENTE,204411,PSL,PR,Filipe Barros,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/204411.jpg
TITULAR,152605,PSOL,RJ,Glauber Braga,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/152605.jpg
SUPLENTE,209189,PT,BA,Joseildo Ramos,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/209189.jpg
TITULAR,73586,PSB,MG,Júlio Delgado,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/73586.jpg
PRESIDENTE,74156,PT,MG,Leonardo Monteiro,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/74156.jpg
TITULAR,74585,PL,MG,Lincoln Portela,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/74585.jpg
TITULAR,74784,PSOL,SP,Luiza Erundina,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/74784.jpg
SUPLENTE,178866,PT,CE,Luizianne Lins,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg
SUPLENTE,74398,PT,RS,Maria do Rosário,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/74398.jpg
TITULAR,178986,PT,SP,Nilto Tatto,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/178986.jpg
TITULAR,160556,PT,MG,Padre João,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/160556.jpg
SUPLENTE,74160,PT,MG,Patrus Ananias,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/74160.jpg
SUPLENTE,160604,PT,SC,Pedro Uczai,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/160604.jpg
TITULAR,73486,PDT,RS,Pompeo de Mattos,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/73486.jpg
TITULAR,74161,PT,MG,Reginaldo Lopes,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/74161.jpg
TITULAR,204480,PT,MG,Rogério Correia ,Titular,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/204480.jpg
SUPLENTE,177282,PDT,MG,Subtenente Gonzaga,Suplente,CLP,camara,https://www.camara.leg.br/internet/deputado/bandep/177282.jpg
SUPLENTE,204495,PT,PA,Airton Faleiro,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg
SUPLENTE,74459,PSB,PI,Átila Lira,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/74459.jpg
SUPLENTE,204358,PSDB,MS,Beto Pereira,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204358.jpg
PRIMEIRO VICE-PRESIDENTE,204352,PSB,AP,Camilo Capiberibe,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204352.jpg
SEGUNDO VICE-PRESIDENTE,178962,PRB,RS,Carlos Gomes,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/178962.jpg
TITULAR,204488,PV,CE,Célio Studart,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204488.jpg
SUPLENTE,141405,MDB,SC,Celso Maldaner,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/141405.jpg
SUPLENTE,141439,PDT,RJ,Chico D'Angelo,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/141439.jpg
TITULAR,178916,CIDADANIA,PE,Daniel Coelho,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/178916.jpg
TITULAR,204434,SOLIDARI,AC,Dra. Vanda Milani,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204434.jpg
SUPLENTE,198783,PTB,MT,Emanuel Pinheiro Neto,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/198783.jpg
SUPLENTE,204407,PSOL,RS,Fernanda Melchionna ,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204407.jpg
TITULAR,204494,PATRIOTA,MG,Fred Costa,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204494.jpg
SUPLENTE,204393,PT,PB,Frei Anastacio Ribeiro,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204393.jpg
SUPLENTE,160673,PL,RS,Giovani Cherini,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/160673.jpg
SUPLENTE,204468,REDE,RR,Joenia Wapichana,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204468.jpg
TITULAR,204386,DEM,GO,Jose Mario Schreiner,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204386.jpg
SUPLENTE,204391,PODE,GO,José Nelto,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg
TITULAR,74299,PDT,CE,Leônidas Cristino,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg
SUPLENTE,204415,PSL,RS,Nereu Crispim,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204415.jpg
SUPLENTE,146307,PP,MT,Neri Geller,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/146307.jpg
TITULAR,178986,PT,SP,Nilto Tatto,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/178986.jpg
SUPLENTE,204422,PRB,PE,Ossesio Silva,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204422.jpg
TITULAR,204538,PTB,PA,Paulo Bengtson,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204538.jpg
SUPLENTE,204395,DEM,PR,Pedro Lupion,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204395.jpg
SUPLENTE,204524,PP,MG,Pinheirinho,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204524.jpg
TITULAR,204446,PSL,RJ,Professor Joziel,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204446.jpg
SUPLENTE,205865,PSD,PR,Reinhold Stephanes Junior,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/205865.jpg
TITULAR,160655,PP,SP,Ricardo Izar,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/160655.jpg
PRESIDENTE,204530,PSB,SP,Rodrigo Agostinho,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204530.jpg
TITULAR,92776,PSD,MG,Stefano Aguiar,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/92776.jpg
TITULAR,204505,PRB,PA,Vavá Martins,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204505.jpg
SUPLENTE,160632,SOLIDARI,MG,Zé Silva,Suplente,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/160632.jpg
TITULAR,204517,PL,MG,Zé Vitor,Titular,CMADS,camara,https://www.camara.leg.br/internet/deputado/bandep/204517.jpg
SUPLENTE,204379,PROS,AP,Acácio Favacho,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204379.jpg
TITULAR,204560,PSDB,BA,Adolfo Viana,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204560.jpg
TITULAR,204495,PT,PA,Airton Faleiro,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204495.jpg
TITULAR,204353,PRB,AP,Aline Gurgel,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204353.jpg
TITULAR,178937,PL,RJ,Altineu Côrtes,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178937.jpg
TITULAR,73433,PT,SP,Arlindo Chinaglia,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/73433.jpg
TITULAR,141391,CIDADANIA,SP,Arnaldo Jardim,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141391.jpg
SUPLENTE,160600,DEM,BA,Arthur Oliveira Maia,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160600.jpg
PRIMEIRO VICE-PRESIDENTE,109429,PRB,RN,Benes Leocádio,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/109429.jpg
SUPLENTE,178948,PP,RN,Beto Rosado,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178948.jpg
SUPLENTE,141513,DEM,MG,Bilac Pinto,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141513.jpg
SUPLENTE,204361,MDB,SC,Carlos Chiodini,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204361.jpg
TITULAR,178993,DEM,TO,Carlos Henrique Gaguim,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
SUPLENTE,141398,PT,SP,Carlos Zarattini,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141398.jpg
SEGUNDO VICE-PRESIDENTE,204499,PSB,PA,Cássio Andrade,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204499.jpg
SUPLENTE,204496,PSDB,PA,Celso Sabino,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204496.jpg
TITULAR,205476,PSD,BA,Charles Fernandes,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/205476.jpg
TITULAR,204440,PP,RJ,Christino Aureo,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204440.jpg
SUPLENTE,141408,PRB,MA,Cleber Verde,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141408.jpg
TITULAR,204376,PSL,SC,Coronel Armando,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204376.jpg
TITULAR,204378,PSL,RO,Coronel Chrisóstomo,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204378.jpg
SUPLENTE,204355,CIDADANIA,ES,Da Vitoria,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204355.jpg
SUPLENTE,204367,PSL,SC,Daniel Freitas,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204367.jpg
TITULAR,204454,PSL,RJ,Daniel Silveira,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204454.jpg
TITULAR,160552,PSD,RS,Danrlei de Deus Hinterholz,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160552.jpg
SUPLENTE,178908,PSD,PA,Delegado Éder Mauro,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178908.jpg
SUPLENTE,204512,PSL,MG,Delegado Marcelo Freitas,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204512.jpg
SUPLENTE,204569,PSL,AM,Delegado Pablo,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204569.jpg
SUPLENTE,160758,PSDB,MG,Domingos Sávio,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160758.jpg
SUPLENTE,204518,PATRIOTA,MG,Dr. Frederico,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204518.jpg
TERCEIRO VICE-PRESIDENTE,141417,PL,RR,Edio Lopes,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141417.jpg
TITULAR,204421,PSDB,PB,Edna Henrique,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204421.jpg
SUPLENTE,204541,PDT,CE,Eduardo Bismarck,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204541.jpg
TITULAR,74075,MDB,PA,Elcione Barbalho,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg
SUPLENTE,204389,PSB,GO,Elias Vaz,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204389.jpg
SUPLENTE,160640,PROS,MG,Eros Biondini,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160640.jpg
SUPLENTE,178930,PSD,PR,Evandro Roman,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178930.jpg
TITULAR,141427,MDB,MG,Fábio Ramalho,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141427.jpg
SUPLENTE,66828,PP,SP,Fausto Pinato,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/66828.jpg
TITULAR,204477,PSL,RJ,Felício Laterça,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204477.jpg
TITULAR,141431,DEM,PE,Fernando Coelho Filho,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141431.jpg
SUPLENTE,204392,PSD,GO,Francisco Jr.,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204392.jpg
SUPLENTE,204510,PP,MG,Franco Cartafina,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204510.jpg
SUPLENTE,115746,PL,RJ,Gelson Azevedo,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/115746.jpg
TITULAR,198197,AVANTE,MG,Greyce Elias,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/198197.jpg
SUPLENTE,204539,MDB,MG,Hercílio Coelho Diniz,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204539.jpg
TITULAR,73772,MDB,PR,Hermes Parcianello,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/73772.jpg
TITULAR,204508,PODE,MG,Igor Timo,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204508.jpg
TITULAR,160531,PRB,RR,Jhonatan de Jesus,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160531.jpg
TITULAR,141458,PL,BA,João Carlos Bacelar,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141458.jpg
SUPLENTE,141459,PL,RN,João Maia,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141459.jpg
SUPLENTE,204576,PRB,BA,João Roma,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204576.jpg
TITULAR,178910,PSD,PA,Joaquim Passarinho,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178910.jpg
SUPLENTE,204468,REDE,RR,Joenia Wapichana,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204468.jpg
SUPLENTE,204391,PODE,GO,José Nelto,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204391.jpg
TITULAR,204497,PSD,PA,Júnior Ferrari,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204497.jpg
TITULAR,151208,PP,SE,Laercio Oliveira,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/151208.jpg
SUPLENTE,204359,PODE,RO,Léo Moraes,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204359.jpg
SUPLENTE,74299,PDT,CE,Leônidas Cristino,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74299.jpg
TITULAR,92102,DEM,BA,Leur Lomanto Júnior,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/92102.jpg
SUPLENTE,204523,NOVO,MG,Lucas Gonzalez,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204523.jpg
SUPLENTE,204404,PSDB,RS,Lucas Redecker,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204404.jpg
SUPLENTE,178954,MDB,RO,Lucio Mosquini,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178954.jpg
SUPLENTE,178858,PP,BA,Mário Negromonte Jr.,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178858.jpg
SUPLENTE,204403,PDT,RS,Marlon Santos,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204403.jpg
TITULAR,188097,,,Merlong Solano,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/188097.jpg
TITULAR,204415,PSL,RS,Nereu Crispim,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204415.jpg
SUPLENTE,204479,PSL,RR,Nicoletti,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204479.jpg
TITULAR,178987,PCdoB,SP,Orlando Silva,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178987.jpg
SUPLENTE,204475,SOLIDARI,RR,Otaci Nascimento,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204475.jpg
TITULAR,160556,PT,MG,Padre João,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160556.jpg
TITULAR,178951,PSB,RN,Rafael Motta,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178951.jpg
TITULAR,160655,PP,SP,Ricardo Izar,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/160655.jpg
TITULAR,141531,PSDB,MG,Rodrigo de Castro,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/141531.jpg
SUPLENTE,178861,PP,BA,Ronaldo Carletto,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178861.jpg
TITULAR,74371,PT,GO,Rubens Otoni,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74371.jpg
SUPLENTE,178990,PSDB,SP,Samuel Moreira,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178990.jpg
SUPLENTE,204399,PP,PR,Schiavinato,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204399.jpg
TITULAR,178921,PL,PE,Sebastião Oliveira,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178921.jpg
SUPLENTE,178933,MDB,PR,Sergio Souza,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178933.jpg
SUPLENTE,204438,PL,AL,Sergio Toledo,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204438.jpg
SUPLENTE,178874,PDT,ES,Sergio Vidigal,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/178874.jpg
PRESIDENTE,74356,PRB,AM,Silas Câmara,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74356.jpg
TITULAR,195866,PROS,CE,Vaidon Oliveira,Titular,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/195866.jpg
SUPLENTE,74376,PT,MS,Vander Loubet,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74376.jpg
SUPLENTE,204483,PSB,MG,Vilson da Fetaemg,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204483.jpg
SUPLENTE,74043,PL,PB,Wellington Roberto,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/74043.jpg
SUPLENTE,204463,PSD,RJ,Wladimir Garotinho,Suplente,CME,camara,https://www.camara.leg.br/internet/deputado/bandep/204463.jpg
SEGUNDO VICE-PRESIDENTE,74057,PCdoB,BA,Alice Portugal,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/74057.jpg
TITULAR,204353,PRB,AP,Aline Gurgel,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204353.jpg
SUPLENTE,73701,PT,RJ,Benedita da Silva,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/73701.jpg
SUPLENTE,178993,DEM,TO,Carlos Henrique Gaguim,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/178993.jpg
SUPLENTE,164360,CIDADANIA,SC,Carmen Zanotto,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/164360.jpg
SUPLENTE,204369,PSL,SC,Caroline de Toni,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204369.jpg
SUPLENTE,204380,PP,DF,Celina Leão,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204380.jpg
SUPLENTE,204462,PSL,RJ,Chris Tonietto,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204462.jpg
TITULAR,204459,MDB,RJ,Daniela do Waguinho,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204459.jpg
SUPLENTE,204451,PSL,RJ,Delegado Antônio Furtado,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204451.jpg
TITULAR,178929,PODE,PR,Diego Garcia,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/178929.jpg
SUPLENTE,204421,PSDB,PB,Edna Henrique,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204421.jpg
TITULAR,74075,MDB,PA,Elcione Barbalho,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/74075.jpg
PRIMEIRO VICE-PRESIDENTE,198783,PTB,MT,Emanuel Pinheiro Neto,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/198783.jpg
SUPLENTE,160575,PT,DF,Erika Kokay,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/160575.jpg
SUPLENTE,204407,PSOL,RS,Fernanda Melchionna ,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204407.jpg
TITULAR,204354,PL,DF,Flávia Arruda,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204354.jpg
TITULAR,160598,PDT,GO,Flávia Morais,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/160598.jpg
TITULAR,204447,PSD,RJ,Flordelis,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204447.jpg
TITULAR,107283,PT,PR,Gleisi Hoffmann,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/107283.jpg
SUPLENTE,108338,PP,RO,Jaqueline Cassol,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/108338.jpg
TITULAR,160534,PL,ES,Lauriete,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/160534.jpg
PRESIDENTE,204410,PTB,PR,Luisa Canziani,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204410.jpg
TITULAR,178866,PT,CE,Luizianne Lins,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/178866.jpg
TITULAR,204458,PSL,RJ,Major Fabiana,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204458.jpg
SUPLENTE,204430,PP,PI,Margarete Coelho,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204430.jpg
SUPLENTE,204428,PT,PE,Marília Arraes,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204428.jpg
TITULAR,204566,PATRIOTA,MA,Marreca Filho,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204566.jpg
TITULAR,66179,DEM,ES,Norma Ayub,Titular,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/66179.jpg
SUPLENTE,160642,PATRIOTA,PE,Pastor Eurico,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/160642.jpg
SUPLENTE,204377,CIDADANIA,DF,Paula Belmonte,Suplente,CMULHER,camara,https://www.camara.leg.br/internet/deputado/bandep/204377.jpg
