cargo,id,partido,uf,situacao,nome,sigla,casa
PrimeiroVice-Presidente,112437,MDB       ,MA,Titular,João Marcelo Souza,COETICA,camara
SegundoVice-Presidente,74140,PR        ,BA,Titular,José Carlos Araújo,COETICA,camara
Titular,178881,PODE      ,MA,Titular,Aluisio Mendes,COETICA,camara
Titular,93083,PP        ,BA,Titular,Cacá Leão,COETICA,camara
Titular,178838,PSB       ,AC,Titular,César Messias,COETICA,camara
Titular,178854,DEM       ,BA,Titular,Elmar Nascimento,COETICA,camara
Titular,178959,PP        ,RR,Titular,Hiran Gonçalves,COETICA,camara
Titular,4931,PSDB      ,DF,Titular,Izalci Lucas,COETICA,camara
Titular,112437,MDB       ,MA,Titular,João Marcelo Souza,COETICA,camara
Titular,74140,PR        ,BA,Titular,José Carlos Araújo,COETICA,camara
Titular,73586,PSB       ,MG,Titular,Júlio Delgado,COETICA,camara
Titular,178918,SOLIDARI  ,PE,Titular,Kaio Maniçoba,COETICA,camara
Titular,141478,PR        ,DF,Titular,Laerte Bessa,COETICA,camara
Titular,178825,PT        ,AC,Titular,Leo de Brito,COETICA,camara
Titular,74749,MDB       ,MG,Titular,Mauro Lopes,COETICA,camara
Titular,73486,PDT       ,RS,Titular,Pompeo de Mattos,COETICA,camara
Titular,122466,PRB       ,CE,Titular,Ronaldo Martins,COETICA,camara
Titular,160621,PSD       ,PR,Titular,Sandro Alex,COETICA,camara
Titular,141542,PTB       ,RS,Titular,Sérgio Moraes,COETICA,camara
Titular,113247,PT        ,SP,Titular,Valmir Prascidelli,COETICA,camara
Titular,73930,SOLIDARI  ,PA,Titular,Wladimir Costa,COETICA,camara
Titular,73931,PT        ,PA,Titular,Zé Geraldo,COETICA,camara
Suplente,178890,PT        ,MG,Suplente,Adelmo Carneiro Leão,COETICA,camara
Suplente,178903,PRB       ,MT,Suplente,Adilton Sachetti,COETICA,camara
Suplente,141401,MDB       ,MT,Suplente,Carlos Bezerra,COETICA,camara
Suplente,178993,DEM       ,TO,Suplente,Carlos Henrique Gaguim,COETICA,camara
Suplente,178963,PP        ,RS,Suplente,Covatti Filho,COETICA,camara
Suplente,178978,PSC       ,SP,Suplente,Flavinho,COETICA,camara
Suplente,178884,MDB       ,MA,Suplente,Hildo Rocha,COETICA,camara
Suplente,160509,PR        ,SC,Suplente,Jorginho Mello,COETICA,camara
Suplente,167722,DEM       ,RO,Suplente,Marcos Rogério,COETICA,camara
Suplente,160558,PR        ,SP,Suplente,Paulo Freire,COETICA,camara
Suplente,74216,PSDB      ,CE,Suplente,Raimundo Gomes de Matos,COETICA,camara
Suplente,178861,PP        ,BA,Suplente,Ronaldo Carletto,COETICA,camara
Suplente,178845,PDT       ,AL,Suplente,Ronaldo Lessa,COETICA,camara
Suplente,73808,PSD       ,BA,Suplente,Sérgio Brito,COETICA,camara
Suplente,141552,MDB       ,MT,Suplente,Valtenir Pereira,COETICA,camara
Presidente,160565,PSDB      ,SP,Titular,Mara Gabrilli,CPD,camara
PrimeiroVice-Presidente,74655,PSDB      ,MG,Titular,Eduardo Barbosa,CPD,camara
SegundoVice-Presidente,178929,PODE      ,PR,Titular,Diego Garcia,CPD,camara
Titular,178962,PRB       ,RS,Titular,Carlos Gomes,CPD,camara
Titular,160646,PSL       ,PR,Titular,Delegado Francischini,CPD,camara
Titular,178929,PODE      ,PR,Titular,Diego Garcia,CPD,camara
Titular,160643,SOLIDARI  ,ES,Titular,Dr. Jorge Silva,CPD,camara
Titular,74655,PSDB      ,MG,Titular,Eduardo Barbosa,CPD,camara
Titular,160565,PSDB      ,SP,Titular,Mara Gabrilli,CPD,camara
Titular,146788,PHS       ,MG,Titular,Marcelo Aro,CPD,camara
Titular,178852,PSD       ,AP,Titular,Marcos Reategui,CPD,camara
Titular,178895,PSD       ,MG,Titular,Misael Varella,CPD,camara
Titular,178868,PSB       ,CE,Titular,Odorico Monteiro,CPD,camara
Titular,141515,,,Titular,Otavio Leite,CPD,camara
Titular,160639,DEM       ,TO,Titular,Professora Dorinha Seabra Rezende,CPD,camara
Titular,178925,PT        ,PI,Titular,Rejane Dias,CPD,camara
Titular,160655,PP        ,SP,Titular,Ricardo Izar,CPD,camara
Titular,178946,PR        ,RJ,Titular,Soraya Santos,CPD,camara
Titular,177282,PDT       ,MG,Titular,Subtenente Gonzaga,CPD,camara
Titular,178949,PHS       ,RN,Titular,Zenaide Maia,CPD,camara
Suplente,178833,PSD       ,RJ,Suplente,Alexandre Serfiotis,CPD,camara
Suplente,74378,PDT       ,PR,Suplente,Assis do Couto,CPD,camara
Suplente,178865,AVANTE    ,CE,Suplente,Cabo Sabino,CPD,camara
Suplente,178993,DEM       ,TO,Suplente,Carlos Henrique Gaguim,CPD,camara
Suplente,164360,PPS       ,SC,Suplente,Carmen Zanotto,CPD,camara
Suplente,160575,PT        ,DF,Suplente,Erika Kokay,CPD,camara
Suplente,160587,PSD       ,MS,Suplente,Fábio Trad,CPD,camara
Suplente,74374,,,Suplente,Geraldo Resende,CPD,camara
Suplente,74277,PSDB      ,SP,Suplente,Lobbe Neto,CPD,camara
Suplente,74041,PT        ,PB,Suplente,Luiz Couto,CPD,camara
Suplente,160633,,,Suplente,Mandetta,CPD,camara
Suplente,160558,PR        ,SP,Suplente,Paulo Freire,CPD,camara
Suplente,178861,PP        ,BA,Suplente,Ronaldo Carletto,CPD,camara
Suplente,74371,PT        ,GO,Suplente,Rubens Otoni,CPD,camara
Presidente,74352,PSDB      ,PA,Titular,Nilson Pinto,CREDN,camara
PrimeiroVice-Presidente,141516,PSDB      ,MG,Titular,Paulo Abi-Ackel,CREDN,camara
Titular,160530,PSDB      ,BA,Titular,Antonio Imbassahy,CREDN,camara
Titular,73433,PT        ,SP,Titular,Arlindo Chinaglia,CREDN,camara
Titular,74090,PP        ,AM,Titular,Átila Lins,CREDN,camara
Titular,74535,PTB       ,BA,Titular,Benito Gama,CREDN,camara
Titular,160589,PSDB      ,SP,Titular,Bruna Furlan,CREDN,camara
Titular,105112,MDB       ,AP,Titular,Cabuçu Borges,CREDN,camara
Titular,141398,PT        ,SP,Titular,Carlos Zarattini,CREDN,camara
Titular,73720,PSD       ,SC,Titular,Cesar Souza,CREDN,camara
Titular,74537,PP        ,BA,Titular,Claudio Cajado,CREDN,camara
Titular,160599,PP        ,MG,Titular,Dimas Fabiano,CREDN,camara
Titular,74655,PSDB      ,MG,Titular,Eduardo Barbosa,CREDN,camara
Titular,141441,PSC       ,MG,Titular,George Hilton,CREDN,camara
Titular,178996,MDB       ,RS,Titular,Giovani Feltes,CREDN,camara
Titular,73482,PT        ,RS,Titular,Henrique Fontana,CREDN,camara
Titular,97707,DEM       ,PI,Titular,Heráclito Fortes,CREDN,camara
Titular,131943,MDB       ,PE,Titular,Jarbas Vasconcelos,CREDN,camara
Titular,160672,PSOL      ,RJ,Titular,Jean Wyllys,CREDN,camara
Titular,74273,PSB       ,SP,Titular,Jefferson Campos,CREDN,camara
Titular,141503,PCdoB     ,MG,Titular,Jô Moraes,CREDN,camara
Titular,178982,PSB       ,SP,Titular,Luiz Lauro Filho,CREDN,camara
Titular,74688,PT        ,RJ,Titular,Luiz Sérgio,CREDN,camara
Titular,150418,PRB       ,BA,Titular,Márcio Marinho,CREDN,camara
Titular,74428,DEM       ,PE,Titular,Mendonça Filho,CREDN,camara
Titular,178984,PSDB      ,SP,Titular,Miguel Haddad,CREDN,camara
Titular,74352,PSDB      ,PA,Titular,Nilson Pinto,CREDN,camara
Titular,160642,PATRI     ,PE,Titular,Pastor Eurico,CREDN,camara
Titular,141516,PSDB      ,MG,Titular,Paulo Abi-Ackel,CREDN,camara
Titular,74449,PTB       ,MA,Titular,Pedro Fernandes,CREDN,camara
Titular,178844,PSDB      ,AL,Titular,Pedro Vilela,CREDN,camara
Titular,73466,PPS       ,PR,Titular,Rubens Bueno,CREDN,camara
Titular,178946,PR        ,RJ,Titular,Soraya Santos,CREDN,camara
Titular,141555,PRB       ,SP,Titular,Vinicius Carvalho,CREDN,camara
Suplente,178972,PPS       ,SP,Suplente,Alex Manente,CREDN,camara
Suplente,160545,DEM       ,SP,Suplente,Alexandre Leite,CREDN,camara
Suplente,160600,DEM       ,BA,Suplente,Arthur Oliveira Maia,CREDN,camara
Suplente,73701,PT        ,RJ,Suplente,Benedita da Silva,CREDN,camara
Suplente,141394,PSDB      ,PE,Suplente,Bruno Araújo,CREDN,camara
Suplente,178865,AVANTE    ,CE,Suplente,Cabo Sabino,CREDN,camara
Suplente,178876,PSDB      ,GO,Suplente,Célio Silveira,CREDN,camara
Suplente,93472,PTB       ,RJ,Suplente,Cristiane Brasil,CREDN,camara
Suplente,178893,PR        ,MG,Suplente,Delegado Edson Moreira,CREDN,camara
Suplente,178977,PSDB      ,SP,Suplente,Eduardo Cury,CREDN,camara
Suplente,181316,PSB       ,MS,Suplente,Elizeu Dionizio,CREDN,camara
Suplente,178904,PP        ,MT,Suplente,Ezequiel Fonseca,CREDN,camara
Suplente,160667,PP        ,SP,Suplente,Guilherme Mussi,CREDN,camara
Suplente,160572,PTB       ,PE,Suplente,Jorge Côrte Real,CREDN,camara
Suplente,74570,PSDB      ,BA,Suplente,Jutahy Junior,CREDN,camara
Suplente,73778,PSDB      ,PR,Suplente,Luiz Carlos Hauly,CREDN,camara
Suplente,162332,PR        ,PR,Suplente,Luiz Nishimori,CREDN,camara
Suplente,74460,MDB       ,PI,Suplente,Marcelo Castro,CREDN,camara
Suplente,74235,PP        ,ES,Suplente,Marcus Vicente,CREDN,camara
Suplente,74177,MDB       ,RO,Suplente,Marinha Raupp,CREDN,camara
Suplente,73553,PTB       ,SP,Suplente,Nelson Marquezelli,CREDN,camara
Suplente,74571,PT        ,BA,Suplente,Nelson Pellegrino,CREDN,camara
Suplente,160601,PODE      ,SP,Suplente,Pr. Marco Feliciano,CREDN,camara
Suplente,178945,PRB       ,RJ,Suplente,Rosangela Gomes,CREDN,camara
Suplente,92776,PSD       ,MG,Suplente,Stefano Aguiar,CREDN,camara
Suplente,177282,PDT       ,MG,Suplente,Subtenente Gonzaga,CREDN,camara
Suplente,178922,PSB       ,PE,Suplente,Tadeu Alencar,CREDN,camara
Suplente,141553,PSDB      ,SP,Suplente,Vanderlei Macris,CREDN,camara
Suplente,160636,PTB       ,PB,Suplente,Wilson Filho,CREDN,camara
Suplente,178889,PT        ,MA,Suplente,Zé Carlos,CREDN,camara
Presidente,141478,PR        ,DF,Titular,Laerte Bessa,CSPCCO,camara
SegundoVice-Presidente,74419,PSB       ,PE,Titular,Gonzaga Patriota,CSPCCO,camara
TerceiroVice-Presidente,178924,PR        ,PI,Titular,Capitão Fábio Abreu,CSPCCO,camara
Titular,73579,DEM       ,DF,Titular,Alberto Fraga,CSPCCO,camara
Titular,160545,DEM       ,SP,Titular,Alexandre Leite,CSPCCO,camara
Titular,178881,PODE      ,MA,Titular,Aluisio Mendes,CSPCCO,camara
Titular,178865,AVANTE    ,CE,Titular,Cabo Sabino,CSPCCO,camara
Titular,178829,PR        ,SP,Titular,Capitão Augusto,CSPCCO,camara
Titular,178924,PR        ,PI,Titular,Capitão Fábio Abreu,CSPCCO,camara
Titular,178908,PSD       ,PA,Titular,Delegado Éder Mauro,CSPCCO,camara
Titular,178893,PR        ,MG,Titular,Delegado Edson Moreira,CSPCCO,camara
Titular,92346,PSL       ,SP,Titular,Eduardo Bolsonaro,CSPCCO,camara
Titular,141421,PP        ,PE,Titular,Eduardo da Fonte,CSPCCO,camara
Titular,178883,PPS       ,MA,Titular,Eliziane Gama,CSPCCO,camara
Titular,152605,PSOL      ,RJ,Titular,Glauber Braga,CSPCCO,camara
Titular,74419,PSB       ,PE,Titular,Gonzaga Patriota,CSPCCO,camara
Titular,160667,PP        ,SP,Titular,Guilherme Mussi,CSPCCO,camara
Titular,141389,PSD       ,RJ,Titular,Indio da Costa,CSPCCO,camara
Titular,74366,PRB       ,GO,Titular,João Campos,CSPCCO,camara
Titular,160659,PSB       ,SP,Titular,Keiko Ota,CSPCCO,camara
Titular,141478,PR        ,DF,Titular,Laerte Bessa,CSPCCO,camara
Titular,178894,PODE      ,MG,Titular,Laudivio Carvalho,CSPCCO,camara
Titular,74585,PR        ,MG,Titular,Lincoln Portela,CSPCCO,camara
Titular,74688,PT        ,RJ,Titular,Luiz Sérgio,CSPCCO,camara
Titular,166402,PR        ,GO,Titular,Magda Mofatto,CSPCCO,camara
Titular,74399,,,Titular,Onyx Lorenzoni,CSPCCO,camara
Titular,73692,,,Titular,Osmar Terra,CSPCCO,camara
Titular,160642,PATRI     ,PE,Titular,Pastor Eurico,CSPCCO,camara
Titular,74161,PT        ,MG,Titular,Reginaldo Lopes,CSPCCO,camara
Titular,160515,MDB       ,SC,Titular,Ronaldo Benedet,CSPCCO,camara
Titular,122466,PRB       ,CE,Titular,Ronaldo Martins,CSPCCO,camara
Titular,74371,PT        ,GO,Titular,Rubens Otoni,CSPCCO,camara
Titular,177282,PDT       ,MG,Titular,Subtenente Gonzaga,CSPCCO,camara
Titular,141555,PRB       ,SP,Titular,Vinicius Carvalho,CSPCCO,camara
Suplente,160511,PSB       ,RJ,Suplente,Alessandro Molon,CSPCCO,camara
Suplente,178936,PR        ,RJ,Suplente,Alexandre Valle,CSPCCO,camara
Suplente,178831,PP        ,AP,Suplente,André Abdon,CSPCCO,camara
Suplente,73434,PP        ,SP,Suplente,Arnaldo Faria de Sá,CSPCCO,camara
Suplente,74833,PSD       ,RJ,Suplente,Arolde de Oliveira,CSPCCO,camara
Suplente,178876,PSDB      ,GO,Suplente,Célio Silveira,CSPCCO,camara
Suplente,160646,PSL       ,PR,Suplente,Delegado Francischini,CSPCCO,camara
Suplente,141422,DEM       ,PB,Suplente,Efraim Filho,CSPCCO,camara
Suplente,181316,PSB       ,MS,Suplente,Elizeu Dionizio,CSPCCO,camara
Suplente,141430,,,Suplente,Felipe Bornier,CSPCCO,camara
Suplente,160666,PDT       ,BA,Suplente,Félix Mendonça Júnior,CSPCCO,camara
Suplente,74558,AVANTE    ,AL,Suplente,Givaldo Carimbão,CSPCCO,camara
Suplente,141450,PSD       ,RJ,Suplente,Hugo Leal,CSPCCO,camara
Suplente,74140,PR        ,BA,Suplente,José Carlos Araújo,CSPCCO,camara
Suplente,160544,MDB       ,SP,Suplente,Junji Abe,CSPCCO,camara
Suplente,74856,DEM       ,RJ,Suplente,Laura Carneiro,CSPCCO,camara
Suplente,195826,PR        ,RJ,Suplente,Marcelo Delaroli,CSPCCO,camara
Suplente,76287,PSD       ,RJ,Suplente,Marcelo Matos,CSPCCO,camara
Suplente,178852,PSD       ,AP,Suplente,Marcos Reategui,CSPCCO,camara
Suplente,178997,MDB       ,CE,Suplente,Moses Rodrigues,CSPCCO,camara
Suplente,160558,PR        ,SP,Suplente,Paulo Freire,CSPCCO,camara
Suplente,73486,PDT       ,RS,Suplente,Pompeo de Mattos,CSPCCO,camara
Suplente,178869,PROS      ,CE,Suplente,Vitor Valim,CSPCCO,camara
Presidente,178886,DEM       ,MA,Titular,Juscelino Filho,CSSF,camara
PrimeiroVice-Presidente,178868,PSB       ,CE,Titular,Odorico Monteiro,CSSF,camara
SegundoVice-Presidente,160630,PT        ,MT,Titular,Ságuas Moraes,CSSF,camara
TerceiroVice-Presidente,178985,PR        ,SP,Titular,Miguel Lombardi,CSSF,camara
Titular,178968,PR        ,SE,Titular,Adelson Barreto,CSSF,camara
Titular,178836,DEM       ,AC,Titular,Alan Rick,CSSF,camara
Titular,178833,PSD       ,RJ,Titular,Alexandre Serfiotis,CSSF,camara
Titular,160553,PSD       ,BA,Titular,Antonio Brito,CSSF,camara
Titular,178950,PODE      ,RN,Titular,Antônio Jácome,CSSF,camara
Titular,159237,PT        ,PI,Titular,Assis Carvalho,CSSF,camara
Titular,73701,PT        ,RJ,Titular,Benedita da Silva,CSSF,camara
Titular,74163,PSL       ,ES,Titular,Carlos Manato,CSSF,camara
Titular,164360,PPS       ,SC,Titular,Carmen Zanotto,CSSF,camara
Titular,178876,PSDB      ,GO,Titular,Célio Silveira,CSSF,camara
Titular,178848,PSDB      ,AM,Titular,Conceição Sampaio,CSSF,camara
Titular,73891,MDB       ,RS,Titular,Darcísio Perondi,CSSF,camara
Titular,160643,SOLIDARI  ,ES,Titular,Dr. Jorge Silva,CSSF,camara
Titular,178830,PODE      ,SP,Titular,Dr. Sinval Malheiros,CSSF,camara
Titular,178994,MDB       ,TO,Titular,Dulce Miranda,CSSF,camara
Titular,74655,PSDB      ,MG,Titular,Eduardo Barbosa,CSSF,camara
Titular,141430,,,Titular,Felipe Bornier,CSSF,camara
Titular,178978,PSC       ,SP,Titular,Flavinho,CSSF,camara
Titular,178966,PSDB      ,SC,Titular,Geovania de Sá,CSSF,camara
Titular,74374,,,Titular,Geraldo Resende,CSSF,camara
Titular,97707,DEM       ,PI,Titular,Heráclito Fortes,CSSF,camara
Titular,178959,PP        ,RR,Titular,Hiran Gonçalves,CSSF,camara
Titular,74848,PCdoB     ,RJ,Titular,Jandira Feghali,CSSF,camara
Titular,160672,PSOL      ,RJ,Titular,Jean Wyllys,CSSF,camara
Titular,112437,MDB       ,MA,Titular,João Marcelo Souza,CSSF,camara
Titular,178857,PT        ,BA,Titular,Jorge Solla,CSSF,camara
Titular,178886,DEM       ,MA,Titular,Juscelino Filho,CSSF,camara
Titular,74856,DEM       ,RJ,Titular,Laura Carneiro,CSSF,camara
Titular,178832,PV        ,PR,Titular,Leandre,CSSF,camara
Titular,178931,PSB       ,PR,Titular,Luciano Ducci,CSSF,camara
Titular,160633,,,Titular,Mandetta,CSSF,camara
Titular,160565,PSDB      ,SP,Titular,Mara Gabrilli,CSSF,camara
Titular,74158,PDT       ,MG,Titular,Mário Heringer,CSSF,camara
Titular,178985,PR        ,SP,Titular,Miguel Lombardi,CSSF,camara
Titular,66179,DEM       ,ES,Titular,Norma Ayub,CSSF,camara
Titular,178868,PSB       ,CE,Titular,Odorico Monteiro,CSSF,camara
Titular,73692,,,Titular,Osmar Terra,CSSF,camara
Titular,160556,PT        ,MG,Titular,Padre João,CSSF,camara
Titular,160517,PSB       ,ES,Titular,Paulo Foletto,CSSF,camara
Titular,141445,PT        ,RS,Titular,Pepe Vargas,CSSF,camara
Titular,73788,PP        ,PR,Titular,Ricardo Barros,CSSF,camara
Titular,178945,PRB       ,RJ,Titular,Rosangela Gomes,CSSF,camara
Titular,160630,PT        ,MT,Titular,Ságuas Moraes,CSSF,camara
Titular,74762,MDB       ,MG,Titular,Saraiva Felipe,CSSF,camara
Titular,178991,PRB       ,SP,Titular,Sérgio Reis,CSSF,camara
Titular,178874,PDT       ,ES,Titular,Sergio Vidigal,CSSF,camara
Titular,178961,PSDB      ,RR,Titular,Shéridan,CSSF,camara
Titular,160611,PP        ,MG,Titular,Toninho Pinheiro,CSSF,camara
Titular,178923,PTB       ,PE,Titular,Zeca Cavalcanti,CSSF,camara
Titular,178949,PHS       ,RN,Titular,Zenaide Maia,CSSF,camara
Suplente,178890,PT        ,MG,Suplente,Adelmo Carneiro Leão,CSSF,camara
Suplente,136811,PP        ,RS,Suplente,Afonso Hamm,CSSF,camara
Suplente,178973,PT        ,SP,Suplente,Ana Perugini,CSSF,camara
Suplente,73433,PT        ,SP,Suplente,Arlindo Chinaglia,CSSF,camara
Suplente,73434,PP        ,SP,Suplente,Arnaldo Faria de Sá,CSSF,camara
Suplente,141439,PDT       ,RJ,Suplente,Chico D'Angelo,CSSF,camara
Suplente,178928,PR        ,PR,Suplente,Christiane de Souza Yared,CSSF,camara
Suplente,93472,PTB       ,RJ,Suplente,Cristiane Brasil,CSSF,camara
Suplente,178929,PODE      ,PR,Suplente,Diego Garcia,CSSF,camara
Suplente,160532,DEM       ,SP,Suplente,Eli Corrêa Filho,CSSF,camara
Suplente,160575,PT        ,DF,Suplente,Erika Kokay,CSSF,camara
Suplente,178969,PSD       ,SE,Suplente,Fábio Mitidieri,CSSF,camara
Suplente,171623,MDB       ,SE,Suplente,Fabio Reis,CSSF,camara
Suplente,141429,DEM       ,RN,Suplente,Felipe Maia,CSSF,camara
Suplente,160598,PDT       ,GO,Suplente,Flávia Morais,CSSF,camara
Suplente,160677,DEM       ,RJ,Suplente,Francisco Floriano,CSSF,camara
Suplente,160673,PR        ,RS,Suplente,Giovani Cherini,CSSF,camara
Suplente,74558,AVANTE    ,AL,Suplente,Givaldo Carimbão,CSSF,camara
Suplente,129618,PR        ,CE,Suplente,Gorete Pereira,CSSF,camara
Suplente,178964,PSB       ,RS,Suplente,Heitor Schuch,CSSF,camara
Suplente,73482,PT        ,RS,Suplente,Henrique Fontana,CSSF,camara
Suplente,160674,PRB       ,PB,Suplente,Hugo Motta,CSSF,camara
Suplente,67138,PP        ,PI,Suplente,Iracema Portella,CSSF,camara
Suplente,73531,PSOL      ,SP,Suplente,Ivan Valente,CSSF,camara
Suplente,141503,PCdoB     ,MG,Suplente,Jô Moraes,CSSF,camara
Suplente,74366,PRB       ,GO,Suplente,João Campos,CSSF,camara
Suplente,73535,DEM       ,SP,Suplente,Jorge Tadeu Mudalen,CSSF,camara
Suplente,73714,PSDB      ,MA,Suplente,José Reinaldo,CSSF,camara
Suplente,67312,PSC       ,PA,Suplente,Júlia Marinho,CSSF,camara
Suplente,151208,PP        ,SE,Suplente,Laercio Oliveira,CSSF,camara
Suplente,178879,SOLIDARI  ,GO,Suplente,Lucas Vergilio,CSSF,camara
Suplente,159238,PSDB      ,MG,Suplente,Marcus Pestana,CSSF,camara
Suplente,178895,PSD       ,MG,Suplente,Misael Varella,CSSF,camara
Suplente,178860,DEM       ,BA,Suplente,Paulo Azi,CSSF,camara
Suplente,73486,PDT       ,RS,Suplente,Pompeo de Mattos,CSSF,camara
Suplente,74216,PSDB      ,CE,Suplente,Raimundo Gomes de Matos,CSSF,camara
Suplente,178998,PSD       ,MG,Suplente,Raquel Muniz,CSSF,camara
Suplente,171620,PP        ,MG,Suplente,Renato Andrade,CSSF,camara
Suplente,141529,PP        ,BA,Suplente,Roberto Britto,CSSF,camara
Suplente,163321,PTB       ,RS,Suplente,Ronaldo Nogueira,CSSF,camara
Suplente,178870,PP        ,DF,Suplente,Rôney Nemer,CSSF,camara
Suplente,141542,PTB       ,RS,Suplente,Sérgio Moraes,CSSF,camara
Suplente,195866,PROS      ,CE,Suplente,Vaidon Oliveira,CSSF,camara
Suplente,178913,PSB       ,PB,Suplente,Veneziano Vital do Rêgo,CSSF,camara
Suplente,160636,PTB       ,PB,Suplente,Wilson Filho,CSSF,camara
Presidente,163321,PTB       ,RS,Titular,Ronaldo Nogueira,CTASP,camara
PrimeiroVice-Presidente,74172,PTB       ,RJ,Titular,Deley,CTASP,camara
SegundoVice-Presidente,178879,SOLIDARI  ,GO,Titular,Lucas Vergilio,CTASP,camara
TerceiroVice-Presidente,74439,PDT       ,PE,Titular,Wolney Queiroz,CTASP,camara
Titular,178864,PODE      ,CE,Titular,Adail Carneiro,CTASP,camara
Titular,133439,PDT       ,CE,Titular,André Figueiredo,CTASP,camara
Titular,178834,PSB       ,BA,Titular,Bebeto,CTASP,camara
Titular,160538,PT        ,RS,Titular,Bohn Gass,CTASP,camara
Titular,74172,PTB       ,RJ,Titular,Deley,CTASP,camara
Titular,160575,PT        ,DF,Titular,Erika Kokay,CTASP,camara
Titular,160598,PDT       ,GO,Titular,Flávia Morais,CTASP,camara
Titular,178979,PSDB      ,SP,Titular,Floriano Pesaro,CTASP,camara
Titular,129618,PR        ,CE,Titular,Gorete Pereira,CTASP,camara
Titular,141389,PSD       ,RJ,Titular,Indio da Costa,CTASP,camara
Titular,73666,PTB       ,GO,Titular,Jovair Arantes,CTASP,camara
Titular,178879,SOLIDARI  ,GO,Titular,Lucas Vergilio,CTASP,camara
Titular,178802,PR        ,RJ,Titular,Luiz Carlos Ramos,CTASP,camara
Titular,74235,PP        ,ES,Titular,Marcus Vicente,CTASP,camara
Titular,178987,PCdoB     ,SP,Titular,Orlando Silva,CTASP,camara
Titular,141518,SOLIDARI  ,SP,Titular,Paulo Pereira da Silva,CTASP,camara
Titular,163321,PTB       ,RS,Titular,Ronaldo Nogueira,CTASP,camara
Titular,178870,PP        ,DF,Titular,Rôney Nemer,CTASP,camara
Titular,4930,AVANTE    ,PE,Titular,Silvio Costa,CTASP,camara
Titular,74283,PT        ,SP,Titular,Vicentinho,CTASP,camara
Titular,160631,PATRI     ,RJ,Titular,Walney Rocha,CTASP,camara
Titular,74439,PDT       ,PE,Titular,Wolney Queiroz,CTASP,camara
