cargo,id,partido,uf,situacao,nome,sigla,casa
Suplente,74095,DEM       ,AM,Suplente,Pauderney Avelino,CINDRA,camara
Suplente,200153,MDB       ,AM,Suplente,Prof. Gedeão Amorim,CINDRA,camara
Suplente,178911,MDB       ,PA,Suplente,Simone Morgado,CINDRA,camara
Suplente,141384,PSB       ,SE,Suplente,Valadares Filho,CINDRA,camara
Suplente,73931,PT        ,PA,Suplente,Zé Geraldo,CINDRA,camara
Presidente,73486,PDT       ,RS,Titular,Pompeo de Mattos,CLP,camara
PrimeiroVice-Presidente,160598,PDT       ,GO,Titular,Flávia Morais,CLP,camara
SegundoVice-Presidente,141430,,,Titular,Felipe Bornier,CLP,camara
TerceiroVice-Presidente,160640,PROS      ,MG,Titular,Eros Biondini,CLP,camara
Titular,133439,PDT       ,CE,Titular,André Figueiredo,CLP,camara
Titular,73568,MDB       ,RJ,Titular,Celso Jacob,CLP,camara
Titular,141440,PCdoB     ,CE,Titular,Chico Lopes,CLP,camara
Titular,160640,PROS      ,MG,Titular,Eros Biondini,CLP,camara
Titular,141430,,,Titular,Felipe Bornier,CLP,camara
Titular,160598,PDT       ,GO,Titular,Flávia Morais,CLP,camara
Titular,152605,PSOL      ,RJ,Titular,Glauber Braga,CLP,camara
Titular,141474,PDT       ,MA,Titular,Julião Amin,CLP,camara
Titular,74156,PT        ,MG,Titular,Leonardo Monteiro,CLP,camara
Titular,74585,PR        ,MG,Titular,Lincoln Portela,CLP,camara
Titular,74784,PSOL      ,SP,Titular,Luiza Erundina,CLP,camara
Titular,179001,MDB       ,RS,Titular,Márcio Biolchi,CLP,camara
Titular,73553,PTB       ,SP,Titular,Nelson Marquezelli,CLP,camara
Titular,74160,PT        ,MG,Titular,Patrus Ananias,CLP,camara
Titular,73486,PDT       ,RS,Titular,Pompeo de Mattos,CLP,camara
Titular,178845,PDT       ,AL,Titular,Ronaldo Lessa,CLP,camara
Suplente,178837,PT        ,AC,Suplente,Angelim,CLP,camara
Suplente,178993,DEM       ,TO,Suplente,Carlos Henrique Gaguim,CLP,camara
Suplente,160575,PT        ,DF,Suplente,Erika Kokay,CLP,camara
Suplente,167722,DEM       ,RO,Suplente,Marcos Rogério,CLP,camara
Suplente,178998,PSD       ,MG,Suplente,Raquel Muniz,CLP,camara
Suplente,177282,PDT       ,MG,Suplente,Subtenente Gonzaga,CLP,camara
Presidente,73655,SOLIDARI  ,DF,Titular,Augusto Carvalho,CMADS,camara
PrimeiroVice-Presidente,178962,PRB       ,RS,Titular,Carlos Gomes,CMADS,camara
SegundoVice-Presidente,178986,PT        ,SP,Titular,Nilto Tatto,CMADS,camara
TerceiroVice-Presidente,160602,PPS       ,PA,Titular,Arnaldo Jordy,CMADS,camara
Titular,178903,PRB       ,MT,Titular,Adilton Sachetti,CMADS,camara
Titular,141372,PR        ,MG,Titular,Aelton Freitas,CMADS,camara
Titular,160602,PPS       ,PA,Titular,Arnaldo Jordy,CMADS,camara
Titular,73655,SOLIDARI  ,DF,Titular,Augusto Carvalho,CMADS,camara
Titular,178962,PRB       ,RS,Titular,Carlos Gomes,CMADS,camara
Titular,160673,PR        ,RS,Titular,Giovani Cherini,CMADS,camara
Titular,178964,PSB       ,RS,Titular,Heitor Schuch,CMADS,camara
Titular,74351,PTB       ,PA,Titular,Josué Bengtson,CMADS,camara
Titular,74156,PT        ,MG,Titular,Leonardo Monteiro,CMADS,camara
Titular,179001,MDB       ,RS,Titular,Márcio Biolchi,CMADS,camara
Titular,178984,PSDB      ,SP,Titular,Miguel Haddad,CMADS,camara
Titular,178986,PT        ,SP,Titular,Nilto Tatto,CMADS,camara
Titular,160655,PP        ,SP,Titular,Ricardo Izar,CMADS,camara
Titular,141472,PSDB      ,SP,Titular,Ricardo Tripoli,CMADS,camara
Titular,73674,PP        ,GO,Titular,Roberto Balestra,CMADS,camara
Titular,74210,,,Titular,Sarney Filho,CMADS,camara
Titular,92776,PSD       ,MG,Titular,Stefano Aguiar,CMADS,camara
Titular,74010,MDB       ,SC,Titular,Valdir Colatto,CMADS,camara
Suplente,160511,PSB       ,RJ,Suplente,Alessandro Molon,CMADS,camara
Suplente,73584,PV        ,SP,Suplente,Antonio Carlos Mendes Thame,CMADS,camara
Suplente,74378,PDT       ,PR,Suplente,Assis do Couto,CMADS,camara
Suplente,74459,PSB       ,PI,Suplente,Átila Lira,CMADS,camara
Suplente,178829,PR        ,SP,Suplente,Capitão Augusto,CMADS,camara
Suplente,178916,PPS       ,PE,Suplente,Daniel Coelho,CMADS,camara
Suplente,132504,PT        ,PR,Suplente,Enio Verri,CMADS,camara
Suplente,186775,,,Suplente,Franklin,CMADS,camara
Suplente,178971,PRB       ,SE,Suplente,Jony Marcos,CMADS,camara
Suplente,74319,PTB       ,PI,Suplente,Paes Landim,CMADS,camara
Suplente,178944,DEM       ,RJ,Suplente,Roberto Sales,CMADS,camara
Suplente,178921,PR        ,PE,Suplente,Sebastião Oliveira,CMADS,camara
Suplente,178901,,,Suplente,Tereza Cristina,CMADS,camara
Suplente,160611,PP        ,MG,Suplente,Toninho Pinheiro,CMADS,camara
Suplente,160610,PT        ,BA,Suplente,Valmir Assunção,CMADS,camara
Suplente,160632,SOLIDARI  ,MG,Suplente,Zé Silva,CMADS,camara
Presidente,118594,PRB       ,SP,Titular,Marcelo Squassoni,CME,camara
PrimeiroVice-Presidente,178982,PSB       ,SP,Titular,Luiz Lauro Filho,CME,camara
SegundoVice-Presidente,73424,PP        ,RJ,Titular,Simão Sessim,CME,camara
TerceiroVice-Presidente,178910,PSD       ,PA,Titular,Joaquim Passarinho,CME,camara
Titular,178957,DEM       ,RR,Titular,Abel Mesquita Jr.,CME,camara
Titular,73584,PV        ,SP,Titular,Antonio Carlos Mendes Thame,CME,camara
Titular,141391,PPS       ,SP,Titular,Arnaldo Jardim,CME,camara
Titular,178847,,,Titular,Arthur Virgílio Bisneto,CME,camara
Titular,178948,PP        ,RN,Titular,Beto Rosado,CME,camara
Titular,141513,DEM       ,MG,Titular,Bilac Pinto,CME,camara
Titular,141394,PSDB      ,PE,Titular,Bruno Araújo,CME,camara
Titular,105112,MDB       ,AP,Titular,Cabuçu Borges,CME,camara
Titular,194261,PODE      ,RS,Titular,Cajar Nardes,CME,camara
Titular,178958,PHS       ,RR,Titular,Carlos Andrade,CME,camara
Titular,160552,PSD       ,RS,Titular,Danrlei de Deus Hinterholz,CME,camara
Titular,178908,PSD       ,PA,Titular,Delegado Éder Mauro,CME,camara
Titular,178905,DEM       ,MT,Titular,Fabio Garcia,CME,camara
Titular,141431,DEM       ,PE,Titular,Fernando Coelho Filho,CME,camara
Titular,129037,PT        ,MG,Titular,Gabriel Guimarães,CME,camara
Titular,73772,MDB       ,PR,Titular,Hermes Parcianello,CME,camara
Titular,74665,PROS      ,MG,Titular,Jaime Martins,CME,camara
Titular,160531,PRB       ,RR,Titular,Jhonatan de Jesus,CME,camara
Titular,141458,PR        ,BA,Titular,João Carlos Bacelar,CME,camara
Titular,178910,PSD       ,PA,Titular,Joaquim Passarinho,CME,camara
Titular,74388,PP        ,SC,Titular,Jorge Boeira,CME,camara
Titular,74395,PP        ,RS,Titular,José Otávio Germano,CME,camara
Titular,73714,PSDB      ,MA,Titular,José Reinaldo,CME,camara
Titular,74554,PR        ,BA,Titular,José Rocha,CME,camara
Titular,141483,PRB       ,RO,Titular,Lindomar Garçon,CME,camara
Titular,160510,AVANTE    ,MG,Titular,Luis Tibé,CME,camara
Titular,178982,PSB       ,SP,Titular,Luiz Lauro Filho,CME,camara
Titular,178867,PP        ,CE,Titular,Macedo,CME,camara
Titular,118594,PRB       ,SP,Titular,Marcelo Squassoni,CME,camara
Titular,178942,MDB       ,RJ,Titular,Marco Antônio Cabral,CME,camara
Titular,178951,PSB       ,RN,Titular,Rafael Motta,CME,camara
Titular,171620,PP        ,MG,Titular,Renato Andrade,CME,camara
Titular,160515,MDB       ,SC,Titular,Ronaldo Benedet,CME,camara
Titular,178990,PSDB      ,SP,Titular,Samuel Moreira,CME,camara
Titular,178921,PR        ,PE,Titular,Sebastião Oliveira,CME,camara
Titular,73424,PP        ,RJ,Titular,Simão Sessim,CME,camara
Titular,73931,PT        ,PA,Titular,Zé Geraldo,CME,camara
Suplente,178937,PR        ,RJ,Suplente,Altineu Côrtes,CME,camara
Suplente,74213,PDT       ,CE,Suplente,Antonio Balhmann,CME,camara
Suplente,160602,PPS       ,PA,Suplente,Arnaldo Jordy,CME,camara
Suplente,178906,PP        ,PA,Suplente,Beto Salame,CME,camara
Suplente,141398,PT        ,SP,Suplente,Carlos Zarattini,CME,camara
Suplente,141408,PRB       ,MA,Suplente,Cleber Verde,CME,camara
Suplente,160528,PSB       ,PE,Suplente,Danilo Cabral,CME,camara
Suplente,178893,PR        ,MG,Suplente,Delegado Edson Moreira,CME,camara
Suplente,160758,PSDB      ,MG,Suplente,Domingos Sávio,CME,camara
Suplente,141417,PR        ,RR,Suplente,Edio Lopes,CME,camara
Suplente,160640,PROS      ,MG,Suplente,Eros Biondini,CME,camara
Suplente,178930,PSD       ,PR,Suplente,Evandro Roman,CME,camara
Suplente,178904,PP        ,MT,Suplente,Ezequiel Fonseca,CME,camara
Suplente,160666,PDT       ,BA,Suplente,Félix Mendonça Júnior,CME,camara
Suplente,160676,PSD       ,BA,Suplente,Fernando Torres,CME,camara
Suplente,178907,PODE      ,PA,Suplente,Francisco Chapadinha,CME,camara
Suplente,141441,PSC       ,MG,Suplente,George Hilton,CME,camara
Suplente,141450,PSD       ,RJ,Suplente,Hugo Leal,CME,camara
Suplente,141389,PSD       ,RJ,Suplente,Indio da Costa,CME,camara
Suplente,74848,PCdoB     ,RJ,Suplente,Jandira Feghali,CME,camara
Suplente,74553,DEM       ,BA,Suplente,José Carlos Aleluia,CME,camara
Suplente,74253,PP        ,RJ,Suplente,Julio Lopes,CME,camara
Suplente,178825,PT        ,AC,Suplente,Leo de Brito,CME,camara
Suplente,141482,MDB       ,MG,Suplente,Leonardo Quintão,CME,camara
Suplente,74299,PDT       ,CE,Suplente,Leônidas Cristino,CME,camara
Suplente,73483,PP        ,RS,Suplente,Luis Carlos Heinze,CME,camara
Suplente,74470,PSC       ,PB,Suplente,Marcondes Gadelha,CME,camara
Suplente,141500,PSD       ,MG,Suplente,Marcos Montes,CME,camara
Suplente,74787,PR        ,SP,Suplente,Milton Monti,CME,camara
Suplente,74862,REDE      ,RJ,Suplente,Miro Teixeira,CME,camara
Suplente,160561,DEM       ,SP,Suplente,Missionário José Olimpio,CME,camara
Suplente,166401,PSDB      ,MT,Suplente,Nilson Leitão,CME,camara
Suplente,160556,PT        ,MG,Suplente,Padre João,CME,camara
Suplente,74319,PTB       ,PI,Suplente,Paes Landim,CME,camara
Suplente,160604,PT        ,SC,Suplente,Pedro Uczai,CME,camara
Suplente,160651,MDB       ,SC,Suplente,Rogério Peninha Mendonça,CME,camara
Suplente,178933,MDB       ,PR,Suplente,Sergio Souza,CME,camara
Suplente,178874,PDT       ,ES,Suplente,Sergio Vidigal,CME,camara
Suplente,74356,PRB       ,AM,Suplente,Silas Câmara,CME,camara
Suplente,74376,PT        ,MS,Suplente,Vander Loubet,CME,camara
Suplente,137070,PR        ,TO,Suplente,Vicentinho Júnior,CME,camara
Suplente,178992,PSDB      ,SP,Suplente,Vitor Lippi,CME,camara
Suplente,160631,PATRI     ,RJ,Suplente,Walney Rocha,CME,camara
Suplente,74043,PR        ,PB,Suplente,Wellington Roberto,CME,camara
Titular,178837,PT        ,AC,Titular,Angelim,CMMC,camara
Titular,,PPS       ,DF,Titular,Cristovam Buarque,CMMC,camara
Titular,,MDB       ,SC,Titular,Dário Berger,CMMC,camara
Titular,160640,PROS      ,MG,Titular,Eros Biondini,CMMC,camara
Titular,,MDB       ,PE,Titular,Fernando Bezerra Coelho,CMMC,camara
Titular,,PSDB      ,PA,Titular,Flexa Ribeiro,CMMC,camara
Titular,160673,PR        ,RS,Titular,Giovani Cherini,CMMC,camara
Titular,,,,Titular,Gladson Cameli,CMMC,camara
Titular,,PROS      ,DF,Titular,Hélio José,CMMC,camara
Titular,,PT        ,AC,Titular,Jorge Viana,CMMC,camara
Titular,74299,PDT       ,CE,Titular,Leônidas Cristino,CMMC,camara
Titular,,MDB       ,SP,Titular,Marta Suplicy,CMMC,camara
Titular,,,,Titular,Regina Sousa,CMMC,camara
Titular,141472,PSDB      ,SP,Titular,Ricardo Tripoli,CMMC,camara
Titular,73674,PP        ,GO,Titular,Roberto Balestra,CMMC,camara
Titular,74210,,,Titular,Sarney Filho,CMMC,camara
Titular,178933,MDB       ,PR,Titular,Sergio Souza,CMMC,camara
Titular,,MDB       ,MG,Titular,Zeze Perrella,CMMC,camara
Suplente,160511,PSB       ,RJ,Suplente,Alessandro Molon,CMMC,camara
Suplente,,PSDB      ,SP,Suplente,Aloysio Nunes Ferreira,CMMC,camara
Suplente,178993,DEM       ,TO,Suplente,Carlos Henrique Gaguim,CMMC,camara
Suplente,178916,PPS       ,PE,Suplente,Daniel Coelho,CMMC,camara
Suplente,,PP        ,RO,Suplente,Ivo Cassol,CMMC,camara
Suplente,73926,PSB       ,AP,Suplente,Janete Capiberibe,CMMC,camara
Suplente,,,,Suplente,Ronaldo Caiado,CMMC,camara
Suplente,74010,MDB       ,SC,Suplente,Valdir Colatto,CMMC,camara
Suplente,,PCdoB     ,AM,Suplente,Vanessa Grazziotin,CMMC,camara
Titular,178837,PT        ,AC,Titular,Angelim,CMMC,camara
Titular,,PPS       ,DF,Titular,Cristovam Buarque,CMMC,camara
Titular,,MDB       ,SC,Titular,Dário Berger,CMMC,camara
Titular,160640,PROS      ,MG,Titular,Eros Biondini,CMMC,camara
Titular,,MDB       ,PE,Titular,Fernando Bezerra Coelho,CMMC,camara
Titular,,PSDB      ,PA,Titular,Flexa Ribeiro,CMMC,camara
Titular,160673,PR        ,RS,Titular,Giovani Cherini,CMMC,camara
Titular,,,,Titular,Gladson Cameli,CMMC,camara
Titular,,PROS      ,DF,Titular,Hélio José,CMMC,camara
Titular,,PT        ,AC,Titular,Jorge Viana,CMMC,camara
Titular,74299,PDT       ,CE,Titular,Leônidas Cristino,CMMC,camara
Titular,,MDB       ,SP,Titular,Marta Suplicy,CMMC,camara
Titular,,,,Titular,Regina Sousa,CMMC,camara
Titular,141472,PSDB      ,SP,Titular,Ricardo Tripoli,CMMC,camara
Titular,73674,PP        ,GO,Titular,Roberto Balestra,CMMC,camara
Titular,74210,,,Titular,Sarney Filho,CMMC,camara
Titular,178933,MDB       ,PR,Titular,Sergio Souza,CMMC,camara
Titular,,MDB       ,MG,Titular,Zeze Perrella,CMMC,camara
Suplente,160511,PSB       ,RJ,Suplente,Alessandro Molon,CMMC,camara
Suplente,,PSDB      ,SP,Suplente,Aloysio Nunes Ferreira,CMMC,camara
Suplente,178993,DEM       ,TO,Suplente,Carlos Henrique Gaguim,CMMC,camara
Suplente,178916,PPS       ,PE,Suplente,Daniel Coelho,CMMC,camara
Suplente,,PP        ,RO,Suplente,Ivo Cassol,CMMC,camara
Suplente,73926,PSB       ,AP,Suplente,Janete Capiberibe,CMMC,camara
Suplente,,,,Suplente,Ronaldo Caiado,CMMC,camara
Suplente,74010,MDB       ,SC,Suplente,Valdir Colatto,CMMC,camara
Suplente,,PCdoB     ,AM,Suplente,Vanessa Grazziotin,CMMC,camara
Titular,74057,PCdoB     ,BA,Titular,Alice Portugal,CMMULHER,camara
Titular,160589,PSDB      ,SP,Titular,Bruna Furlan,CMMULHER,camara
Titular,164360,PPS       ,SC,Titular,Carmen Zanotto,CMMULHER,camara
Titular,178928,PR        ,PR,Titular,Christiane de Souza Yared,CMMULHER,camara
Titular,178939,PROS      ,RJ,Titular,Clarissa Garotinho,CMMULHER,camara
Titular,178848,PSDB      ,AM,Titular,Conceição Sampaio,CMMULHER,camara
Titular,178994,MDB       ,TO,Titular,Dulce Miranda,CMMULHER,camara
Titular,74075,MDB       ,PA,Titular,Elcione Barbalho,CMMULHER,camara
Titular,160575,PT        ,DF,Titular,Erika Kokay,CMMULHER,camara
Titular,178941,PODE      ,RJ,Titular,Ezequiel Teixeira,CMMULHER,camara
Titular,160598,PDT       ,GO,Titular,Flávia Morais,CMMULHER,camara
Titular,67138,PP        ,PI,Titular,Iracema Portella,CMMULHER,camara
Titular,73926,PSB       ,AP,Titular,Janete Capiberibe,CMMULHER,camara
Titular,160672,PSOL      ,RJ,Titular,Jean Wyllys,CMMULHER,camara
Titular,178839,MDB       ,AC,Titular,Jéssica Sales,CMMULHER,camara
Titular,178851,PODE      ,AP,Titular,Jozi Araújo,CMMULHER,camara
Titular,67312,PSC       ,PA,Titular,Júlia Marinho,CMMULHER,camara
Titular,160659,PSB       ,SP,Titular,Keiko Ota,CMMULHER,camara
Titular,178866,PT        ,CE,Titular,Luizianne Lins,CMMULHER,camara
Titular,160639,DEM       ,TO,Titular,Professora Dorinha Seabra Rezende,CMMULHER,camara
Titular,160426,PSD       ,DF,Titular,Rogério Rosso,CMMULHER,camara
Titular,178961,PSDB      ,RR,Titular,Shéridan,CMMULHER,camara
Titular,178862,PRB       ,BA,Titular,Tia Eron,CMMULHER,camara
Suplente,160602,PPS       ,PA,Suplente,Arnaldo Jordy,CMMULHER,camara
Suplente,93472,PTB       ,RJ,Suplente,Cristiane Brasil,CMMULHER,camara
Suplente,178893,PR        ,MG,Suplente,Delegado Edson Moreira,CMMULHER,camara
Suplente,114941,PROS      ,TO,Suplente,Josi Nunes,CMMULHER,camara
Suplente,178998,PSD       ,MG,Suplente,Raquel Muniz,CMMULHER,camara
Suplente,178945,PRB       ,RJ,Suplente,Rosangela Gomes,CMMULHER,camara
Suplente,178911,MDB       ,PA,Suplente,Simone Morgado,CMMULHER,camara
Suplente,178946,PR        ,RJ,Suplente,Soraya Santos,CMMULHER,camara
Titular,160508,PT        ,BA,Titular,Afonso Florence,CMO,camara
Titular,160559,MDB       ,RS,Titular,Alceu Moreira,CMO,camara
Titular,73458,PTB       ,PR,Titular,Alex Canziani,CMO,camara
Titular,178881,PODE      ,MA,Titular,Aluisio Mendes,CMO,camara
Titular,,PP        ,RS,Titular,Ana Amélia,CMO,camara
Titular,160512,SOLIDARI  ,RJ,Titular,Aureo,CMO,camara
Titular,178834,PSB       ,BA,Titular,Bebeto,CMO,camara
Titular,141405,MDB       ,SC,Titular,Celso Maldaner,CMO,camara
Titular,141408,PRB       ,MA,Titular,Cleber Verde,CMO,camara
Titular,178963,PP        ,RS,Titular,Covatti Filho,CMO,camara
Titular,141411,PDT       ,MS,Titular,Dagoberto Nogueira,CMO,camara
Titular,,PSDB      ,SC,Titular,Dalirio Beber,CMO,camara
Titular,160588,PSD       ,MG,Titular,Diego Andrade,CMO,camara
Titular,141422,DEM       ,PB,Titular,Efraim Filho,CMO,camara
Titular,132504,PT        ,PR,Titular,Enio Verri,CMO,camara
Titular,66828,PP        ,SP,Titular,Fausto Pinato,CMO,camara
Titular,,PSDB      ,PA,Titular,Flexa Ribeiro,CMO,camara
Titular,74270,PSC       ,SP,Titular,Gilberto Nascimento,CMO,camara
Titular,,PSB       ,AP,Titular,João Capiberibe,CMO,camara
Titular,74275,PT        ,SP,Titular,José Mentor,CMO,camara
Titular,74079,MDB       ,PA,Titular,José Priante,CMO,camara
Titular,74317,PSD       ,PI,Titular,Júlio Cesar,CMO,camara
Titular,178832,PV        ,PR,Titular,Leandre,CMO,camara
Titular,178931,PSB       ,PR,Titular,Luciano Ducci,CMO,camara
Titular,74460,MDB       ,PI,Titular,Marcelo Castro,CMO,camara
Titular,178880,PPS       ,GO,Titular,Marcos Abrão,CMO,camara
Titular,178858,PP        ,BA,Titular,Mário Negromonte Jr.,CMO,camara
Titular,74787,PR        ,SP,Titular,Milton Monti,CMO,camara
Titular,178860,DEM       ,BA,Titular,Paulo Azi,CMO,camara
Titular,141531,PSDB      ,MG,Titular,Rodrigo de Castro,CMO,camara
Titular,141535,PSDB      ,RN,Titular,Rogério Marinho,CMO,camara
Titular,,MDB       ,RR,Titular,Romero Jucá,CMO,camara
Titular,,PODE      ,ES,Titular,Rose de Freitas,CMO,camara
Titular,,PSD       ,AC,Titular,Sérgio Petecão,CMO,camara
Titular,137070,PR        ,TO,Titular,Vicentinho Júnior,CMO,camara
Titular,,MDB       ,MS,Titular,Waldemir Moka,CMO,camara
Titular,160569,PT        ,BA,Titular,Waldenor Pereira,CMO,camara
Titular,,PR        ,MT,Titular,Wellington Fagundes,CMO,camara
Titular,160636,PTB       ,PB,Titular,Wilson Filho,CMO,camara
Suplente,141372,PR        ,MG,Suplente,Aelton Freitas,CMO,camara
Suplente,178972,PPS       ,SP,Suplente,Alex Manente,CMO,camara
Suplente,141454,PP        ,PR,Suplente,Alfredo Kaefer,CMO,camara
Suplente,133439,PDT       ,CE,Suplente,André Figueiredo,CMO,camara
Suplente,141335,PT        ,PA,Suplente,Beto Faro,CMO,camara
Suplente,178865,AVANTE    ,CE,Suplente,Cabo Sabino,CMO,camara
Suplente,178891,PSDB      ,MG,Suplente,Caio Narcio,CMO,camara
Suplente,178829,PR        ,SP,Suplente,Capitão Augusto,CMO,camara
Suplente,74651,DEM       ,MG,Suplente,Carlos Melles,CMO,camara
Suplente,178994,MDB       ,TO,Suplente,Dulce Miranda,CMO,camara
Suplente,,MDB       ,AM,Suplente,Eduardo Braga,CMO,camara
Suplente,74075,MDB       ,PA,Suplente,Elcione Barbalho,CMO,camara
Suplente,178871,PP        ,ES,Suplente,Evair Vieira de Melo,CMO,camara
Suplente,178969,PSD       ,SE,Suplente,Fábio Mitidieri,CMO,camara
Suplente,178959,PP        ,RR,Suplente,Hiran Gonçalves,CMO,camara
Suplente,,PT        ,PE,Suplente,Humberto Costa,CMO,camara
Suplente,,PP        ,RO,Suplente,Ivo Cassol,CMO,camara
Suplente,4931,PSDB      ,DF,Suplente,Izalci Lucas,CMO,camara
Suplente,,MDB       ,MA,Suplente,João Alberto Souza,CMO,camara
Suplente,178851,PODE      ,AP,Suplente,Jozi Araújo,CMO,camara
Suplente,178885,PATRI     ,MA,Suplente,Junior Marreca,CMO,camara
Suplente,81366,PSC       ,MA,Suplente,Luana Costa,CMO,camara
Suplente,178879,SOLIDARI  ,GO,Suplente,Lucas Vergilio,CMO,camara
Suplente,178866,PT        ,CE,Suplente,Luizianne Lins,CMO,camara
Suplente,74235,PP        ,ES,Suplente,Marcus Vicente,CMO,camara
Suplente,,MDB       ,SP,Suplente,Marta Suplicy,CMO,camara
Suplente,178984,PSDB      ,SP,Suplente,Miguel Haddad,CMO,camara
Suplente,178997,MDB       ,CE,Suplente,Moses Rodrigues,CMO,camara
Suplente,,PSD       ,BA,Suplente,Otto Alencar,CMO,camara
Suplente,,PT        ,PA,Suplente,Paulo Rocha,CMO,camara
Suplente,152610,PRB       ,SP,Suplente,Roberto Alves,CMO,camara
Suplente,178887,PCdoB     ,MA,Suplente,Rubens Pereira Júnior,CMO,camara
Suplente,73808,PSD       ,BA,Suplente,Sérgio Brito,CMO,camara
Suplente,178947,DEM       ,RJ,Suplente,Sóstenes Cavalcante,CMO,camara
Suplente,,PTB       ,RR,Suplente,Telmário Mota,CMO,camara
Suplente,160610,PT        ,BA,Suplente,Valmir Assunção,CMO,camara
Suplente,,PCdoB     ,AM,Suplente,Vanessa Grazziotin,CMO,camara
Suplente,160518,PROS      ,MG,Suplente,Weliton Prado,CMO,camara
Suplente,,DEM       ,GO,Suplente,Wilder Morais,CMO,camara
Suplente,178902,PT        ,MS,Suplente,Zeca do Pt,CMO,camara
Titular,178875,,,Titular,Alexandre Baldy,CMPLF,camara
Titular,160541,PP        ,AL,Titular,Arthur Lira,CMPLF,camara
Titular,178975,MDB       ,SP,Titular,Baleia Rossi,CMPLF,camara
Titular,141398,PT        ,SP,Titular,Carlos Zarattini,CMPLF,camara
Titular,141408,PRB       ,MA,Titular,Cleber Verde,CMPLF,camara
Titular,141422,DEM       ,PB,Titular,Efraim Filho,CMPLF,camara
Titular,160640,PROS      ,MG,Titular,Eros Biondini,CMPLF,camara
Titular,160509,PR        ,SC,Titular,Jorginho Mello,CMPLF,camara
Titular,141500,PSD       ,MG,Titular,Marcos Montes,CMPLF,camara
Titular,178896,MDB       ,MG,Titular,Newton Cardoso Jr,CMPLF,camara
Titular,141472,PSDB      ,SP,Titular,Ricardo Tripoli,CMPLF,camara
Titular,178901,,,Titular,Tereza Cristina,CMPLF,camara
Suplente,178834,PSB       ,BA,Suplente,Bebeto,CMPLF,camara
Suplente,73666,PTB       ,GO,Suplente,Jovair Arantes,CMPLF,camara
Suplente,141478,PR        ,DF,Suplente,Laerte Bessa,CMPLF,camara
Suplente,74574,PSD       ,BA,Suplente,Paulo Magalhães,CMPLF,camara
Suplente,178912,PSDB      ,PB,Suplente,Pedro Cunha Lima,CMPLF,camara
Suplente,160630,PT        ,MT,Suplente,Ságuas Moraes,CMPLF,camara
Suplente,74356,PRB       ,AM,Suplente,Silas Câmara,CMPLF,camara
Suplente,178911,MDB       ,PA,Suplente,Simone Morgado,CMPLF,camara
Suplente,178952,MDB       ,RN,Suplente,Walter Alves,CMPLF,camara
Presidente,178973,PT        ,SP,Titular,Ana Perugini,CMULHER,camara
PrimeiroVice-Presidente,178866,PT        ,CE,Titular,Luizianne Lins,CMULHER,camara
SegundoVice-Presidente,74856,DEM       ,RJ,Titular,Laura Carneiro,CMULHER,camara
TerceiroVice-Presidente,178949,PHS       ,RN,Titular,Zenaide Maia,CMULHER,camara
Titular,178973,PT        ,SP,Titular,Ana Perugini,CMULHER,camara
Titular,164360,PPS       ,SC,Titular,Carmen Zanotto,CMULHER,camara
Titular,178892,PODE      ,MG,Titular,Dâmina Pereira,CMULHER,camara
Titular,74075,MDB       ,PA,Titular,Elcione Barbalho,CMULHER,camara
Titular,129618,PR        ,CE,Titular,Gorete Pereira,CMULHER,camara
Titular,73926,PSB       ,AP,Titular,Janete Capiberibe,CMULHER,camara
Titular,141503,PCdoB     ,MG,Titular,Jô Moraes,CMULHER,camara
Titular,160659,PSB       ,SP,Titular,Keiko Ota,CMULHER,camara
Titular,74856,DEM       ,RJ,Titular,Laura Carneiro,CMULHER,camara
Titular,81366,PSC       ,MA,Titular,Luana Costa,CMULHER,camara
Titular,178866,PT        ,CE,Titular,Luizianne Lins,CMULHER,camara
Titular,64960,MDB       ,RR,Titular,Maria Helena,CMULHER,camara
Titular,66179,DEM       ,ES,Titular,Norma Ayub,CMULHER,camara
Titular,178998,PSD       ,MG,Titular,Raquel Muniz,CMULHER,camara
Titular,178945,PRB       ,RJ,Titular,Rosangela Gomes,CMULHER,camara
Titular,74283,PT        ,SP,Titular,Vicentinho,CMULHER,camara
Titular,73992,PSDB      ,RS,Titular,Yeda Crusius,CMULHER,camara
Titular,178949,PHS       ,RN,Titular,Zenaide Maia,CMULHER,camara
Suplente,73701,PT        ,RJ,Suplente,Benedita da Silva,CMULHER,camara
Suplente,178993,DEM       ,TO,Suplente,Carlos Henrique Gaguim,CMULHER,camara
Suplente,178928,PR        ,PR,Suplente,Christiane de Souza Yared,CMULHER,camara
Suplente,178929,PODE      ,PR,Suplente,Diego Garcia,CMULHER,camara
Suplente,160575,PT        ,DF,Suplente,Erika Kokay,CMULHER,camara
Suplente,160598,PDT       ,GO,Suplente,Flávia Morais,CMULHER,camara
Suplente,178978,PSC       ,SP,Suplente,Flavinho,CMULHER,camara
Suplente,160672,PSOL      ,RJ,Suplente,Jean Wyllys,CMULHER,camara
Suplente,178852,PSD       ,AP,Suplente,Marcos Reategui,CMULHER,camara
Suplente,160641,PCdoB     ,AP,Suplente,Professora Marcivania,CMULHER,camara
Suplente,178862,PRB       ,BA,Suplente,Tia Eron,CMULHER,camara
Presidente,178854,DEM       ,BA,Titular,Elmar Nascimento,COETICA,camara
