id_leggo,id_autor_parlametria,id_ext,casa,id_autor,nome_autor,partido,uf,tipo_autor,casa_autor,tipo_generico,sigla_local,peso_total_documentos,num_documentos,is_important,bancada
208,1205865,16526,camara,205865,Reinhold Stephanes Junior,PSD,PR,Deputado,camara,Emenda,PLEN,3,3,TRUE,governo
208,174366,16526,camara,74366,João Campos,REPUBLICANOS,GO,Deputado,camara,Emenda,PLEN,2,2,TRUE,governo
208,1160665,16526,camara,160665,Augusto Coutinho,SOLIDARIEDADE,PE,Deputado,camara,Parecer,PLEN,2,2,TRUE,governo
208,1178910,16526,camara,178910,Joaquim Passarinho,PSD,PA,Deputado,camara,Emenda,PLEN,2,2,TRUE,governo
208,1204398,16526,camara,204398,Felipe Francischini,PSL,PR,Deputado,camara,Emenda,PLEN,2,2,TRUE,governo
208,1204418,16526,camara,204418,Luizão Goulart,REPUBLICANOS,PR,Deputado,camara,Emenda,PLEN,2,2,TRUE,governo
208,1178854,16526,camara,178854,Elmar Nascimento,DEM,BA,Deputado,camara,Emenda,PLEN,1.2,2,TRUE,governo
208,192699,16526,camara,92699,Fernando Monteiro,PP,PE,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1141508,16526,camara,141508,Mauro Nazif,PSB,RO,Deputado,camara,Requerimento,COAPP(SGM),1,1,FALSE,oposição
208,1141555,16526,camara,141555,Vinicius Carvalho,REPUBLICANOS,SP,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1160635,16526,camara,160635,Ruy Carneiro,PSDB,PB,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1160665,16526,camara,160665,Augusto Coutinho,SOLIDARIEDADE,PE,Deputado,camara,Parecer,PL129295,1,1,TRUE,governo
208,1160666,16526,camara,160666,Félix Mendonça Júnior,PDT,BA,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição
208,1178874,16526,camara,178874,Sergio Vidigal,PDT,ES,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
208,1178916,16526,camara,178916,Daniel Coelho,CIDADANIA,PE,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1178992,16526,camara,178992,Vitor Lippi,PSDB,SP,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1194260,16526,camara,194260,Nivaldo Albuquerque,PTB,AL,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204364,16526,camara,204364,Eli Borges,SOLIDARIEDADE,TO,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204365,16526,camara,204365,Gilson Marques,NOVO,SC,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204371,16526,camara,204371,Felipe Rigoni,PSB,ES,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição
208,1204389,16526,camara,204389,Elias Vaz,PSB,GO,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição
208,1204418,16526,camara,204418,Luizão Goulart,REPUBLICANOS,PR,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
208,1204418,16526,camara,204418,Luizão Goulart,REPUBLICANOS,PR,Deputado,camara,Requerimento,SEPRO,1,1,FALSE,governo
208,1204429,16526,camara,204429,João H. Campos,PSB,PE,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição
208,1204504,16526,camara,204504,Cezinha De Madureira,PSD,SP,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204506,16526,camara,204506,Marcos Pereira,REPUBLICANOS,SP,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204513,16526,camara,204513,Guiga Peixoto,PSL,SP,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204524,16526,camara,204524,Pinheirinho,PP,MG,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204536,16526,camara,204536,Kim Kataguiri,DEM,SP,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
208,1204543,16526,camara,204543,Luiz Flávio Gomes,PSB,SP,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição
208,174262,16526,camara,74262,Carlos Sampaio,PSDB,SP,Deputado,camara,Emenda,PLEN,0.2,1,TRUE,governo
208,1178884,16526,camara,178884,Hildo Rocha,MDB,MA,Deputado,camara,Emenda,PLEN,0.2,1,TRUE,governo
208,1204358,16526,camara,204358,Beto Pereira,PSDB,MS,Deputado,camara,Emenda,PLEN,0.2,1,TRUE,governo
106,1178879,20289,camara,178879,Lucas Vergilio,SOLIDARIEDADE,GO,Deputado,camara,Requerimento,CCP,2,2,FALSE,governo
106,1146788,20289,camara,146788,Marcelo Aro,PP,MG,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
106,1204416,20289,camara,204416,Sanderson,PSL,RS,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
106,1204428,20289,camara,204428,Marília Arraes,PT,PE,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
106,1204441,20289,camara,204441,Otoni De Paula,PSC,RJ,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1178842,20529,camara,178842,Jhc,PSB,AL,Deputado,camara,Requerimento,CCP,2,2,FALSE,oposição
887,174273,20529,camara,74273,Jefferson Campos,PSB,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
887,174283,20529,camara,74283,Vicentinho,PT,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
887,174376,20529,camara,74376,Vander Loubet,PT,MS,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
887,174400,20529,camara,74400,Paulo Pimenta,PT,RS,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
887,174419,20529,camara,74419,Gonzaga Patriota,PSB,PE,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
887,181297,20529,camara,81297,Dra. Soraya Manato,PSL,ES,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1116379,20529,camara,116379,Darci De Matos,PSD,SC,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1160601,20529,camara,160601,Pr. Marco Feliciano,REPUBLICANOS,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
887,1160604,20529,camara,160604,Pedro Uczai,PT,SC,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
887,1160610,20529,camara,160610,Valmir Assunção,PT,BA,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição
887,1160673,20529,camara,160673,Giovani Cherini,PL,RS,Deputado,camara,Requerimento,PLEN,1,1,TRUE,governo
887,1178921,20529,camara,178921,Sebastião Oliveira,PL,PE,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1178948,20529,camara,178948,Beto Rosado,PP,RN,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
887,1178972,20529,camara,178972,Alex Manente,CIDADANIA,SP,Deputado,camara,Requerimento,PLEN,1,1,TRUE,governo
887,1204377,20529,camara,204377,Paula Belmonte,CIDADANIA,DF,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1204399,20529,camara,204399,Schiavinato,PP,PR,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1204399,20529,camara,204399,Schiavinato,PP,PR,Deputado,camara,Requerimento,NAJUR(SGM),1,1,FALSE,governo
887,1204414,20529,camara,204414,Aroldo Martins,REPUBLICANOS,PR,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1204511,20529,camara,204511,David Soares,DEM,SP,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,1204527,20529,camara,204527,Geninho Zuliani,DEM,SP,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
887,172442,20529,camara,72442,Felipe Carreras,PSB,PE,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,oposição
887,174439,20529,camara,74439,Wolney Queiroz,PDT,PE,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,oposição
887,175431,20529,camara,75431,Maurício Dziedricki,PTB,RS,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
887,1122974,20529,camara,122974,Pedro Lucas Fernandes,PTB,MA,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
887,1160541,20529,camara,160541,Arthur Lira,PP,AL,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
887,1166402,20529,camara,166402,Magda Mofatto,PL,GO,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
887,1178896,20529,camara,178896,Newton Cardoso Jr,MDB,MG,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
887,1178981,20529,camara,178981,Herculano Passos,MDB,SP,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
887,1204359,20529,camara,204359,Léo Moraes,PODE,RO,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
887,1204461,20529,camara,204461,Paulo Ganime,NOVO,RJ,Deputado,camara,Requerimento,COAPP(SGM),0.1,1,FALSE,governo
128,1205476,20956,camara,205476,Charles Fernandes,PSD,BA,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,governo
161,172442,46249,camara,72442,Felipe Carreras,PSB,PE,Deputado,camara,Prop. Original / Apensada,CCP,2,2,FALSE,oposição
161,1178970,46249,camara,178970,João Daniel,PT,SE,Deputado,camara,Prop. Original / Apensada,CCP,2,2,FALSE,oposição
161,174400,46249,camara,74400,Paulo Pimenta,PT,RS,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
161,1133968,46249,camara,133968,Paulo Ramos,PDT,RJ,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
161,1160632,46249,camara,160632,Zé Silva,SOLIDARIEDADE,MG,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
161,1178835,46249,camara,178835,Afonso Motta,PDT,RS,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
161,1178858,46249,camara,178858,Mário Negromonte Jr.,PP,BA,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
161,1178930,46249,camara,178930,Roman,PATRIOTA,PR,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
161,1178986,46249,camara,178986,Nilto Tatto,PT,SP,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
161,1204478,46249,camara,204478,Vinicius Farah,MDB,RJ,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
179,174398,51066,camara,74398,Maria Do Rosário,PT,RS,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição
179,1160575,51066,camara,160575,Erika Kokay,PT,DF,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
179,1160619,51066,camara,160619,José Nunes,PSD,BA,Deputado,camara,Requerimento,PLEN,1,1,TRUE,governo
179,1171619,51066,camara,171619,Margarida Salomão,PT,MG,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
179,1171619,51066,camara,171619,Margarida Salomão,PT,MG,Deputado,camara,Requerimento,MESA,1,1,FALSE,oposição
179,1204537,51066,camara,204537,Enrico Misasi,PV,SP,Deputado,camara,Parecer,CCJC,1,1,TRUE,governo
73,174398,105011,camara,74398,Maria Do Rosário,PT,RS,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
961,166179,110587,camara,66179,Norma Ayub,DEM,ES,Deputado,camara,Prop. Original / Apensada,CE,1,1,TRUE,governo
961,174399,110587,camara,74399,Onyx Lorenzoni,DEM,RS,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
961,1178916,110587,camara,178916,Daniel Coelho,CIDADANIA,PE,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
158,174439,257161,camara,74439,Wolney Queiroz,PDT,PE,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
158,176874,257161,camara,76874,Marcelo Freixo,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
158,1141516,257161,camara,141516,Paulo Abi-Ackel,PSDB,MG,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
158,1178896,257161,camara,178896,Newton Cardoso Jr,MDB,MG,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
158,1178908,257161,camara,178908,Delegado Éder Mauro,PSD,PA,Deputado,camara,Prop. Original / Apensada,CFT,1,1,TRUE,governo
158,1178954,257161,camara,178954,Lucio Mosquini,MDB,RO,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
158,1204536,257161,camara,204536,Kim Kataguiri,DEM,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
,174273,275708,camara,74273,Jefferson Campos,PSB,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
,174283,275708,camara,74283,Vicentinho,PT,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
,174419,275708,camara,74419,Gonzaga Patriota,PSB,PE,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
,1160604,275708,camara,160604,Pedro Uczai,PT,SC,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
,1160610,275708,camara,160610,Valmir Assunção,PT,BA,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição
,1204399,275708,camara,204399,Schiavinato,PP,PR,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
,1204399,275708,camara,204399,Schiavinato,PP,PR,Deputado,camara,Requerimento,NAJUR(SGM),1,1,FALSE,governo
947,1204517,301799,camara,204517,Zé Vitor,PL,MG,Deputado,camara,Prop. Original / Apensada,CCP,2,2,FALSE,governo
983,1141401,307272,camara,141401,Carlos Bezerra,MDB,MT,Deputado,camara,Prop. Original / Apensada,CCP,2,2,FALSE,governo
983,1141450,307272,camara,141450,Hugo Leal,PSD,RJ,Deputado,camara,Parecer,PLEN,2,2,TRUE,governo
983,1204556,307272,camara,204556,Marcelo Ramos,PL,AM,Deputado,camara,Emenda,PLEN,2,2,TRUE,governo
983,1204559,307272,camara,204559,Zé Neto,PT,BA,Deputado,camara,Requerimento,CDEICS,1.5,3,TRUE,oposição
983,173466,307272,camara,73466,Rubens Bueno,CIDADANIA,PR,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
983,173788,307272,camara,73788,Ricardo Barros,PP,PR,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
983,174158,307272,camara,74158,Mário Heringer,PDT,MG,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição
983,1141450,307272,camara,141450,Hugo Leal,PSD,RJ,Deputado,camara,Parecer,PL622905,1,1,TRUE,governo
983,1141450,307272,camara,141450,Hugo Leal,PSD,RJ,Deputado,camara,Requerimento,SEPRO,1,1,FALSE,governo
983,1141552,307272,camara,141552,Valtenir Pereira,MDB,MT,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
983,1160570,307272,camara,160570,Jerônimo Goergen,PP,RS,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
983,1160666,307272,camara,160666,Félix Mendonça Júnior,PDT,BA,Deputado,camara,Emenda,PLEN,1,1,TRUE,oposição
983,1178964,307272,camara,178964,Heitor Schuch,PSB,RS,Deputado,camara,Requerimento,MESA,1,1,FALSE,oposição
983,1178993,307272,camara,178993,Carlos Henrique Gaguim,DEM,TO,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
983,1179001,307272,camara,179001,Márcio Biolchi,MDB,RS,Deputado,camara,Emenda,MESA,1,1,FALSE,governo
983,1179587,307272,camara,179587,Vitor Hugo,PSL,GO,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
983,1204455,307272,camara,204455,Luiz Lima,PSL,RJ,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
983,1204545,307272,camara,204545,Alê Silva,PSL,MG,Deputado,camara,Emenda,MESA,1,1,FALSE,governo
983,1204545,307272,camara,204545,Alê Silva,PSL,MG,Deputado,camara,Emenda,PLEN,1,1,TRUE,governo
983,1204559,307272,camara,204559,Zé Neto,PT,BA,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
983,174439,307272,camara,74439,Wolney Queiroz,PDT,PE,Deputado,camara,Emenda,PLEN,0.6000000000000001,3,TRUE,oposição
983,1132504,307272,camara,132504,Enio Verri,PT,PR,Deputado,camara,Emenda,PLEN,0.6000000000000001,3,TRUE,oposição
983,1160511,307272,camara,160511,Alessandro Molon,PSB,RJ,Deputado,camara,Emenda,PLEN,0.6000000000000001,3,TRUE,oposição
983,1160575,307272,camara,160575,Erika Kokay,PT,DF,Deputado,camara,Emenda,PLEN,0.6000000000000001,3,TRUE,oposição
983,1204407,307272,camara,204407,Fernanda Melchionna,PSOL,RS,Deputado,camara,Emenda,PLEN,0.6000000000000001,3,TRUE,oposição
983,1141450,307272,camara,141450,Hugo Leal,PSD,RJ,Deputado,camara,Requerimento,CDEICS,0.5,2,TRUE,governo
983,1143084,307272,camara,143084,Tiago Dimas,SOLIDARIEDADE,TO,Deputado,camara,Requerimento,CDEICS,0.5,2,TRUE,governo
983,1204419,307272,camara,204419,Glaustin Fokus,PSC,GO,Deputado,camara,Requerimento,CDEICS,0.5,2,TRUE,governo
983,173460,307272,camara,73460,Gustavo Fruet,PDT,PR,Deputado,camara,Emenda,MESA,0.125,1,FALSE,oposição
983,1141391,307272,camara,141391,Arnaldo Jardim,CIDADANIA,SP,Deputado,camara,Emenda,MESA,0.125,1,FALSE,governo
983,1141427,307272,camara,141427,Fábio Ramalho,MDB,MG,Deputado,camara,Emenda,MESA,0.125,1,FALSE,governo
983,1160541,307272,camara,160541,Arthur Lira,PP,AL,Deputado,camara,Emenda,MESA,0.125,1,FALSE,governo
983,1160559,307272,camara,160559,Alceu Moreira,MDB,RS,Deputado,camara,Emenda,MESA,0.125,1,FALSE,governo
983,1178975,307272,camara,178975,Baleia Rossi,MDB,SP,Deputado,camara,Emenda,MESA,0.125,1,FALSE,governo
983,1204395,307272,camara,204395,Pedro Lupion,DEM,PR,Deputado,camara,Emenda,MESA,0.125,1,FALSE,governo
983,1204400,307272,camara,204400,Aline Sleutjes,PSL,PR,Deputado,camara,Emenda,MESA,0.125,1,FALSE,governo
43,1204534,332457,camara,204534,Tabata Amaral,PDT,SP,Deputado,camara,Requerimento,CCP,2,2,FALSE,oposição
43,169871,332457,camara,69871,Bacelar,PODE,BA,Deputado,camara,Requerimento,CE,1,1,TRUE,governo
43,174273,332457,camara,74273,Jefferson Campos,PSB,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
43,1160639,332457,camara,160639,Professora Dorinha Seabra Rezende,DEM,TO,Deputado,camara,Requerimento,PLEN,1,1,TRUE,governo
43,1204410,332457,camara,204410,Luisa Canziani,PTB,PR,Deputado,camara,Requerimento,PLEN,1,1,TRUE,governo
43,1204467,332457,camara,204467,Professora Rosa Neide,PT,MT,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição
43,1204467,332457,camara,204467,Professora Rosa Neide,PT,MT,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
43,1204472,332457,camara,204472,José Medeiros,PODE,MT,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
43,1204478,332457,camara,204478,Vinicius Farah,MDB,RJ,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
43,1204529,332457,camara,204529,Policial Katia Sastre,PL,SP,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
43,1204534,332457,camara,204534,Tabata Amaral,PDT,SP,Deputado,camara,Prop. Original / Apensada,MESA,1,1,FALSE,oposição
43,1204538,332457,camara,204538,Paulo Bengtson,PTB,PA,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
163,1141417,345311,camara,141417,Edio Lopes,PL,RR,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
163,1160559,345311,camara,160559,Alceu Moreira,MDB,RS,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
163,1160600,345311,camara,160600,Arthur Oliveira Maia,DEM,BA,Deputado,camara,Requerimento,NAJUR(SGM),1,1,FALSE,governo
163,1178963,345311,camara,178963,Covatti Filho,PP,RS,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
163,1204478,345311,camara,204478,Vinicius Farah,MDB,RJ,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
196,1132504,353631,camara,132504,Enio Verri,PT,PR,Deputado,camara,Emenda,PLEN,0.8333333333333333,3,TRUE,oposição
196,1204371,353631,camara,204371,Felipe Rigoni,PSB,ES,Deputado,camara,Emenda,PLEN,0.8333333333333333,3,TRUE,oposição
196,1204534,353631,camara,204534,Tabata Amaral,PDT,SP,Deputado,camara,Emenda,PLEN,0.8333333333333333,3,TRUE,oposição
196,1141422,353631,camara,141422,Efraim Filho,DEM,PB,Deputado,camara,Emenda,PLEN,0.25,1,TRUE,governo
196,1178922,353631,camara,178922,Tadeu Alencar,PSB,PE,Deputado,camara,Emenda,PLEN,0.25,1,TRUE,oposição
196,1178975,353631,camara,178975,Baleia Rossi,MDB,SP,Deputado,camara,Emenda,PLEN,0.25,1,TRUE,governo
196,1204388,353631,camara,204388,Bibo Nunes,PSL,RS,Deputado,camara,Emenda,PLEN,0.25,1,TRUE,governo
196,1204429,353631,camara,204429,João H. Campos,PSB,PE,Deputado,camara,Emenda,PLEN,0.25,1,TRUE,oposição
196,1204544,353631,camara,204544,Alexandre Frota,PSDB,SP,Deputado,camara,Emenda,PLEN,0.25,1,TRUE,governo
103,173433,360369,camara,73433,Arlindo Chinaglia,PT,SP,Deputado,camara,Requerimento,CCP,1,1,FALSE,oposição
127,1204544,380828,camara,204544,Alexandre Frota,PSDB,SP,Deputado,camara,Prop. Original / Apensada,CSSF,2,2,TRUE,governo
127,166179,380828,camara,66179,Norma Ayub,DEM,ES,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
127,173466,380828,camara,73466,Rubens Bueno,CIDADANIA,PR,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,governo
127,174371,380828,camara,74371,Rubens Otoni,PT,GO,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,oposição
127,1141401,380828,camara,141401,Carlos Bezerra,MDB,MT,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
127,1151208,380828,camara,151208,Laercio Oliveira,PP,SE,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
127,1164360,380828,camara,164360,Carmen Zanotto,CIDADANIA,SC,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,governo
127,1204411,380828,camara,204411,Filipe Barros,PSL,PR,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,governo
127,1204414,380828,camara,204414,Aroldo Martins,REPUBLICANOS,PR,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,governo
127,1204447,380828,camara,204447,Flordelis,PSD,RJ,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,governo
25,172442,408349,camara,72442,Felipe Carreras,PSB,PE,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
25,173466,408349,camara,73466,Rubens Bueno,CIDADANIA,PR,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
25,173466,408349,camara,73466,Rubens Bueno,CIDADANIA,PR,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
25,181297,408349,camara,81297,Dra. Soraya Manato,PSL,ES,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
25,1178866,408349,camara,178866,Luizianne Lins,PT,CE,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
25,1178929,408349,camara,178929,Diego Garcia,PODE,PR,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
25,1178933,408349,camara,178933,Sergio Souza,MDB,PR,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
25,1178939,408349,camara,178939,Clarissa Garotinho,PROS,RJ,Deputado,camara,Requerimento,CCP,1,1,FALSE,governo
25,1204357,408349,camara,204357,Rose Modesto,PSDB,MS,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
25,1204377,408349,camara,204377,Paula Belmonte,CIDADANIA,DF,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
25,1204464,408349,camara,204464,Talíria Petrone,PSOL,RJ,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,oposição
25,1204560,408349,camara,204560,Adolfo Viana,PSDB,BA,Deputado,camara,Prop. Original / Apensada,CCP,1,1,FALSE,governo
129,173701,426002,camara,73701,Benedita Da Silva,PT,RJ,Deputado,camara,Parecer,CSSF,4,4,TRUE,oposição
129,172442,426002,camara,72442,Felipe Carreras,PSB,PE,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,oposição
129,1152610,426002,camara,152610,Roberto Alves,REPUBLICANOS,SP,Deputado,camara,Requerimento,NAJUR(SGM),1,1,FALSE,governo
129,1204377,426002,camara,204377,Paula Belmonte,CIDADANIA,DF,Deputado,camara,Requerimento,CSSF,1,1,TRUE,governo
129,1204421,426002,camara,204421,Edna Henrique,PSDB,PB,Deputado,camara,Prop. Original / Apensada,PLEN,1,1,TRUE,governo
129,1204421,426002,camara,204421,Edna Henrique,PSDB,PB,Deputado,camara,Requerimento,NAJUR(SGM),1,1,FALSE,governo
129,1204428,426002,camara,204428,Marília Arraes,PT,PE,Deputado,camara,Prop. Original / Apensada,CSSF,1,1,TRUE,oposição
129,1204514,426002,camara,204514,Coronel Tadeu,PSL,SP,Deputado,camara,Prop. Original / Apensada,PLEN,1,1,TRUE,governo
